NFCSID,STATEQ,CENSUSDIV,CENSUSREG,A50A,A3Ar_w,A50B,A4A_new_w,A5_2015,A6,A7,A7A,A11,A8_2021,AM21,X3,A9,A40,A10,A10A,A21_2015,A14,A41,A61,J1,J2,J3,J4,J40,J5,J6,J8,J9,J10,J20,J60_1,J60_2,J60_3,J60_4,J60_5,J60_6,J60_7,J60_90,J60_98,J60_99,J61,J62,J32,J33_40,J63,J64,J41_1,J41_2,J41_3,J42_1,J42_2,J43,J65,J66,B1,B2,B4,B41_1,B41_2,B60,B31,B42,B43,B61,C1_2012,C2_2012,C3_2012,C4_2012,C5_2012,C10_2012,C11_2012,B14A_1,B14A_60,EA_1,E7,E8,E20,E15_2015,E60,P60,P51,P61,F1,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,G1,G20,G30_1,G30_2,G30_3,G30_4,G30_5,G30_97,G30_98,G30_99,G35,G22_2015,G25_1,G25_2,G25_3,G25_4,G25_5,G60,G38,G23,H1,H30_3,M1_1,M4,M20,M21_1,M21_2_2015,M21_3,M21_4,M6,M7,M8,M31,M50,M9,M10,wgt_n2,wgt_d2,wgt_s3
2024023340,47,5,3,1,3,3,1,6,2,1,3,6,4,3,1,2,2, ,1, , ,5,2,4,2,3,2,1,2, ,2, ,2,3,0,1,1,1,0,0,0,0,0,0,1,2,5,6,7,7,3,5,4,3,4,1,2, ,1,2,2,1,2,4,3,2,3,2,1, ,98,2, , , ,2,2,2, , , , ,1,98,2,2,2,1,2,2,99,2,2,2,1,1,0,0,0,0,0,0,0,2,2,1,1,1,1,1,1,2,4,1,1,3,5,98, , , , ,98,3,98,98,1,98,98,.9011601831,1.0026662689,.7779567276
2024023341,32,8,4,1,6,6,2,7,1,2,1,5,5,3,1,8,2,8,2, ,3,3,2,10,1,1,3,1,1, , ,1,2,1,1,1,0,0,0,0,0,0,0,0,2,2,5,1,1, ,1,1,1,5,2,4,2, ,1,1,2,3,1,7,3,3,3,2,1,1,2,2, , , ,1,2,1,2,2, , ,2,1,1,1,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,2,7,6,3, , , , ,1,3,4,3,1,1,2,.704059802,.6779761348,1.3025141625
2024023342,47,5,3,2,2,8,1,2,2,1,3,2,2,3,1,1,2, ,1,2, ,2,2,4,4,3,2,2,2,2,2, ,1,4, , , , , , , , , , ,1,2,5,4,4,98,4,2,4,1,3,2,2, ,1,1,2,1,3,4,3,2,3,2,2, , ,2, , , ,2,2,1,2,2, , ,2,2,2,3,3,2,1,1,2,2,2,1,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,4,1,2,4,4,3, , , , ,98,98,98,98,98,98,98,1.0910331063,1.1341250929,1.0168373725
2024023343,3,8,4,2,4,10,2,2,1,2,1,1,1,3,1,7,2,7,1,2,2,2,2,5,1,3,1,1,1,98,98, ,1,4, , , , , , , , , , ,1,2,3,5,2, ,3,5,3,3,4,4,2, ,2,2, , , ,1,3,3,3,2,2, , ,2, , , , , ,2, , , , ,1,2,2,3,7, , , , , , ,2,98,0,0,0,0,0,1,0,0, , ,1,1,1,2,1,98,2,4,1,2,4,4,3, , , , ,1,3,2,1,98,98,98,.8253772725,2.7888336893,1.0849899925
2024023344,30,1,1,2,2,8,1,6,1,2,1,2,4,3,1,4,2,1,1, ,3,3,2,1,3,3,2,2,2,2,2, ,1,2,0,1,1,0,0,1,0,0,0,0,2,2,5,7,4, ,3,4,4,1,98,2,2, ,1,1,2,3,1,3,2,3,2,2,1,1,2,2, , , ,2,2,1,1,2,2,1,2,1,1,3,2,1,2,2,2,2,2,1,2,1,1,0,0,0,0,0,0,2,2,1,1,1,1,1,2,2,4,1,2,6,4,3, , , , ,1,2,98,3,98,1,2,.3222964905,.4734705493,.9088105899
2024023345,30,1,1,2,2,8,1,6,1,2,1,6,3,3,1,2,2,5,1, ,3,5,2,2,5,2,2,2,2, ,1, ,98,2,1,1,1,0,1,0,0,0,0,0,1,2,4,7,5,2,5,5,5,1,3,2,2, ,1,1,2,3,2,4,3,2,2,2,1,1,1,1,1,2,1,1,2,2, , , , ,1,1,2,98,3,2,1,1,1,1,2,2,2,1,1,0,0,0,0,0,0,1,1,2,1,1,1,1,1,2,7,1,1,6,6,3, , , , ,1,3,3,2,98,1,98,.3222964905,.4734705493,.9088105899
2024023346,42,4,2,2,3,9,1,5,1,2,1,1,7,3,1,2,2,2,1,2,3,1,2,3,2,3,2,2,2,1,2, ,1,2,0,0,0,0,0,0,0,0,1,0,1,2,3,5,3,2,2,5,5,3,2,3,2, ,1,1,2,3,3,6,3,1,3,98,1,3,2,2, , , ,2,2,1,1,2,2,3,1,2,2,3,1,2,1,1,1,2,1,1,2,1,0,0,0,0,0,0,0,4,2,1,1,1,1,1,2,2,5,1,2,7,6,98, , , , ,1,98,2,2,98,1,98,.4548229176,.2975837225,.8130083824
2024023347,15,3,2,2,2,8,2,3,2,2,2,3,5,3,1,4,1,2,1,2,3,1,2,1,1,3,2,2,2,1,2, ,2,4, , , , , , , , , , ,1,2,3,7,3, ,5,3,3,2,4,4,2, ,1,1,2,1,3,4,2,2,3,2,1,2,98,98, , , ,2,2,2, , , , ,2,2,2,3,1,2,1,1,2,2,1,1,1,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,7,1,2,4,4,98, , , , ,1,3,98,98,98,1,98,2.6378375088,.9964094477,1.2800667293
2024023348,32,8,4,2,4,10,2,3,5,2,2,2,1,3,1,4,2,6,1,2,98,1,2,1,1,3,1,1,2,2,2, ,2,4, , , , , , , , , , ,1,2,2,7,5, ,5,3,5,1,4,1,98, ,1,2,1,1,2,4,3,3,3,98,2, , ,2, , , ,2,2,1,2,2, , ,2,1,2,3,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,3,2,98,1,1,2,1,4,3, , , , ,98,98,98,98,98,98,98,.8253772725,.7799056477,1.2230934444
2024023349,37,7,3,2,1,7,2,2,2,4,3,1,1,3,1,7,2, ,1,2, ,2,2,2,6,98,3,1,2,2,2, ,2,4, , , , , , , , , , ,1,2,98,7,4, ,4,4,4,3,4,2,2, ,1,2,2,3,2,4,98,2,3,2,2, , ,2, , , ,2,2,2, , , , ,2,2,2,3,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,2,1,2,2,98,1,2,5,3,3, , , , ,1,3,1,2,2,1,98,1.3968187543,.3858870425,1.0394732942
2024023350,26,4,2,2,4,10,1,7,2,1,3,6,7,3,1,2,1, ,1, , ,3,2,6,6,1,3,2,1, ,1, ,2,1,1,0,0,0,0,0,0,0,0,0,1,1,5,6,3,1,2,2,3,4,3,3,2, ,1,1,2,3,2,2,2,2,2,2,1, ,1,1,1,2,2,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,3,1,1,7,5,3, , , , ,1,3,1,4,1,1,2,.3814561308,1.769620851,.9498912337
2024023351,49,5,3,1,1,1,2,2,2,3,3,5,1,3,1,5,1, ,1, , ,3,2,2,4,1,2,2,2, ,2, ,2,4, , , , , , , , , , ,1,2,98,4,3, ,4,2,3,1,4,1,2, ,2,2, , , ,2,3,2,2,1,2, , ,2, , , , , ,2, , , , ,1,1,2,2,1,1,2,1,1,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,5,2,2,2,4,1,2,1,1,3, , , , ,1,1,1,2,1,98,1,1.3251939621,.3631243017,1.5742871498
2024023352,11,5,3,2,4,10,1,3,1,2,1,6,4,3,1,2,1,3,1,2,2,2,2,1,2,2,2,1,2, ,2, ,2,2,0,0,1,0,0,0,0,0,0,0,1,1,2,7,7,6,5,5,5,3,5,2,2, ,1,1,2,2,3,1,2,3,2,2,1,1,1,2,1,2,2,2,2,2, , , , ,1,2,2,2,7, , , , , , ,1,1,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,1,7,1,1,7,5,3, , , , ,2,1,2,4,2,2,2,1.0952625103,1.4660082143,1.1009625561
2024023353,39,2,1,2,3,9,1,2,1,2,1,6,5,3,1,4,2,4,1,2,3,3,2,7,1,3,2,1,2, ,98, ,2,2,1,1,0,0,0,0,0,0,0,0,1,2,5,5,98, ,3,2,3,3,3,98,2, ,1,1,2,1,2,4,3,3,3,2,1,2,98,2, , , ,2,2,1,1,2,2,1,1,2,2,3,7, , , , , , ,1,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,3,1,2,2,2,3, , , , ,98,98,2,98,98,98,98,1.9093484632,.9520173138,1.0052856473
2024023354,24,4,2,1,3,3,1,6,1,2,1,2,8,3,1,2,2,2,1, ,2,5,2,10,8,1,3,1,1,1,1, ,2,1,1,0,0,0,0,0,0,0,0,0,2,2,5,2,3,3,1,1,1,5,1,4,2, ,1,1,2,3,3,7,1,2,3,1,1,1,1,2,1,2,2,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,0,1,0,0,0,0,0,0,1,2,1,1,1,1,1,2,2,1,1,2,7,6,3, , , , ,3,3,2,3,1,1,2,.3742192395,1.5314505315,.8693697979
2024023355,40,1,1,2,2,8,1,7,2,2,2,6,7,3,1,2,2,2,1, ,3,6,2,6,10,1,3,1,1, ,1, ,2,1,1,0,1,0,0,1,0,0,0,0,2,2,3,4,2,1,1,2,2,3,1,4,1,2,1,1,2,2,3,6,2,1,2,2,1,3,1,1,1,2,2,1,2,2, , , , ,2,1,1,3,2,1,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,2,2,1,1,1,1,1,1,2,3,1,2,7,7,2,1,1,1, ,1,3,2,3,1,1,2,.3222964905,.356728909,.878400188
2024023356,36,3,2,2,4,10,1,4,4,1,3,2,4,3,1,4,2, ,1,2, ,3,2,2,3,2,2,1,2,2,2, ,2,3,0,0,0,0,0,0,1,0,0,0,1,2,2,5,4, ,4,4,2,1,2,2,2, ,1,1,2,1,3,5,2,2,3,98,2, , ,2, , , ,2,2,1,2,2, , ,2,2,2,3,7, , , , , , ,2,2,1,0,0,0,0,0,0,0,1,1,2,1,1,1,2,2,2,4,1,2,6,4,3, , , , ,1,2,4,98,3,1,98,1.3754143336,1.3738947447,1.0548708222
2024023357,33,2,1,2,4,10,1,4,1,2,1,5,6,3,1,4,2,6,1,2,3,3,2,6,7,2,3,1,1, ,2, ,2,1,1,1,0,0,0,0,0,0,0,0,2,2,5,5,3, ,2,2,3,3,2,3,2, ,1,1,2,3,2,6,3,2,3,2,2, , ,2, , , ,2,1,2, , , , ,2,2,2,3,2,2,1,1,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,2,1,2,2,6,1,2,5,4,3, , , , ,98,98,98,98,98,1,98,1.9093484632,1.4209128068,1.0277058778
2024023358,34,5,3,2,3,9,1,7,5,1,3,1,5,3,1,2,1, ,1, , ,2,2,3,2,1,2,1,2,1,2, ,2,2,1,0,0,0,0,1,0,0,0,0,1,2,3,6,3,2,4,4,4,3,3,2,2, ,1,1,2,3,1,4,3,3,2,98,1, ,2,2, , , ,2,2,1,1,2,2,1,1,2,2,3,2,2,1,2,2,2,2,2,1,1,0,0,0,0,0,0,0,4,1,1,1,1,1,1,2,1,5,1,1,4,4,3, , , , ,1,1,1,3,1,1,2,.9185873956,1.2655234716,.9387498357
2024023359,24,4,2,1,2,2,1,2,2,2,2,6,7,3,1,2,2,2,1,2,3,2,2,7,5,1,3,1,1, ,2, ,2,1,1,0,0,0,0,0,0,0,0,0,1,2,5,4,1, ,1,1,3,4,2,3,2, ,1,1,2,1,3,4,3,2,3,2,1,1,2,2, , , ,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,2,7,5,3, , , , ,1,3,98,2,3,1,2,.5388471973,2.5920270019,1.5084110532
2024023360,48,9,4,2,4,10,1,4,4,2,2,5,6,3,1,2,2,2,1,2,98,2,2,6,98,98,3,1,1, ,2, ,2,1,1,0,0,0,0,0,0,0,0,0,2,2,5,4,1, ,2,3,3,5,2,4,2, ,1,1,2,2,3,98,3,2,3,2,1,3,98,98, , , ,2,2,1,1,2,2,1,2,2,2,3,2,1,2,2,2,2,2,2,2,0,0,0,0,1,0,0,0,98,2,1,1,1,1,1,2,2,2,1,2,7,6,3, , , , ,98,98,98,98,98,1,98,1.3752007531,.8560739532,1.0462942713
2024023361,23,3,2,2,5,11,1,4,5,1,3,5,4,3,1,6,2, ,1,2, ,5,2,10,2,2,3,1,1, ,1, ,2,1,1,0,0,0,0,0,0,0,0,0,98,2,5,4,2, ,1,2,3,2,1,98,2, ,1,1,2,3,2,4,3,3,3,98,2, , ,1,2,2,2,2,2,1,1,2,2,1,2,2,2,3,3,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,1,2,4,1,2,7,7,3, , , , ,1,3,1,3,98,1,2,1.4909979247,1.1487596851,1.0839897987
2024023362,31,2,1,2,4,10,1,6,2,1,3,6,3,3,1,2,1, ,1, , ,2,2,1,3,2,1,1,2, ,2, ,2,2,0,1,1,1,0,1,0,0,0,0,1,2,3,7,98, ,5,5,5,5,4,1,1,2,1,2,2,3,3,4,3,3,3,98,1, ,1,1,1,1,2,1,2,1,2,2, , ,99,1,2,1,3,2,1,1,1,2,2,2,1,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,1,1,7,1,1,4,2,3, , , , ,1,3,98,98,1,98,98,1.6013543929,.5305291272,.7782559175
2024023363,44,7,3,2,5,11,2,2,1,2,1,6,3,3,1,2,1,6,1,2,1,2,1,2,98,1,1,1,2, ,2, ,1,3,0,0,0,1,0,0,0,0,0,0,1,2,98,7,4,3,5,4,4,3,3,3,2, ,1,2,2,3,3,5,1,2,2,99,1,1,2,2, , , ,2,2,1,1,2,98,3,1,2,2,3,4,1,1,1,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,4,1,2,1,2,1,4,1,1,5,6,3, , , , ,98,98,98,98,3,1,98,2.8656338158,2.8359944963,.9124050624
2024023364,15,3,2,2,5,11,1,3,1,2,1,5,4,3,1,7,2,2,1,2,2,2,2,1,1,2,1,1,2, ,2, ,98,4, , , , , , , , , , ,1,2,3,7,5, ,5,5,5,1,5,1,98, ,1,2,2,2,3,4,3,2,3,2,98, , ,2, , , ,2,2,2, , , , ,1,2,2,3,1,1,2,2,2,2,2,1,1,0,0,1,0,0,0,0,0,4,1,1,1,1,2,1,2,1,7,1,1,4,4,3, , , , ,98,98,98,3,1,2,98,1.4909979247,.7579646438,1.0136146465
2024023365,19,7,3,1,3,3,1,1,2,3,3,6,4,3,1,3,1, ,1, , ,1,1,9,10,2,2,2,1, ,2, ,2,2,0,1,0,0,0,0,0,0,0,0,2,1,4,7,5,5,4,2,4,4,4,4,2, ,1,1,2,1,3,7,2,2,1,2,2, , ,2, , , ,2,2,1,2,2, , ,1,2,2,3,1,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,4,1,1,3,1,2,2,1,1,2,7,5,3, , , , ,2,2,2,3,2,2,1,1.3469886181,.4901971339,1.1228241922
2024023366,29,8,4,2,3,9,2,4,1,2,1,1,8,3,1,1,2,2,1,2,1,2,2,3,5,2,2,2,2,2,1, ,2,2,0,1,1,1,0,1,0,0,0,0,1,2,4,6,3,1,3,4,5,2,4,3,2, ,1,1,1,2,3,4,2,1,3,2,2, , ,2, , , ,2,2,2, , , , ,1,2,2,3,2,2,1,2,2,1,2,1,1,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,1,2,6,1,1,6,6,2,2,2,1, ,1,3,1,3,98,1,98,.4378200604,1.0192540911,.8693832987
2024023367,34,5,3,2,5,11,1,4,1,2,1,5,5,3,1,3,2,8,1,2,1,2,2,3,1,1,2,1,1, ,2, ,1,1,1,0,0,0,0,0,0,0,0,0,1,2,4,6,4,1,4,4,4,2,3,3,2, ,1,1,2,3,3,7,3,2,2,2,2, , ,2, , , ,2,2,1,1,2,2,1,2,2,2,3,4,2,1,1,1,2,2,1,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,1,2,5,1,2,6,5,3, , , , ,3,3,98,98,1,1,98,1.1873034111,1.4997720138,.9147627119
2024023368,32,8,4,2,4,10,1,6,1,2,1,6,9,3,1,3,2,8,1, ,1,5,2,10,8,1,3,1,1, ,1, ,2,1,1,1,0,0,0,0,0,0,0,0,2,2,5,1,2,1,1,1,1,5,1,4,2, ,1,1,2,3,2,4,3,2,3,2,1,1,1,1,1,2,2,1,2,1,2,2, , ,2,1,2,3,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,2,7,6,3, , , , ,1,3,2,2,1,1,2,.3595505675,.5178845972,.6252720813
2024023369,27,8,4,2,6,12,1,2,4,4,3,1,2,3,1,8,2, ,2,2, ,3,2,5,1,3,2,1,2,2, ,2,2,4, , , , , , , , , , ,1,2,4,7,4, ,5,5,5,1,5,2,2, ,1,2,2,3,3,7,3,3,3,1,2, , ,2, , , ,2,2,1,1,2,2,2,1,1,2,3,7, , , , , , ,2,1,0,0,0,0,0,1,0,0, , ,1,1,1,1,5,2,2,7,1,1,7,5,3, , , , ,1,3,1,3,3,2,98,.4647305387,.3906657349,.9523018986
2024023370,24,4,2,2,5,11,2,7,1,2,1,2,7,3,1,3,2,1,1, ,3,1,1,8,9,3,3,3,1,2,1, ,2,2,1,0,0,0,0,0,0,0,0,0,1,2,5,4,2,1,1,1,2,4,3,4,2, ,1,1,1,2,2,7,2,2,3,2,1,3,1,1,1,2,2,2,2,1,2,2, , ,2,2,2,1,3,2,1,2,2,2,2,1,2,0,0,1,0,0,0,0,0,2,2,1,1,1,1,1,1,2,1,1,2,7,7,2,2,1,1, ,1,3,4,98,98,1,98,.4140913694,1.4125354681,.7096174113
2024023371,1,6,3,1,6,6,1,4,4,1,3,5,2,2,1,8,2, ,2,2, ,3,2,10,3,1,3,1,1, , ,2,2,1,1,0,0,0,0,0,0,0,0,0,1,2,5,2,2, ,1,1,1,5,1,4,2, ,1,1,2,2,2,4,3,2,2,2,1, ,1,2,2,2,2,2,2,1,2,2, , ,2,2,2,3,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,2,7,7,1, , , , ,1,3,98,98,98,1,98,.7410055688,.9905868319,.9941280921
2024023372,6,8,4,1,6,6,1,7,1,2,1,5,9,2,1,8,2,8,2, ,3,5,2,10,3,1,3,1,1, , ,1,2,1,1,0,0,0,0,0,0,0,0,0,2,2,5,1,1, ,1,1,1,5,1,4,2, ,1,1,2,2,3,6,3,3,3,2,1,3,2,1,2,2,2,1,2,1,2,2, , ,2,1,2,3,3,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,2,7,5,3, , , , ,1,3,4,2,98,1,98,.3656914127,1.5791877563,.8978445556
2024023373,43,6,3,2,4,10,1,4,4,2,2,5,6,3,1,2,2,2,1,2,1,2,2,6,4,1,3,1,1, ,2, ,2,1,1,0,0,0,0,0,0,0,0,0,1,2,5,6,4,3,3,1,3,5,3,3,2, ,1,1,2,1,2,6,3,2,2,2,1,3,2,2, , , ,1,2,1,2,2, , ,2,1,2,3,2,2,1,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,1,6,5,3, , , , ,1,3,4,4,1,1,2,.7285622892,1.485102666,.9616326281
2024023374,40,1,1,2,4,10,1,7,2,1,3,6,9,2,1,2,2, ,1, , ,4,2,6,7,2,2,1,1, ,1, ,2,1,1,1,1,0,1,1,1,0,0,0,1,2,3,7,4,98,2,3,3,2,5,3,1,98,1,1,2,3,2,4,3,2,3,2,1, ,1,1,2,1,2,1,2,1,1,2,2,1,2,2,2,3,4,2,1,1,1,2,2,1,1,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,7,1,2,4,3,3, , , , ,1,3,2,1,3,1,98,.3235458771,.3451728048,.6916086284
2024023375,3,8,4,2,2,8,2,7,1,2,1,1,6,3,1,3,2,3,1, ,2,6,2,1,1,1,99,2,1,1,2, ,1,2,1,0,0,0,0,0,0,0,0,0,1,1,4,1,7,7,4,3,3,2,5,2,2, ,1,1,2,3,3,4,2,2,3,98,1,3,1,1,1,2,2,2,2,1,1,98,98,1,1,1,1,98,1,2,1,1,2,2,2,2,1,0,1,0,0,0,0,0,0,2,98,1,1,1,1,1,2,2,4,1,2,7,5,3, , , , ,98,98,98,98,1,98,98,.6895638282,2.3761162637,.8859523681
2024023376,42,4,2,2,3,9,1,3,3,4,3,2,2,3,1,6,1, ,1,2, ,2,2,1,3,2,3,1,2,2,2, ,1,98,0,0,0,0,0,0,0,0,1,0,1,2,2,7,4, ,5,5,4,2,5,2,1,1,1,2,1,3,3,1,1,1,2,2,2, , ,2, , , ,2,2,2, , , , ,1,2,2,3,7, , , , , , ,2,1,1,0,0,0,0,0,0,0,3,1,1,4,2,5,1,2,1,7,1,1,3,1,3, , , , ,98,98,98,98,98,98,98,.4548229176,.2975837225,.8130083824
2024023377,18,6,3,2,3,9,1,6,4,2,2,3,6,3,1,3,2,1,1, ,1,5,2,5,5,1,3,2,1,1,1, ,2,1,1,0,0,0,0,0,0,0,0,0,1,2,5,5,98, ,3,2,3,5,3,4,2, ,1,1,2,2,1,5,3,3,3,2,1,1,1,2,1,2,2,2,2,1,2,2, , ,1,2,2,3,2,1,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,3,1,2,6,6,3, , , , ,1,3,98,98,2,1,98,.6110390245,.8048473524,.9234085165
2024023378,24,4,2,1,3,3,1,4,1,2,1,6,4,3,1,2,2,2,1,2,3,3,2,7,4,2,2,2,2, ,98, ,1,4, , , , , , , , , , ,2,2,2,7,4,4,4,5,4,5,4,1,2, ,1,1,1,3,3,5,1,2,2,2,1,1,2,98, , , ,2,2,2, , , , ,1,1,2,3,2,2,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0, , ,1,5,1,2,2,1,1,7,1,1,4,3,3, , , , ,1,2,4,2,3,1,98,.4461941298,1.7936348633,.9892525074
2024023379,19,7,3,1,1,1,2,2,2,1,3,6,2,3,1,7,1, ,1,2, ,2,1,10,10,98,3,2,2, ,2, ,2,4, , , , , , , , , , ,1,2,5,1,98, ,99,99,99,99,99,4,1,1,98,1, ,1,3,4,1,1,2,2,2, , ,2, , , ,2,2,2, , , , ,98,99,99,99,2,99,99,99,99,2,2,2,2,0,0,0,0,0,0,1,0, , ,1,1,1,1,1,2,2,1,99,99,1,99,99, , , , ,98,99,99,99,98,2,1,1.6289726344,.4874699643,1.0539790839
2024023380,24,4,2,2,2,8,1,6,1,2,1,6,6,3,1,2,2,2,1, ,1,6,2,3,7,1,3,3,1, ,2, ,2,1,1,0,0,0,0,0,0,0,0,0,1,98,4,7,3,3,5,3,5,3,5,98,2, ,1,1,2,2,3,6,3,2,3,2,1,3,2,2, , , ,2,2,2, , , , ,2,2,2,3,2,1,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,2,2,1,1,1,1,1,2,2,6,1,2,7,5,3, , , , ,1,3,98,2,1,1,2,.3799831213,1.5683225439,.8834805779
2024023381,11,5,3,2,4,10,1,7,1,2,1,2,8,3,1,2,2,2,1, ,1,3,2,5,8,2,2,1,2,2,1, ,2,2,1,1,0,0,0,0,0,0,0,0,1,2,4,6,3,2,4,3,4,3,4,3,2, ,1,1,2,3,2,6,3,2,3,2,1,1,1,1,1,2,2,2,2,1,1,2,98,1,1,2,2,3,2,2,1,1,2,2,2,2,1,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,7,1,2,6,5,3, , , , ,1,3,98,2,98,1,98,.9185873956,1.2598056359,.9302712884
2024023382,38,9,4,1,6,6,1,6,1,2,1,5,5,3,1,8,2,8,2, ,1,5,2,7,4,3,2,1,2, , ,1,2,2,1,0,0,0,0,0,0,0,0,0,1,2,1,3,4, ,3,3,2,3,3,3,2, ,1,1,2,3,1,6,3,3,2,2,1,3,2,2, , , ,2,2,1,1,2,2,1,1,2,2,1,3,1,2,2,1,2,2,1,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,3,1,2,7,5,98, , , , ,1,3,98,98,3,1,98,1.1730678831,.3361722482,.7465465968
2024023383,38,9,4,1,6,6,1,6,1,2,1,5,6,3,1,8,2,8,2, ,1,4,2,10,7,1,3,1,1, , ,1,2,1,1,0,0,0,0,0,0,0,0,0,1,2,5,2,3, ,1,1,1,4,2,4,98, ,1,1,2,3,2,5,3,3,2,98,1,3,1,1,2,2,2,1,2,1,2,2, , ,2,2,2,1,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,1,1,2,7,6,3, , , , ,1,3,2,2,1,1,2,1.1730678831,.3361722482,.7465465968
2024023384,38,9,4,1,5,5,2,5,1,2,1,1,4,2,1,6,2,4,1,2,1,4,2,5,7,3,2,1,1,2,1, ,2,3,0,1,1,1,0,0,1,0,0,0,1,2,2,7,4, ,4,5,4,1,4,2,1,1,1,1,2,3,3,5,3,3,2,98,2, , ,2, , , ,1,1,1,2,2, , ,1,1,2,3,2,2,1,1,2,2,2,2,1,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,1,1,7,1,2,5,3,2,1,2,2,2,1,3,2,4,2,1,2,1.4284295392,.4028856536,.7370684221
2024023385,34,5,3,2,2,8,1,7,1,2,1,2,6,3,1,2,2,8,1, ,1,3,2,5,4,1,3,1,1,1,1, ,1,1,1,0,0,0,0,0,0,0,0,0,1,1,5,5,3,1,3,3,4,4,3,3,2, ,1,1,2,3,3,4,2,1,1,2,1,3,98,2, , , ,2,2,2, , , , ,1,2,2,2,3,2,1,1,2,2,2,1,2,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,5,1,2,7,6,3, , , , ,98,1,98,98,98,1,98,.9150402303,1.2127293505,.904506194
2024023386,19,7,3,1,3,3,1,3,2,3,3,6,3,3,1,7,2, ,1,2, ,98,2,6,3,1,3,1,2, ,2, ,2,98,0,0,0,0,0,0,0,0,1,0,2,2,98,4,1, ,1,3,1,3,1,3,2, ,1,2,2,3,3,7,2,3,3,2,2, , ,2, , , ,2,2,1,2,2, , ,2,2,2,3,7, , , , , , ,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,4,2,2,5,2,3, , , , ,2,98,98,98,98,1,98,1.3469886181,.4901971339,1.1228241922
2024023387,7,1,1,1,5,5,2,4,3,1,3,5,1,2,1,6,2, ,1,2, ,2,2,6,5,3,2,3,2, ,2, ,1,2,0,0,1,0,0,0,0,0,0,0,2,2,2,4,1, ,2,5,5,2,3,1,2, ,1,2,1,1,2,5,2,3,3,2,2, , ,2, , , ,2,2,2, , , , ,2,1,2,3,1,1,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,4,1,1,3,1,3,3,1,1,4,1,2,6,5,3, , , , ,1,3,1,98,3,1,1,.3929130747,1.1695926649,.8710269222
2024023388,1,6,3,1,5,5,1,4,1,2,1,6,2,2,1,7,1,4,1,2,3,6,2,1,1,2,2,3,2, ,1, ,1,3,0,0,0,0,0,0,0,0,1,0,1,1,4,6,98, ,4,4,4,2,4,2,2, ,1,1,2,3,3,4,3,3,3,2,2, , ,2, , , ,2,2,1,2,2, , ,1,2,2,3,2,2,1,1,2,2,2,2,2,0,0,0,0,0,1,0,0, , ,1,1,1,1,1,2,2,2,1,2,4,5,98, , , , ,1,3,98,98,98,2,2,.7410055688,.9905868319,.9941280921
