NFCSID,STATEQ,CENSUSDIV,CENSUSREG,A3,A3Ar_w,A3B,A4A_new_w,A5_2012,A6,A7,A7A,A11,A8,AM21,AM22,X3,X4,AM8,A9,A10,A10A,A21,A22,A14,J1,J2,J3,J4,J5,J6,J8,J9,J10,J20,J11,J12,K_1,K_2,K_3,K_4,K_5,B20_1,B20_2,B20_3,B20_4,B11A,B21,B22_1,B22_2,B22_3,B22_4,B22_5,B22_6,B22_7,B22_8,B1,B2,B4,B23,B14,C1_2012,C2_2012,C3_2012,C4_2012,C5_2012,C10_2012,C11_2012,D20_1,D20_2,D20_3,D20_4,D20_5,D20_6,D20_7,EA_1,EA_2A,E4A,E5_2012,E7,E8,E20,E15,E16,F1,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F10,G1,G20,G21,G22,G4,G25_1,G25_2,G25_3,G25_4,G25_5,G23,H1,H3,M1_1,M1_2,M4,M20,M21_1,M21_2,M21_3,M21_4,M22,M6,M7,M8,M9,M10,wgt_n2,wgt_d2,wgt_s3
2012026400,30,1,1,1,4,4,1,3,1,2,1,1,5,3,3,1, , ,2,2,1,2, ,1,9,6,3,3,1,1,2, ,2,1,2,2,2,1,2,1,2,2,2,1,2, ,3,2,2,2,1,3,1,3,3,1,1,2, ,2,1,3,2,2, , , ,1,2,2,2,2,2,2,1,2,13,100,2,2, , ,2,1,1,2,2,2,2,2,1,1,1,2, ,2,1,1,1,1,1,1,1,2,7,7,6,3, , , , ,1,1,3,4,1,2,0.484086275813129,0.668682764936756,1.203675618551830
2012026401,30,1,1,1,1,1,1,4,2,3,3,6,1,3, ,1, , ,7, ,1,2, , ,1,2,3,1,2, ,2, ,1,4,2,2,2,2,2,2,2,2,2,2,2, , ,2,3,3,1,3,3,3,3,1,2,1, ,2,98, , ,98, , , ,98,98,98,98,98,98,98,2,2, , , , , , ,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,3,1,5,1,2,4,7,5,1, , , , ,1,1,3,4,98,98,0.599845156185760,0.807948481689832,2.326266299647940
2012026402,24,4,2,2,5,11,1,4,5,4,3,5,5,3, ,1, , ,8, ,2,2, , ,1,1,98,2,2, , ,99,2,4,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,2,2,3,3,3,3,1,1,99, ,2,2, , ,99, , , ,2,1,2,1,1,2,2,2,99, , , , , , ,99,2,2,1,2,2,2,2,2,2,2,2, ,2,1,1,1,2,1,6,99,1,7,6,5,3, , , , ,1,1,3,98,1,98,0.523424356256885,1.895963958411430,1.048918288389300
2012026403,18,6,3,1,4,4,1,4,2,1,3,6,1,3, ,1, , ,7, ,1,2, , ,3,1,1,2,2, ,2, ,2,4,2,2,2,2,2,1,2,2,2,1,2, ,3,2,2,3,1,3,2,3,3,1,2,2, ,2,2, , ,2, , , ,2,2,2,2,1,2,2,2,2, , , , , , ,2,7, , , , , , , ,2,2,2, ,2,1,1,1,1,1,4,1,2,5,5,4,3, , , , ,1,1,3,98,1,2,0.861631058226750,1.147350549746500,1.203772938929650
2012026404,29,8,4,2,1,7,1,2,4,1,3,1,1,3, ,1, , ,7, ,1,2, , ,2,4,1,2,2,2,1, ,2,3,1,1,2,2,2,2,2,1,2,2,2, ,1,1,3,3,1,3,2,3,3,1,1,1, ,2,2, , ,2, , , ,1,2,2,2,2,2,2,2,2, , , , , , ,2,7, , , , , , , ,2,1,2, ,2,1,1,1,3,1,2,1,2,5,6,5,3, , , , ,1,1,3,98,1,98,0.416588086521708,0.932110733070128,0.847468562467998
2012026405,8,5,3,2,5,11,1,2,1,2,1,5,5,3,2,1, ,2,7,2,1,2, ,1,4,6,3,2,1, ,2, ,2,1,2,2,2,2,2,2,2,2,2,1,2, ,3,2,2,1,2,3,2,3,3,1,1,2, ,2,1,2,98,1,2,2,1,1,2,1,2,2,2,2,1,2,2,40,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2, ,2,1,1,1,1,1,2,1,2,6,6,4,3, , , , ,1,1,3,2,1,98,1.173593189941430,0.142829354963573,1.234969748870310
2012026406,8,5,3,2,1,7,2,3,2,2,2,2,2,3, ,1, , ,5,7,1, ,1,2,1,4,2,2,2,1,2, ,1,4,1,2,1,1,1,1,2,1,1,1,1,1,2,1,3,3,1,1,3,2,3,1,1,1, ,2,2, , ,2, , , ,1,2,1,2,1,2,1,2,2, , , , , , ,2,1,2,2,2,2,2,2,1,2,1,1,98,2,1,2,1,2,1,5,1,2,4,4,4,3, , , , ,1,2,3,1,1,1,1.150157916806840,0.139858824389616,1.215002610123960
2012026407,9,5,3,2,3,9,1,6,1,2,1,6,6,3,3,1, , ,2,7,1, , ,2,3,3,2,2,2, ,1, ,2,2,2,2,2,2,2,2,2,2,2,1,2, ,3,1,2,1,1,3,1,3,3,1,2,2, ,2,1,3,1,1,1,2,2,1,2,2,2,2,2,1,1,2,11,20,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2, ,2,1,1,1,1,1,7,1,1,7,7,5,3, , , , ,1,1,3,98,1,2,0.727889344388003,0.086515521417121,0.663579398092131
2012026408,25,6,3,2,2,8,1,5,1,2,1,2,7,3,3,1, , ,2,2,1, , ,3,8,7,1,2,2,1,1, ,2,1,1,1,2,1,2,1,2,2,2,1,2, ,3,3,2,1,2,3,2,3,3,1,1,1, ,1,1,3,98,1,1,2,2,1,2,2,2,2,2,2,1,2,10,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2, ,2,1,1,1,1,1,3,1,1,7,7,6,2,2,1,1, ,1,1,3,98,1,2,0.513482560990286,0.423950682027646,0.520620429017670
2012026409,24,4,2,2,3,9,1,5,1,2,1,2,7,3,2,1, ,2,2,2,1, , ,1,4,2,2,2,2,2,1, ,2,1,2,2,2,2,1,1,2,2,2,1,2, ,3,1,2,1,1,3,1,3,3,1,1,2, ,2,1,3,98,1,1,2,2,1,2,2,2,2,2,2,1,1,12,5,1,2,1,1,2,3,2,1,1,2,2,2,1,1,2,2, ,2,1,1,1,1,1,7,1,1,7,7,5,3, , , , ,1,1,3,2,1,2,0.324639759993453,1.241487834726770,0.655538358161300
2012026410,12,9,4,1,3,3,1,2,2,1,3,6,2,3, ,1, , ,1, ,1,2, , ,3,7,3,2,2, ,2, ,1,3,2,1,2,2,2,2,2,1,1,2,2,2,2,1,3,2,1,3,3,1,3,2,2, ,1, ,2, , ,2, , , ,1,2,2,2,1,1,2,2,2, , , , , , ,2,7, , , , , , , ,2,2,2, ,2,1,1,1,1,1,7,1,2,6,5,5,3, , , , ,1,1,3,1,1,2,1.806835090863740,0.157181952683991,1.444653735233220
2012026411,29,8,4,2,6,12,2,4,4,1,3,5,2,3, ,1, , ,7, ,1,2, , ,1,10,1,3,2, ,2, ,2,2,1,1,1,2,2,2,2,2,2,1,2, ,3,1,1,3,1,1,1,2,3,1,1,2, ,2,2, , ,2, , , ,1,2,2,1,2,2,2,2,2, , , , , , ,2,7, , , , , , , ,2,2,2, ,2,1,5,1,1,1,4,2,2,7,7,5,3, , , , ,1,3,3,98,1,2,0.286435984520763,0.856114179061700,0.786334588804075
2012026412,35,4,2,1,4,4,1,2,1,2,1,6,2,3,3,1, , ,2,2,1,2, ,1,1,4,2,2,2, ,2, ,2,1,1,1,2,2,1,1,1,2,2,1,2, ,3,2,2,2,3,3,3,2,3,1,2,1, ,2,1,1,1,2,1,2,1,2,2,2,2,2,2,1,1,2,12,100,1,1,2,1,2,3,2,1,1,2,2,1,2,1,2,2, ,2,2,2,1,2,1,7,1,1,1,2,1,2,2, ,1, ,1,2,3,1,1,2,0.563029440078238,0.281365426423898,1.190457335753390
2012026413,24,4,2,2,4,10,1,4,1,2,1,6,1,3,2,1, ,2,7,7,1,2, ,2,98,98,1,1,2, ,2, ,2,4,1,2,2,2,2,2,2,2,2,2,2, , ,1,2,3,3,3,3,3,3,1,2,2, ,2,2, , ,2, , , ,2,2,2,2,2,2,2,1,2,1, ,1,2,2,1,2,7, , , , , , , ,2,2,2, ,2,1,1,1,1,1,4,1,1,7,7,6,2,2,1,2, ,1,1,1,98,1,98,0.467573511379771,1.867655670281970,1.088777405980180
2012026414,46,1,1,2,1,7,1,2,2,3,3,1,1,3, ,1, , ,2, ,1,2, , ,2,2,2,1,2,2,2, ,2,4,1,1,2,2,1,1,2,2,2,1,2, ,3,2,3,3,3,3,3,2,3,1,2,2, ,2,2, , ,2, , , ,2,2,2,2,2,1,2,2,2, , , , , , ,2,7, , , , , , , ,2,2,2, ,2,1,1,1,1,1,4,1,2,2,3,4,3, , , , ,1,1,98,2,98,98,0.415504101382371,0.308871407617917,1.007446120038530
2012026415,24,4,2,2,2,8,1,5,2,1,3,1,1,3, ,1, , ,3, ,1, , , ,1,2,2,1,2,2,2, ,2,4,98,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,3,2,1,3,1,1,1, ,2,98, , ,2, , , ,1,2,2,2,1,2,1,2,2, , , , , , ,2,1,2,1,1,1,2,2,2,2,2,1,1,2,1,1,1,1,1,6,1,2,2,5,5,3, , , , ,1,2,98,98,98,98,0.335533168220845,1.370585611486660,0.719755458490874
2012026416,24,4,2,2,3,9,1,4,2,4,3,3,3,3, ,1, , ,4, ,1,2, , ,3,7,3,2,2,2,2, ,2,4,2,2,2,2,2,2,2,2,2,1,1, ,4,2,3,3,3,2,3,2,3,2,2, ,2, ,2, , ,2, , , ,2,2,2,2,1,2,1,1,2,8,-98,2,2, , ,2,7, , , , , , , ,2,2,2, ,2,1,1,1,5,1,1,1,2,5,5,5,3, , , , ,1,1,3,98,1,98,0.467573511379771,1.867655670281970,1.088777405980180
2012026417,2,9,4,2,5,11,1,2,2,1,3,5,2,3, ,1, , ,8, ,2,2, , ,9,2,1,3,1, , ,2,2,1,1,1,2,1,2,2,2,2,2,1,2, ,3,2,1,2,1,3,1,3,3,1,1,2, ,2,1, ,2,1,2,2,2,2,2,2,1,1,2,2,1,2,1, ,2,2, , ,2,3,2,1,2,2,2,2,2,2,2,2, ,2,1,1,1,1,1,4,2,2,7,5,7,3, , , , ,1,2,3,98,98,2,1.679737198407040,0.071111348920928,1.024974454928940
2012026418,18,6,3,2,4,10,1,4,2,4,3,6,1,3, ,1, , ,7, ,1,2, , ,1,1,3,1,2, ,2, ,1,4,2,2,1,1,2,1,2,2,2,1,1, ,3,1,3,3,2,2,3,3,3,1,2,2, ,2,1, ,2,2, , , ,2,2,2,2,1,2,1,2,2, , , , , , ,1,7, , , , , , , ,2,1,2, ,2,1,5,1,1,1,7,2,2,5,5,6,3, , , , ,1,1,3,98,1,2,0.715550254979501,0.906970131235860,0.879806884966091
2012026419,8,5,3,1,3,3,1,3,1,2,1,1,6,3,3,1, , ,2,2,1,2, ,3,2,3,3,2,2,2,1, ,2,3,1,2,2,2,1,2,2,2,2,1,2, ,3,3,3,1,1,3,1,3,3,1,1,2, ,2,1,3,1,2,1,2,2,1,2,2,2,2,2,2,2,2, , , , , , ,2,3,2,1,1,1,2,2,2,1,1,2, ,2,1,1,1,1,1,7,1,1,7,7,5,3, , , , ,1,1,1,4,1,2,1.262393522031800,0.154406293781105,1.315419240835080
2012026420,18,6,3,1,6,6,1,4,4,4,3,6,4,2, ,1, ,2,8, ,2,2, , ,5,4,3,3,2, , ,2,2,1,2,1,2,2,2,2,2,2,1,1,2,2,3,1,2,2,2,3,2,3,3,1,2,2, ,2,2, , ,2, , , ,2,2,2,1,1,2,2,1,2,97, ,2,2, , ,2,3,2,1,1,2,2,1,2,2,2,2, ,2,1,1,1,1,1,7,1,1,7,4,6,2,1,1,2,2,1,1,3,2,1,2,0.779009431960573,1.009706237436290,1.123477155957630
2012026421,8,5,3,2,5,11,2,4,4,1,3,5,6,3, ,1, , ,8, ,2,2, , ,8,4,1,3,1, , ,99,2,2,2,2,2,2,2,2,2,2,2,1,2, ,3,3,1,3,3,3,3,3,3,1,1,99, ,1,1, ,1,2,99,2,2,1,1,2,1,2,2,2,2,2, , , , , , ,2,1,2,1,1,2,2,2,2,2,2,2, ,2,1,1,1,1,1,1,1,1,7,7,6,2,1,1,2, ,1,1,3,99,1,2,1.245740981632790,0.137465378325416,1.749715216644500
2012026422,35,4,2,2,4,10,1,5,4,1,3,1,3,3, ,1, , ,2, ,1, , , ,1,1,2,1,2,2,2, ,1,4,1,1,1,2,2,2,2,2,2,1,2, ,3,2,2,3,1,3,2,2,3,1,2,1, ,2,1, ,1,2,1,2,1,1,2,1,2,2,2,2,2,2, , , , , , ,2,7, , , , , , , ,1,1,1,1,2,1,5,1,2,3,7,1,1,3,1,3,3, , , , ,1,1,2,98,98,98,0.324639759993453,0.162566207780577,0.486235714422131
2012026423,24,4,2,2,2,8,1,5,2,2,2,2,5,3, ,1, , ,2,2,1, , ,3,10,6,1,1,2,2,2, ,2,4,2,2,2,1,2,2,2,2,2,1,2, ,3,2,2,2,1,3,2,3,3,1,98,2, ,2,1,3,1,98,1,2,2,98,98,2,2,2,2,1,1,2,98, ,99,98, , ,2,1,2,1,1,2,2,2,2,1,2,1,1,2,1,1,1,1,1,7,1,1,5,2,3,98, , , , ,1,98,99,2,1,2,0.335533168220845,1.370585611486660,0.719755458490874
2012026424,18,6,3,1,6,6,1,4,4,4,3,5,3,2, ,1, ,2,7, ,1,2, , ,5,4,1,3,1, ,1, ,2,1,1,1,2,1,2,1,1,2,1,1,2,2,3,2,1,1,2,2,1,2,2,1,1,2, ,1,1, ,1,1,1,2,2,1,1,2,1,1,1,2,1,1,1, ,2,2, , ,2,3,1,2,2,2,2,2,1,2,2,2, ,2,1,1,1,1,1,1,1,1,7,6,6,2,1,1,1,1,1,1,3,2,1,2,0.779009431960573,1.009706237436290,1.123477155957630
2012026425,30,1,1,1,6,6,1,5,1,2,1,5,6,2,3,1, ,1,8,2,2, , ,1,4,9,1,2,1, , ,1,2,1,1,1,2,1,1,1,1,2,1,2,2,2,2,1,1,2,3,3,2,2,3,1,1,2, ,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,2,1, ,2,2, , ,2,3,1,2,2,1,2,2,2,1,2,2, ,2,1,1,1,1,1,3,1,1,7,6,6,2,2,2,1,1,1,1,3,2,1,2,0.303875684344105,0.400495555723212,0.681361084127864
2012026426,18,6,3,2,6,12,1,2,5,1,3,5,2,3, ,1, , ,8, ,2,2, , ,2,1,2,2,2, , ,2,1,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,2,1,3,1,3,3,1,1,2, ,2,2, , ,2, , , ,2,1,2,1,2,2,2,1,2,9,50,1,98,2,1,2,2,1,2,2,2,2,2,2,1,2,2, ,2,1,1,1,1,1,2,1,2,7,6,7,3, , , , ,1,1,3,4,1,2,0.801021491736923,0.997772511344691,0.976825692807309
2012026427,51,8,4,2,5,11,1,2,1,2,1,5,3,3,2,1, ,1,8,8,2,2, ,1,1,1,2,2,2, , ,1,2,2,1,1,2,2,2,2,2,2,2,1,2, ,3,2,2,1,3,3,1,3,3,1,1,2, ,2,1,2,2,2, , , ,2,1,2,1,98,2,2,2,2, , , , , , ,2,3,2,1,1,2,2,2,98,1,2,2, ,2,1,1,1,1,1,1,1,1,6,7,5,98, , , , ,1,1,1,3,1,98,0.451208346485899,0.242273707788876,1.265876697873840
2012026428,18,6,3,2,5,11,1,4,1,2,1,1,4,3,2,1, ,2,4,8,3,2, ,1,5,8,3,2,1,2, ,2,2,1,2,2,2,2,2,2,2,2,2,1,2, ,3,2,2,2,1,3,1,3,3,1,1,2, ,1,2, , ,2, , , ,2,2,2,1,2,2,2,2,2, , , , , , ,2,2,1,2,2,2,2,2,2,2,1,2, ,2,1,1,1,1,1,1,1,1,7,7,7,2,1,1,1, ,1,1,3,2,1,99,0.801021491736923,0.997772511344691,0.976825692807309
2012026429,19,7,3,2,4,10,1,4,1,2,1,5,3,2,2,1, ,1,4,8,3,2, ,1,1,1,1,3,1, , ,2,1,1,2,2,2,2,2,2,2,2,2,1,2, ,3,2,2,3,1,3,1,3,3,1,1,2, ,2,1,98,2,2, , , ,2,1,2,1,2,2,2,1,1,1, ,1,98,2,1,2,1,2,1,2,2,2,2,2,2,2,2, ,2,1,1,1,1,1,6,1,2,7,4,6,3, , , , ,1,1,3,4,1,98,1.309747981729890,0.506903117676580,0.932279070788700
2012026430,29,8,4,2,1,7,2,2,1,2,1,1,3,3,3,1, , ,2,7,1,2, ,1,9,10,1,2,2,2,98, ,1,3,2,2,2,2,2,98,98,2,2,2,2, , ,1,2,1,1,3,1,2,3,1,1,2, ,2,2, , ,2, , , ,2,2,2,2,2,2,2,2,2, , , , , , ,2,1,1,2,2,2,2,2,2,1,2,2, ,2,2,2,3,3,3,6,1,2,7,6,6,3, , , , ,2,1,3,2,1,2,0.523372106240550,1.132719662799190,0.982620785664426
2012026431,29,8,4,1,5,5,1,6,4,1,3,2,6,2, ,1, ,1,2, ,1, , , ,5,5,3,3,98,1,2, ,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,3,1,3,3,1,1,2, ,2,2, , ,2, , , ,1,1,2,2,2,2,2,2,2, , , , , , ,2,1,1,2,2,2,2,2,1,2,2,2, ,2,1,1,1,1,1,4,1,1,7,5,4,3, , , , ,1,1,3,4,1,2,0.304668448422580,0.742774698581534,0.832660962053375
2012026432,19,7,3,2,3,9,2,2,4,1,3,6,2,3, ,1, , ,2, ,1,2, , ,2,98,98,2,2, ,2, ,1,4,1,1,2,2,2,2,2,2,2,1,2, ,3,3,3,2,2,1,2,3,3,1,2,1, ,2,2, , ,2, , , ,2,2,2,2,2,2,2,2,2, , , , , , ,2,1,2,1,1,1,1,2,2,1,2,1,2,2,1,1,1,1,1,6,2,2,7,5,4,3, , , , ,98,98,98,98,98,98,1.390266022703480,0.494189943641115,0.954443515504680
2012026433,27,8,4,2,4,10,1,1,4,4,3,1,1,3, ,1, , ,8, ,2, , , ,1,3,2,1,2,2, ,2,1,4,2,2,2,2,2,1,2,1,1,2,2,1,2,1,3,3,1,3,2,2,3,1,1,1, ,2,2, , ,2, , , ,2,2,2,1,1,2,1,2,2, , , , , , ,2,7, , , , , , , ,2,1,2, ,2,2,5,1,5,2,7,1,2,6,4,4,3, , , , ,1,3,98,98,98,98,0.403063152121892,0.359491409058416,0.941303509751991
2012026434,18,6,3,1,3,3,1,4,1,2,1,3,3,2,3,1, ,2,1,1,1,1,3,2,3,5,3,2,2,2,2, ,1,3,2,2,2,2,2,2,2,1,2,1,2, ,3,3,1,3,1,3,2,3,3,1,1,2, ,2,2, , ,2, , , ,2,2,2,2,2,2,2,2,2, , , , , , ,1,7, , , , , , , ,2,1,1,1,2,2,1,1,1,1,7,2,2,3,3,5,3, , , , ,1,2,98,1,1,98,0.861631058226750,1.147350549746500,1.203772938929650
2012026435,46,1,1,1,4,4,1,2,2,1,3,6,2,3, ,1, , ,3, ,1,2, , ,1,1,1,1,2, ,1, ,1,3,2,1,1,2,2,2,2,1,1,2,2,2,2,1,3,3,2,3,2,3,3,1,2,2, ,1,2, , ,2, , , ,1,2,1,2,2,2,1,1,2,5,10,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2, ,2,1,1,1,1,1,99,2,1,4,4,4,3, , , , ,1,98,3,4,1,98,0.484086275813129,0.327730074282211,1.296112533455230
2012026436,18,6,3,2,4,10,1,6,1,2,1,4,8,3,2,1, ,2,1,2,1, , ,1,8,8,2,3,1,1,1, ,2,1,2,2,2,1,2,1,2,1,2,1,2, ,3,2,2,2,1,3,2,3,3,1,1,2, ,1,1,3,2,1,1,2,2,1,2,2,2,2,1,2,1,1,1, ,2,2, , ,2,4,1,2,2,2,2,2,1,2,2,2, ,2,1,1,1,1,1,2,1,1,7,7,6,3, , , , ,1,1,98,98,1,98,0.496811853935679,0.605930603473797,0.581397313909589
2012026437,51,8,4,2,4,10,1,5,4,1,3,5,1,3, ,1, , ,6, ,1, , , ,1,4,2,1,2, ,1, ,1,4,2,2,1,1,2,1,1,2,2,1,2, ,3,2,2,3,2,3,1,2,3,1,1,1, ,2,2, , ,2, , , ,2,2,2,1,1,2,2,1,2,7,0,1,2,1,3,2,7, , , , , , , ,2,1,2, ,2,2,5,1,4,3,7,2,2,7,6,5,2,1,1,2, ,1,1,3,2,1,2,0.279849738666604,0.146863513320993,0.365077678830156
2012026438,18,6,3,2,2,8,1,4,1,2,1,3,1,3,3,1, , ,7,3,1,2, ,3,2,2,1,1,2,2,2, ,2,3,2,2,2,2,2,2,2,2,1,1,2,1,3,1,3,3,2,3,2,2,3,1,2,1, ,2,2, , ,2, , , ,1,2,2,2,1,2,2,2,2, , , , , , ,98,7, , , , , , , ,2,1,1,1,2,3,5,1,5,2,7,1,2,4,4,4,1, , , , ,1,1,98,98,1,98,0.739560810663943,0.951103410998514,1.031586910734590
2012026439,27,8,4,2,5,11,1,3,1,2,1,6,5,3,3,1, , ,2,3,1,2, ,1,6,8,1,3,1, ,1, ,2,1,2,2,2,1,2,1,2,2,2,1,2, ,3,2,1,2,3,3,2,3,3,1,1,2, ,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,2,11,100,2,1,2, ,2,2,1,1,2,2,2,2,2,2,2,2, ,2,1,1,1,1,1,3,1,1,7,7,7,3, , , , ,1,1,2,2,1,98,0.451208346485899,0.423679994866436,1.091977953501820
2012026440,9,5,3,2,3,9,2,4,2,1,3,1,3,3, ,1, , ,2, ,1,2, , ,7,4,3,3,1,2,2, ,2,1,2,2,2,2,2,2,2,2,2,1,2, ,3,2,3,3,3,1,1,1,3,1,2,2, ,2,2, , ,2, , , ,2,2,2,2,1,2,2,2,2, , , , , , ,2,7, , , , , , , ,2,2,1,1,2,1,1,1,1,1,6,1,2,6,6,6,1, , , , ,1,1,3,1,1,98,1.112816929684220,0.105892070709921,1.066304485779750
2012026441,24,4,2,2,5,11,1,2,2,3,3,5,2,3, ,1, , ,2, ,1,2, , ,1,1,1,3,2, ,2, ,2,4,2,2,1,2,2,2,2,2,2,1,2, ,3,2,1,3,1,3,1,3,3,1,2,1, ,2,2, , ,2, , , ,2,2,2,2,2,2,2,1,2,1, ,2,2, , ,2,7, , , , , , , ,2,1,2, ,2,1,1,1,1,1,2,1,1,7,1,2,2,1, ,2, ,1,1,1,4,98,98,0.523424356256885,1.895963958411430,1.048918288389300
2012026442,24,4,2,2,5,11,1,4,2,1,3,1,1,3, ,1, , ,8, ,2,2, , ,9,8,2,3,2,2, ,2,1,2,1,1,1,1,2,2,2,2,2,1,1, ,3,2,1,3,1,1,2,3,3,1,1,2, ,2,1, ,2,2, , , ,2,1,2,1,2,2,2,2,2, , , , , , ,2,7, , , , , , , ,2,2,2, ,2,1,1,1,1,1,7,1,2,7,4,7,3, , , , ,1,2,3,1,1,98,0.523424356256885,1.895963958411430,1.048918288389300
2012026443,18,6,3,1,5,5,1,4,1,2,1,5,2,2,3,1, ,2,6,2,1,2, ,1,1,1,2,1,2, ,2, ,2,98,1,1,2,2,2,1,2,2,1,1,2,1,3,2,2,3,1,3,2,2,3,1,2,1, ,2,2, , ,2, , , ,1,2,2,1,2,2,2,2,2, , , , , , ,2,7, , , , , , , ,1,1,2, ,2,1,5,1,3,5,7,1,2,6,1,5,3, , , , ,1,98,1,4,1,98,0.779009431960573,1.009706237436290,1.123477155957630
2012026444,18,6,3,2,2,8,1,3,1,2,1,3,3,3,3,1, , ,4,2,1,2, ,1,2,1,3,1,2,2,2, ,1,4,2,2,2,2,1,1,2,2,1,1,2,2,3,1,1,1,1,3,1,2,3,1,1,1, ,2,1,2,2,2, , , ,1,2,2,2,1,2,2,1,2,1, ,1,2,2,1,2,7, , , , , , , ,2,1,2, ,2,1,1,1,1,1,7,2,2,5,7,5,3, , , , ,1,1,3,1,1,2,0.739560810663943,0.951103410998514,1.031586910734590
2012026445,42,4,2,1,6,6,1,4,1,2,1,5,4,2,3,1, ,1,8,8,2,2, ,2,6,1,3,3,98, , ,2,2,1,1,2,2,2,2,2,2,2,2,1,2, ,3,2,1,2,3,3,3,3,3,1,2,2, ,2,2, , ,2, , , ,2,1,2,1,2,2,2,1,2,3,-98,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2, ,2,1,1,1,1,1,4,1,1,7,7,7,3, , , , ,1,1,3,1,2,1,0.509040662014997,0.321885874332646,1.156282976326810
2012026446,18,6,3,2,6,12,1,4,2,1,3,6,1,3, ,1, , ,8, ,2,2, , ,1,1,3,2,2, , ,1,2,4,2,2,2,2,2,2,2,2,2,1,2, ,3,2,2,3,1,3,2,3,3,1,1,2, ,2,2, , ,2, , , ,2,2,2,1,2,2,2,2,2, , , , , , ,1,7, , , , , , , ,2,1,2, ,1,1,1,1,1,2,6,1,2,7,7,4,2,2,2,1, ,1,1,3,98,1,98,0.801021491736923,0.997772511344691,0.976825692807309
2012026447,9,5,3,2,1,7,2,4,2,3,3,1,1,3, ,1, , ,7, ,1,2, , ,6,3,3,2,2,1,2, ,2,4,1,1,2,2,2,2,2,1,2,2,1, ,4,1,3,3,3,2,3,3,3,2,2, ,2, ,98, , ,2, , , ,1,2,2,2,1,2,1,2,2, , , , , , ,2,7, , , , , , , ,2,1,1,1,2,1,1,2,1,1,1,1,2,4,6,6,3, , , , ,98,2,1,1,98,98,1.150157916806840,0.109999406028236,1.158408871437120
2012026448,18,6,3,2,4,10,1,2,4,1,3,1,2,3, ,1, , ,2, ,1,2, , ,4,3,3,2,2,2,2, ,2,3,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,3,3,3,3,1,1,2, ,2,1, ,2,2, , , ,1,2,2,2,2,2,2,2,2, , , , , , ,2,2,1,1,2,2,2,2,1,2,2,2, ,2,1,1,1,1,1,5,1,1,7,7,6,3, , , , ,1,98,98,98,1,98,0.715550254979501,0.906970131235860,0.879806884966091
2012026449,18,6,3,2,1,7,1,1,1,2,1,2,1,3,3,1, , ,7,7,1, , ,3,5,2,1,2,2,2,2, ,2,4,2,2,2,2,2,2,2,2,1,1,1,2,3,3,2,2,2,1,2,3,3,1,2,2, ,2,2, , ,2, , , ,2,2,2,2,2,2,1,2,2, , , , , , ,2,2,99,2,2,2,2,2,2,2,2,2, ,2,1,1,1,1,1,1,1,2,7,1,3,3, , , , ,2,98,99,98,98,98,0.739560810663943,0.951103410998514,1.031586910734590
2012026450,49,5,3,2,4,10,1,4,1,2,1,5,7,3,3,1, , ,2,2,1,2, ,2,7,6,3,2,1, ,2, ,2,2,2,2,2,2,2,2,2,2,2,1,2, ,3,2,2,2,2,3,3,3,3,1,1,98, ,98,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,1, ,2,2, , ,2,3,2,1,2,2,2,2,98,2,2,2, ,2,1,1,1,1,1,4,1,1,5,4,5,1, , , , ,1,1,3,4,1,98,1.048367509445800,0.278644502410372,0.982520259777497
2012026451,42,4,2,2,4,10,1,3,4,1,3,5,4,3, ,1, , ,2, ,1,2, , ,7,8,3,3,2, ,1, ,2,2,1,1,2,2,1,2,2,2,2,1,2, ,3,2,2,3,1,3,2,3,3,1,1,2, ,1,1, ,1,2,1,2,2,1,2,2,2,2,2,2,1,2,1, ,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2, ,2,1,1,1,1,1,6,1,1,7,7,6,3, , , , ,1,1,3,98,1,2,0.467573511379771,0.291141475038145,1.067290676832140
2012026452,19,7,3,1,5,5,1,2,3,2,2,1,3,2, ,1, ,2,1,4,1,2, ,1,5,1,1,2,2,2,2, ,1,4,1,1,1,2,2,2,2,2,2,2,1, ,4,1,3,2,1,1,2,2,3,2,2, ,1, ,2, , ,2, , , ,2,2,2,2,2,2,2,2,2, , , , , , ,2,1,2,2,1,1,1,1,2,2,1,1,1,2,2,2,2,1,5,7,2,2,6,7,6,2,1, ,2,2,1,1,1,1,1,1,1.425904084526020,0.518821902885793,1.067312881845200
