NFCSID,STATEQ,CENSUSDIV,CENSUSREG,A3,A3Ar_w,A3B,A4A_new_w,A5_2012,A6,A7,A7A,A11,A8,AM21,AM22,X3,X4,AM8,A9,A10,A10A,A21,A22,A14,J1,J2,J3,J4,J5,J6,J8,J9,J10,J20,J11,J12,K_1,K_2,K_3,K_4,K_5,B20_1,B20_2,B20_3,B20_4,B11A,B21,B22_1,B22_2,B22_3,B22_4,B22_5,B22_6,B22_7,B22_8,B1,B2,B4,B23,B14,C1_2012,C2_2012,C3_2012,C4_2012,C5_2012,C10_2012,C11_2012,D20_1,D20_2,D20_3,D20_4,D20_5,D20_6,D20_7,EA_1,EA_2A,E4A,E5_2012,E7,E8,E20,E15,E16,F1,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F10,G1,G20,G21,G22,G4,G25_1,G25_2,G25_3,G25_4,G25_5,G23,H1,H3,M1_1,M1_2,M4,M20,M21_1,M21_2,M21_3,M21_4,M22,M6,M7,M8,M9,M10,wgt_n2,wgt_d2,wgt_s3
2012026347,2,9,4,1,5,5,1,4,5,2,2,6,2,2, ,1, ,2,8,8,2,2, ,1,7,3,1,3,1, , ,2,2,1,2,2,2,2,2,2,2,2,2,1,1, ,3,3,3,3,1,1,3,3,3,2,2, ,2, ,2, , ,2, , , ,2,1,2,2,1,2,2,2,2, , , , , , ,2,7, , , , , , , ,2,2,2, ,2,1,2,1,1,2,5,1,2,7,6,6,3, , , , ,1,1,2,98,1,2,1.633578042877120,0.077536894482941,1.007719106500900
2012026348,30,1,1,2,3,9,1,5,1,2,1,2,4,3,3,1, , ,2,2,1, , ,1,1,3,3,2,2,2,2, ,1,3,2,1,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,3,1,2,99, ,2,1,1,2,2, , , ,1,2,2,2,1,2,2,1,2,1, ,1,2,1,2,2,1,2,1,1,1,1,2,1,2,1,2, ,2,1,4,1,2,1,7,2,1,3,5,3,3, , , , ,1,1,3,2,2,1,0.279121554237484,0.414896172525512,0.632609708966539
2012026349,18,6,3,2,5,11,1,2,4,4,3,1,2,3, ,1, , ,4, ,1,2, , ,1,5,3,1,2,2,2, ,2,4,2,2,2,2,2,2,2,2,2,1,2, ,3,2,2,3,1,3,2,3,3,1,2,1, ,2,2, , ,2, , , ,2,2,2,2,1,2,2,2,2, , , , , , ,2,7, , , , , , , ,2,1,2, ,2,1,1,1,1,1,7,2,1,5,6,5,3, , , , ,1,1,98,4,1,98,0.801021491736923,0.997772511344691,0.976825692807309
2012026350,16,4,2,1,3,3,2,1,1,1,1,6,1,3,3,1, , ,3,4,1, , ,3,1,1,3,2,2, ,2, ,1,4,2,2,2,2,1,2,2,2,2,1,2, ,3,2,3,1,3,3,1,3,3,1,2,2, ,2,2, , ,2, , , ,2,1,2,2,1,2,2,2,2, , , , , , ,2,2,1,2,2,2,2,2,2,1,1,2, ,2,3,1,1,1,1,1,1,2,6,7,7,3, , , , ,1,1,3,98,1,98,0.901534965341931,1.351167346402180,1.335159878217540
2012026351,29,8,4,2,1,7,2,3,2,4,3,6,3,2, ,1, ,98,4, ,1,1,3, ,10,9,3,3,2, ,1, ,2,2,98,2,1,2,98,99,99,1,2,98,2, ,1,1,2,3,3,98,3,3,98,98,2, , ,2,2, , ,1,2,1,2,1,2,98,2,2,98,99,2,98, , , , , , ,2,4,1,2,2,98,98,98,2,1,2,2, ,1,2,3,4,4,5,5,1,1,5,1,6,3, , , , ,2,2,3,4,98,1,0.667049890130115,0.900801948824227,0.803706749175777
2012026352,18,6,3,2,1,7,1,4,1,2,1,6,2,3,3,1, , ,5,2,1, ,2,2,8,4,1,3,1, ,2, ,2,2,1,1,2,2,2,2,2,1,1,1,2,2,3,2,1,1,1,3,3,3,3,1,1,2, ,2,1,2,1,2,1,2,2,1,2,2,2,1,1,1,2,1, , , , , , ,2,2,2,1,1,2,2,2,1,2,2,1,2,2,1,1,1,1,1,3,1,1,6,7,6,2,1,1,2, ,1,1,3,98,1,2,0.739560810663943,0.951103410998514,1.031586910734590
2012026353,24,4,2,1,2,2,1,6,1,2,1,1,8,3,3,1, , ,2,2,1, , ,1,5,7,3,2,2,2,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,1,1,1,1,1,1,2, ,2,2, , ,2, , , ,2,2,2,2,1,1,1,2,2, , , , , , ,2,4,1,2,2,1,1,1,2,1,1,2, ,2,1,2,2,1,1,4,1,2,1,2,5,2,2,1,1, ,1,98,3,2,1,2,0.484394606520905,1.900550435826710,1.027055308854240
2012026354,18,6,3,2,6,12,1,2,5,4,3,5,2,3, ,1, , ,8, ,2,2, , ,6,1,3,2,2, , ,1,2,4,1,1,2,2,2,2,2,2,2,1,2, ,3,3,2,2,1,3,1,3,3,1,1,2, ,2,2, , ,2, , , ,2,2,2,1,2,2,2,2,2, , , , , , ,2,1,2,1,2,2,2,2,1,2,2,2, ,2,1,1,1,1,1,7,1,1,7,7,7,3, , , , ,1,1,3,3,1,2,0.801021491736923,0.997772511344691,0.976825692807309
2012026355,19,7,3,1,2,2,1,4,2,1,3,6,5,1, ,2,1,1,1, ,1,1,1, ,3,4,2,1,2, ,2, ,1,3,1,1,1,2,1,1,2,1,2,2,1, ,1,1,2,2,3,3,3,3,98,1,2,1, ,2,1, ,2,1,1,1,2,1,2,2,2,2,1,1,1,1,4,34,2,1,1, ,2,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,3,3, , , , ,2,98,98,98,1,1,1.954273433002770,0.661574608229741,1.842268408851380
2012026356,24,4,2,2,2,8,1,5,1,2,1,3,3,3,2,1, ,2,3,2,1, , ,3,4,5,2,2,2,2,1, ,1,3,1,1,2,1,1,1,1,1,1,1,1,2,3,2,2,2,1,3,1,3,3,1,1,1, ,98,1,2,98,98, , , ,2,2,2,2,1,2,1,2,2, , , , , , ,2,1,2,1,1,1,1,2,2,1,1,1,98,2,1,1,1,5,1,7,1,1,6,5,4,2,1,1,2, ,1,98,98,98,98,2,0.335533168220845,1.370585611486660,0.719755458490874
2012026357,24,4,2,2,5,11,1,5,2,1,3,6,2,3, ,1, , ,1, ,1, , , ,5,2,3,2,99, ,99, ,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,3,3,3,3,1,1,2, ,2,2, , ,1,1,2,2,1,2,2,1,2,2,2,1,2,1, ,2,1,2, ,2,2,2,1,1,2,2,2,2,2,2,2, ,2,1,1,1,1,1,5,2,1,5,6,5,3, , , , ,1,1,3,1,1,2,0.363417416201636,1.260305219480220,0.631539714949409
2012026358,4,7,3,2,5,11,1,4,4,4,3,2,4,3, ,1, , ,2, ,1,2, , ,1,2,3,2,2,2,2, ,2,2,1,1,1,2,2,1,1,1,1,1,2,2,3,2,2,1,1,2,1,2,3,1,2,2, ,2,1, ,1,2,1,2,2,1,2,2,2,2,2,2,2,2, , , , , , ,2,1,2,1,2,2,2,2,1,2,2,2, ,1,1,5,3,3,4,7,1,1,7,7,5,3, , , , ,1,2,3,98,1,98,1.466195106246950,0.329729826904624,0.946709971042369
2012026359,29,8,4,1,2,2,2,1,2,3,3,5,1,3, ,1, , ,7, ,1, , , ,1,8,98,1,2, ,2, ,1,4,2,1,2,2,2,2,2,1,2,2,2, ,1,2,3,3,3,3,3,3,3,2,2, ,2, ,2, , ,2, , , ,2,2,2,2,2,2,2,2,2, , , , , , ,2,7, , , , , , , ,2,2,2, ,2,1,1,1,3,2,4,2,2,4,7,4,98, , , , ,1,1,1,98,98,98,0.381787002575521,1.158556718702840,0.855297329823938
2012026360,25,6,3,1,4,4,1,2,1,2,1,1,2,3,3,1, , ,6,6,1,98, ,1,1,4,1,1,2,1,2, ,2,3,1,1,1,2,1,1,2,2,1,1,2,2,3,3,2,2,1,3,1,2,3,1,2,1, ,2,2, , ,2, , , ,2,2,2,1,2,2,2,1,2,1, ,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2, ,2,1,1,1,2,1,7,1,2,6,6,5,3, , , , ,1,1,3,3,2,98,0.861631058226750,0.765515210269381,1.466156724146370
2012026361,19,7,3,2,4,10,1,5,2,4,3,2,6,3, ,1, , ,1, ,1, , , ,6,5,3,2,2,2,2, ,1,4,1,1,2,2,2,1,2,1,1,2,2,2,1,3,2,2,1,3,2,3,3,1,2,2, ,2,2, , ,2, , , ,1,2,2,2,2,2,2,2,2, , , , , , ,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,3,4,2,1,6,6,5,3, , , , ,1,1,2,98,1,98,0.909367746658662,0.423867728398664,0.630455305291956
2012026362,9,5,3,2,2,8,2,2,2,1,3,3,3,3, ,1, , ,2, ,1,2, , ,1,10,3,1,2,2,2, ,2,4,1,1,2,2,2,1,2,2,1,2,2,1,2,1,3,3,1,3,1,1,3,1,2,2, ,2,2, , ,2, , , ,1,2,2,2,1,2,1,2,2, , , , , , ,2,7, , , , , , , ,2,2,1,1,2,1,1,1,3,1,7,1,1,2,6,4,98, , , , ,1,1,98,1,1,98,1.150157916806840,0.109999406028236,1.158408871437120
2012026363,24,4,2,2,3,9,1,4,2,1,3,1,5,3, ,1, , ,8, ,2,2, , ,7,6,1,3,1,1, ,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,3,1,1,2, ,1,1, ,1,2,1,2,2,1,1,2,1,1,2,2,1,1,6,25,2,2, , ,2,4,1,2,2,2,2,2,1,2,2,2, ,2,1,1,1,1,1,1,1,1,1,1,7,2,1,1,2, ,1,3,3,98,2,2,0.467573511379771,1.867655670281970,1.088777405980180
2012026364,25,6,3,2,3,9,1,5,4,1,3,3,2,3, ,1, , ,7, ,1, , , ,3,1,3,1,2,2,2, ,1,4,2,1,2,2,2,2,2,1,2,2,2, ,1,1,3,3,2,3,3,2,3,1,2,1, ,2,2, , ,2, , , ,2,2,2,2,2,2,1,2,2, , , , , , ,2,2,2,1,1,1,2,2,2,2,2,1,1,2,1,1,1,4,1,4,1,2,3,7,5,3, , , , ,1,1,1,2,1,98,0.496811853935679,0.404278442564378,0.462438049236989
2012026365,29,8,4,1,2,2,2,2,2,1,3,6,1,3, ,1, , ,3, ,1,2, , ,5,5,2,2,2, ,2, ,2,2,2,1,2,1,2,1,2,2,2,1,2, ,3,2,1,3,3,3,3,3,3,1,1,2, ,2,98, , ,2, , , ,2,2,2,98,98,98,98,2,2, , , , , , ,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,3,1,1,1,1,2,2,5,5,5,3, , , , ,1,1,2,1,1,2,0.962990844609194,1.397383756587050,1.139605865576620
2012026366,25,6,3,2,6,12,1,4,1,2,1,5,3,3,3,1, , ,4,1,1,2, ,2,1,6,3,1,2, ,1, ,1,3,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,3,3,1,2,1, ,2,2, , ,2, , , ,2,2,2,1,2,1,2,1,2,11,0,1,2,2,3,1,7, , , , , , , ,2,2,2, ,2,1,1,1,1,1,7,1,2,7,7,2,3, , , , ,1,1,3,2,1,98,0.801021491736923,0.665716361919031,1.255251047273980
2012026367,4,7,3,2,3,9,1,2,1,2,1,3,3,3,3,1, , ,2,7,1,2, ,1,3,2,1,2,1,2,2, ,1,1,2,2,2,2,2,1,1,1,2,2,1, ,4,1,3,99,1,99,1,99,99,2,2, ,2, ,2, , ,2, , , ,1,99,99,99,99,99,99,1,99,97, ,2,2, , ,2,7, , , , , , , ,2,1,2, ,2,1,1,5,5,1,1,2,2,7,7,5,3, , , , ,1,1,2,1,1,2,1.309747981729890,0.327490350159378,0.931664366957295
2012026368,30,1,1,1,4,4,1,2,2,3,3,5,1,99, ,1, , ,1, ,1,1,98, ,98,98,1,98,98, ,98, ,1,98,98,98,2,2,2,2,2,1,2,2,2, ,1,2,2,3,3,3,3,3,98,98,98, , ,2,98, , ,98, , , ,98,98,98,98,98,98,98,98,98, , , , , , ,98,98, , , , , , , ,98,98,98, ,98,98,98,98,98,98,98,98,98,98,98,98,98, , , , ,98,98,98,98,98,98,0.484086275813129,0.668682764936756,1.203675618551830
2012026369,12,9,4,2,3,9,1,2,1,2,1,4,4,3,3,1, , ,4,4,1,2, ,3,7,1,3,3,1,1,2, ,2,2,2,2,2,2,1,1,2,2,1,1,2,2,3,3,2,3,1,3,1,3,3,1,1,2, ,2,1,2,98,2, , , ,1,2,2,2,2,2,2,1,2,13,10,1,2,2,1,2,7, , , , , , , ,1,2,1,2,2,1,1,1,1,1,4,1,2,7,7,6,98, , , , ,1,1,98,1,1,98,1.500504534544320,0.143785605159076,1.020185956104510
2012026370,4,7,3,2,1,7,1,4,2,2,2,1,3,3, ,1, , ,2,2,1,2, ,3,10,6,2,2,2,2,2, ,2,3,1,1,2,2,2,2,2,1,1,1,2,2,3,3,2,3,1,3,1,3,98,1,98,2, ,2,1,2,98,98, , , ,1,2,2,2,2,2,1,1,2,98, ,2,1,2, ,2,7, , , , , , , ,2,2,2, ,2,1,1,1,2,1,1,2,2,5,7,4,98, , , , ,2,1,1,1,1,1,1.353697063753220,0.341830700086808,1.029886692098110
2012026371,30,1,1,1,2,2,1,5,2,2,2,6,5,2, ,1, ,99,2,2,1, , ,1,9,7,1,3,1, ,1, ,2,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,2,1,2,3,2,2,3,1,1,2, ,1,2, , ,1,2,2,2,1,2,2,2,2,1,1,1,2,7,100,2,1,2, ,2,2,2,1,1,2,2,2,1,1,2,2, ,2,4,1,1,1,1,5,1,2,7,7,6,3, , , , ,1,1,3,4,1,2,0.416476944903781,0.576002526882702,1.596511508591360
2012026372,25,6,3,2,3,9,1,5,1,2,1,6,4,3,3,1, , ,4,2,1, , ,3,5,8,2,3,2, ,2, ,2,3,1,2,2,2,1,2,2,2,2,1,2, ,3,2,2,2,1,3,2,3,3,1,1,1, ,2,1,3,1,1,1,2,2,1,2,1,2,2,2,1,1,2,9,20,1,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2, ,2,1,1,1,1,1,7,1,1,7,7,4,2,1,1,2, ,1,1,3,2,1,2,0.496811853935679,0.404278442564378,0.462438049236989
2012026373,19,7,3,2,5,11,1,2,2,4,3,6,1,3, ,1, , ,8, ,2,2, , ,4,5,3,2,2, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,1,3,1,3,3,3,3,1,1,2, ,2,2, , ,99, , , ,2,2,1,2,2,2,2,1,2,97, ,2,2, , ,2,7, , , , , , , ,2,2,2, ,2,1,1,1,1,2,4,2,2,6,4,5,1, , , , ,1,1,98,2,2,98,1.466195106246950,0.510369472467117,1.122302514902800
2012026374,35,4,2,2,6,12,1,2,1,2,1,5,2,3,3,1, , ,8,8,2,2, ,3,6,1,3,2,2, , ,2,2,3,2,2,2,2,2,1,2,2,1,1,2,2,3,2,1,3,1,3,3,3,3,1,2,2, ,2,2, , ,2, , , ,2,1,2,1,2,2,1,1,2,1, ,2,2, , ,2,7, , , , , , , ,2,1,2, ,2,1,1,1,1,1,7,1,2,6,5,6,3, , , , ,1,1,3,1,2,2,0.523424356256885,0.248266364104511,1.153750863968810
2012026375,29,8,4,2,6,12,1,4,4,4,3,6,5,3, ,1, , ,8, ,2,2, , ,1,2,3,2,2, , ,2,1,3,2,2,2,2,2,1,1,2,2,1,2, ,3,3,2,2,1,3,2,3,3,1,1,2, ,2,2, , ,2, , , ,2,2,2,1,2,2,2,2,2, , , , , , ,2,3,2,1,1,1,2,2,2,2,1,2, ,2,1,3,1,2,1,7,1,2,3,7,4,3, , , , ,1,1,3,1,1,2,0.451208346485899,1.068484612605570,1.104767578541390
2012026376,46,1,1,2,1,7,1,1,4,2,2,2,2,3, ,1, , ,4,2,1, , ,1,6,5,1,3,2,98,2, ,2,3,2,2,2,2,2,2,2,1,2,2,2, ,1,2,3,2,3,3,3,1,3,2,2, ,1, ,2, , ,2, , , ,1,2,2,2,2,98,1,2,2, , , , , , ,2,1,2,2,1,2,2,2,1,2,1,2, ,2,1,1,3,1,1,2,1,1,5,1,5,2,1, ,2, ,1,1,1,2,1,98,0.415504101382371,0.308871407617917,1.007446120038530
2012026377,4,7,3,2,3,9,1,1,2,2,2,1,3,3, ,1, , ,4,2,1, , ,3,5,4,3,2,2,2,2, ,1,3,2,2,2,2,2,2,2,2,1,2,2,2,2,1,3,3,3,1,3,2,3,2,2, ,2, ,1,2,2,2, , , ,1,2,2,2,2,2,2,1,2,10,-98,2,2, , ,2,7, , , , , , , ,2,1,2, ,2,1,1,1,1,1,2,2,2,7,1,4,3, , , , ,1,98,98,98,98,98,1.309747981729890,0.327490350159378,0.931664366957295
2012026378,19,7,3,2,1,7,1,5,2,2,2,6,2,3, ,1, , ,5,2,1, , ,3,5,5,3,2,2, ,2, ,1,3,1,1,2,2,2,2,2,2,1,1,2,1,3,2,3,3,1,3,2,3,3,1,1,1, ,2,2, , ,2, , , ,1,2,2,2,2,2,1,2,2, , , , , , ,2,1,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,2,6,1,2,5,3,4,2,2,1,2, ,1,98,98,98,1,2,0.939881920564460,0.442428310550851,0.614281662828695
2012026379,42,4,2,2,1,7,1,4,2,2,2,1,2,3, ,1, , ,3,2,1,2, ,3,4,2,3,99,99,1,2, ,2,4,1,2,2,2,2,2,2,1,1,1,2,2,2,1,1,3,2,3,2,3,3,1,2,1, ,2,2, , ,2, , , ,1,2,2,2,2,1,1,2,2, , , , , , ,2,7, , , , , , , ,1,1,1,1,2,1,1,1,4,1,7,2,2,4,6,1,3, , , , ,98,1,1,1,1,2,0.483263114944897,0.321416211607184,0.948925613536754
2012026380,8,5,3,2,5,11,2,2,2,4,3,6,3,3, ,1, , ,8, ,2,2, , ,5,5,3,1,2, , ,2,2,98,2,2,2,2,2,2,2,2,2,1,2, ,3,2,3,3,2,3,2,2,3,1,1,2, ,2,2, , ,2, , , ,2,2,2,2,1,2,2,2,2, , , , , , ,1,7, , , , , , , ,1,1,1,2,2,2,5,1,1,5,7,1,1,4,4,4,3, , , , ,1,1,2,98,1,98,1.245740981632790,0.137465378325416,1.749715216644500
2012026381,8,5,3,2,4,10,1,2,1,2,1,5,2,3,3,1, , ,7,3,1,2, ,1,3,2,2,1,2, ,2, ,1,4,2,2,2,2,2,2,2,2,2,1,2, ,3,2,1,2,1,3,3,3,3,1,2,2, ,2,2, , ,2, , , ,1,2,2,2,2,2,2,1,2,1, ,1,2,1,1,2,3,2,1,1,2,2,2,2,2,1,2, ,2,2,1,1,1,1,6,2,2,6,5,3,3, , , , ,1,1,98,3,1,98,1.048367509445800,0.139890144084759,0.925153361168645
2012026382,19,7,3,2,5,11,1,4,4,1,3,5,1,3, ,1, , ,6, ,1,2, , ,1,3,3,2,1, ,2, ,1,1,2,2,2,2,2,2,2,2,1,1,2,2,3,3,2,2,1,3,2,3,3,1,1,2, ,1,2, , ,1,2,2,2,2,1,2,2,1,2,1,1,2,1, ,2,2, , ,2,2,1,2,2,2,2,2,2,2,2,2, ,2,1,1,1,1,1,1,1,1,7,3,5,3, , , , ,1,1,98,98,1,98,1.466195106246950,0.510369472467117,1.122302514902800
2012026383,19,7,3,2,4,10,1,4,4,1,3,2,2,3, ,1, , ,3, ,1,2, , ,2,2,3,2,1,2,2, ,2,1,2,2,2,2,2,2,2,1,2,2,2, ,1,2,1,3,3,3,3,3,3,1,1,2, ,99,99, , ,99, , , ,1,99,99,99,99,99,99,1,99,1, ,2,2, , ,2,99, , , , , , , ,2,2,2, ,2,1,1,1,1,1,4,99,99,4,4,99,3, , , , ,1,99,1,98,1,98,1.309747981729890,0.506903117676580,0.932279070788700
2012026384,8,5,3,1,3,3,1,2,2,3,3,6,1,2, ,1, ,2,7, ,1,2, , ,2,1,3,2,2, ,2, ,2,4,2,2,2,2,2,2,2,1,2,2,2, ,1,1,3,3,3,2,3,2,3,2,2, ,1, ,2, , ,2, , , ,1,2,2,2,1,2,1,2,2, , , , , , ,2,7, , , , , , , ,2,1,2, ,2,1,1,1,3,5,6,2,2,5,7,5,3, , , , ,1,1,3,98,98,98,1.262393522031800,0.154406293781105,1.315419240835080
2012026385,24,4,2,2,5,11,1,2,4,1,3,5,1,3, ,1, , ,6, ,1,2, , ,1,1,3,1,2, ,2, ,2,1,2,2,2,2,2,1,2,2,2,1,2, ,3,3,2,2,2,3,2,3,3,1,1,2, ,2,2, , ,2, , , ,2,2,2,1,2,2,2,1,2,1, ,1,2,1,1,2,3,2,1,2,2,2,2,1,2,2,2, ,2,1,1,1,1,1,6,1,2,7,7,7,3, , , , ,1,3,3,2,1,2,0.523424356256885,1.895963958411430,1.048918288389300
2012026386,35,4,2,2,1,7,1,5,2,2,2,6,2,3, ,1, , ,7,2,1, , ,2,5,5,3,3,98, ,2, ,2,1,2,98,2,2,2,2,2,1,2,2,2, ,1,2,2,2,1,2,2,2,2,1,1,2, ,2,98, , ,2, , , ,1,2,2,2,2,2,2,1,2,97, ,2,98, , ,2,2,2,2,2,2,2,2,2,2,98,1,1,2,1,1,2,1,1,5,2,2,2,2,98,2,1,2,2, ,2,98,98,2,2,1,0.335533168220845,0.179470872823370,0.468762699552539
2012026387,51,8,4,2,5,11,1,6,1,2,1,6,5,3,2,1, ,2,2,8,1, , ,2,7,5,1,3,2, ,2, ,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,3,3,3,3,3,1,1,2, ,1,1,3,1,1,2,2,2,1,1,2,2,2,2,2,1,1,8,0,2,2, , ,2,3,1,2,2,2,2,2,2,2,2,2, ,2,1,1,1,1,1,1,1,2,5,5,3,3, , , , ,1,1,3,2,1,2,0.313277304520468,0.173086563411572,0.534941738159555
2012026388,29,8,4,2,4,10,1,4,3,1,3,2,6,3, ,1, , ,3, ,1,1,3, ,5,1,2,2,1,2,98, ,1,2,1,1,2,2,1,1,2,2,2,1,2, ,3,2,2,2,1,3,1,3,3,1,1,2, ,1,1, ,1,2,2,2,2,1,2,2,2,2,2,1,1,2,4,20,1,1,1,1,2,4,2,1,1,2,2,2,1,2,2,2, ,2,1,1,1,1,1,3,1,1,7,7,7,3, , , , ,1,1,1,98,1,2,0.403063152121892,0.906606503958025,0.964765375918263
2012026389,24,4,2,1,5,5,1,5,5,2,2,5,5,2, ,1, ,2,2,2,1, , ,3,6,6,3,2,2, ,2, ,2,2,2,2,2,2,2,2,2,1,1,1,2,2,3,2,1,2,1,3,2,2,3,1,1,2, ,2,1,2,98,2, , , ,1,1,2,2,2,2,2,2,1, , , , , , ,1,2,2,1,1,2,2,2,2,1,1,2, ,2,1,1,1,1,1,7,1,1,6,6,6,3, , , , ,1,1,3,1,1,98,0.353430710511816,1.372588351082620,0.726745566793849
2012026390,18,6,3,2,3,9,1,6,3,4,3,1,2,3, ,1, , ,1, ,1, , , ,1,4,1,2,2,2,2, ,1,2,2,2,2,2,2,2,2,1,1,1,99,2,2,1,1,1,1,1,2,3,3,1,2,2, ,1,98, , ,1,2,2,2,1,2,2,2,2,1,1,1,2,10,3,1,2,2,2,2,1,2,2,1,1,2,2,2,2,1,2, ,2,1,1,1,4,1,1,2,2,3,4,3,3, , , , ,1,1,3,1,1,2,0.496811853935679,0.605930603473797,0.581397313909589
2012026391,4,7,3,1,4,4,1,4,2,1,3,6,1,3, ,1, , ,6, ,1,2, , ,1,1,3,3,2, ,2, ,2,4,2,2,2,2,2,2,2,2,2,1,2, ,3,2,2,3,1,98,3,2,3,1,1,2, ,2,2, , ,2, , , ,2,2,2,2,1,2,2,2,2, , , , , , ,2,7, , , , , , , ,2,1,2, ,2,1,1,1,1,1,6,1,2,6,6,5,98, , , , ,1,1,3,98,1,98,1.577135262904210,0.367324561639340,1.429876746430290
2012026392,28,4,2,1,6,6,1,4,1,2,1,6,4,2,3,1, ,2,8,1,2,2, ,2,9,3,2,3,1, , ,98,2,1,1,1,2,98,1,1,2,2,1,1,2,2,3,2,2,1,2,2,1,3,3,1,1,2, ,1,2, , ,1,2,2,2,1,1,2,1,2,1,2,1,98,11,20,1,2,2,1,2,3,1,2,2,2,2,2,2,2,2,2, ,2,1,1,1,1,1,4,1,1,6,7,6,98, , , , ,1,1,3,98,1,2,0.509040662014997,0.682774782954318,1.005434718395380
2012026393,24,4,2,1,5,5,1,2,1,2,1,1,5,2,3,1, ,2,8,2,2,2, ,1,6,5,1,2,1,1, ,1,2,2,2,1,2,1,2,1,2,2,2,1,2, ,3,2,1,1,2,3,1,3,3,1,1,2, ,1,1,3,2,1,2,2,2,1,1,2,2,1,2,2,1,2,1, ,2,2, , ,2,2,1,2,2,2,2,2,1,2,2,2, ,2,1,1,1,1,1,1,1,1,6,6,5,3, , , , ,1,1,3,1,1,2,0.509040662014997,2.064879207959880,1.207044779562250
2012026394,8,5,3,2,5,11,1,2,1,2,1,5,6,3,3,1, , ,8,8,2,2, ,1,5,5,1,2,1, , ,2,1,1,1,1,2,1,2,2,2,2,2,1,2, ,3,3,3,1,2,3,1,3,3,1,1,2, ,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,1,2,7,100,2,2, , ,2,3,1,1,2,2,2,1,2,1,2,2, ,2,1,1,1,1,1,5,1,2,7,4,5,3, , , , ,1,1,3,2,1,2,1.173593189941430,0.142829354963573,1.234969748870310
2012026395,19,7,3,2,3,9,2,4,2,4,3,3,1,3, ,1, , ,2, ,1,2, , ,1,1,2,1,2,2,2, ,1,3,1,1,2,2,2,2,1,2,1,1,1,2,2,1,3,3,2,1,3,3,3,2,1, , ,2,2, , ,2, , , ,1,2,2,2,2,2,2,2,2, , , , , , ,2,7, , , , , , , ,2,1,1,1,2,1,2,1,1,2,7,2,2,1,1,3,3, , , , ,1,2,2,98,2,98,1.390266022703480,0.494189943641115,0.954443515504680
2012026396,18,6,3,2,1,7,1,4,3,2,2,3,2,3, ,1, , ,4,3,1,2, ,2,4,3,3,2,2,2,2, ,2,3,2,2,2,2,2,2,1,2,1,2,1,2,2,1,2,3,2,2,3,3,3,1,2,2, ,2,2, , ,2, , , ,1,2,2,2,1,2,2,2,2, , , , , , ,2,7, , , , , , , ,2,1,1,1,2,1,1,2,2,2,4,1,2,5,5,5,3, , , , ,1,1,1,98,1,98,0.739560810663943,0.951103410998514,1.031586910734590
2012026397,18,6,3,2,3,9,1,4,4,2,2,6,2,3, ,1, , ,6,6,1,2, ,1,1,1,1,2,2, ,2, ,2,4,1,2,2,2,2,2,2,2,2,1,2, ,3,1,1,1,1,2,1,1,3,1,2,2, ,2,2, , ,2, , , ,2,2,2,1,1,2,2,2,2, , , , , , ,2,1,2,2,1,1,2,2,2,2,1,1,2,2,1,5,1,1,1,7,1,2,7,5,5,1, , , , ,1,3,3,2,2,98,0.715550254979501,0.906970131235860,0.879806884966091
2012026398,27,8,4,1,4,4,1,4,4,1,3,5,4,3, ,1, , ,1, ,1,2, , ,6,6,2,2,1, ,1, ,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,3,2,2,3,1,1,2, ,2,2, , ,1,1,2,2,1,2,2,2,2,1,2,1,1,1, ,1,1,2,2,2,2,2,1,1,2,1,2,1,2,2,2, ,2,1,1,1,1,1,3,2,1,7,7,7,3, , , , ,1,1,3,2,1,2,0.485349181106705,0.458505093951033,1.277147637193910
2012026399,40,1,1,1,3,3,1,5,1,2,1,3,4,3,3,1, , ,2,2,1, , ,1,6,6,2,3,98,98,98, ,98,3,98,98,99,99,99,99,99,99,99,99,99, , ,99,99,99,99,99,99,99,99,98,98, , ,98,98, , ,98, , , ,99,99,99,99,99,99,99,99,99, , , , , , ,98,98, , , , , , , ,98,98,98, ,98,99,99,99,99,99,99,98,98,99,99,99,98, , , , ,98,98,98,98,98,98,0.336104694922411,0.379686123768103,0.722851851069202
