NFCSID,STATEQ,CENSUSDIV,CENSUSREG,A3,A3Ar_w,A3B,A4A_new_w,A5_2015,A6,A7,A7A,A11,A8,AM21,AM30,AM31,AM22,X3,X4,A9,A40,A10,A10A,A21_2015,A22_2015,A14,A41,J1,J2,J3,J4,J40,J5,J6,J8,J9,J10,J20,J32,J33_1,J33_40,J33_41,J41_1,J41_2,J41_3,J42_1,J42_2,J43,B1,B2,B4,B40,B41_1,B41_2,B31,B42,B43,B44,C1_2012,C2_2012,C3_2012,C4_2012,C5_2012,C10_2012,C11_2012,B14,C40,C41,D40,EA_1,E7,E8,E20,E15_2015,F1,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F10,G1,G20,G30_1,G30_2,G30_3,G30_4,G30_5,G30_97,G30_98,G30_99,G33,G35,G22_2015,G40,G25_1,G25_2,G25_3,G25_4,G25_5,G38,G23,H1,H30_1,H30_2,H30_3,M1_1,M1_2,M4,M40,M20,M21_1,M21_2_2015,M21_3,M21_4,M41,M42,M6,M7,M8,M31,M9,M10,wgt_n2,wgt_d2,wgt_s3
2018025861,8,5,3,2,6,12,1,2,1,2,1,5,6,3, , ,2,1, ,8,2,8,2,2, ,2,2,8,6,3,2,1,1, , ,98,2,2,5,6,6,6,3,3,3,3,3,3,1,2,2,6,3,2,3,3,2,3,1,2,1,1,2,2,2,1,4,1,2,1,1,2,2,1,3,1,2,2,2,2,2,1,1,2,0,0,0,0,0,1,0,0, , , , ,1,1,1,1,1,2,4,1,2,2,2,7,7,6,2,3, , , , , , ,1,3,2,3,1,2,1.1924057,0.14360031,0.9962414
2018025862,17,4,2,2,3,9,2,4,2,1,3,6,6,1, , , ,2,1,2,1, ,1,1,1, ,3,10,10,2,1,2,1, ,1, ,1,1,4,7,7,7,5,5,5,5,5,4,1,1,1,7,2,3,2,2,2,2,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,3,1,1,5,3,4,4,3,1,7,1,1,1,1,7,7,7,1,2,1,1,1,1,2,7,1,1,1,1,1,1,0.50952275,0.80788439,0.68753867
2018025863,20,1,1,2,6,12,1,7,4,1,3,6,7,3, , , ,1, ,2,2, ,1, , , ,6,10,9,1,3,1,1, ,1, ,2,1,5,1,1,1,1,1,1,5,1,4,1,2,2,4,3,1,3,3,3,3,1, ,1,2,1,2,2,1,6,1,2,2, , , , ,4,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,7,7,2,1, , , , , , ,1,3,1,3,1,2,0.35187112,0.43923982,0.85726344
2018025864,20,1,1,1,6,6,1,4,1,2,1,6,7,2,4,2,3,1, ,1,2,2,1,2, ,3,2,9,8,98,3,1,1, ,2, ,2,1,5,1,1,1,1,1,1,5,1,4,1,1,2,7,3,1,3,3,3,3,1,2,1,1,1,2,2,2,6,2,2,1,2,2, , ,4,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,7,7,2,3, , , , , , ,98,98,98,98,1,98,0.45879339,0.61527742,1.01814843
2018025865,1,6,3,1,3,3,1,6,1,2,1,3,7,3, , ,3,1, ,2,2,2,1, , ,1,5,8,5,1,3,1,1,1,2, ,2,1,5,2,6,4,2,1,2,4,4,4,1,1,2,7,3,2,3,2,3,3,1,3,1,1,1,2,2,1,5,1,2,1,1,1,2,1,2,1,2,2,2,2,2,1,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,4,1,2,2,2,6,7,6,2,98, , , , , , ,1,3,1,2,1,2,0.6742863,1.02447943,1.09133211
2018025866,18,6,3,2,6,12,1,4,1,2,1,5,3,3, , ,3,1, ,8,2,8,2,2, ,1,1,8,1,1,3,1,1, , ,2,2,1,5,1,1,1,1,1,1,4,1,4,1,1,2,7,3,3,1,2,3,3,1,3,1,1,2,2,2,2,6,1,2,1,2,2, , ,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,7,7,2,3, , , , , , ,3,3,1,3,1,98,0.79914192,0.97467292,0.99473395
2018025867,30,1,1,1,5,5,1,7,1,2,1,5,7,3, , ,3,1, ,1,2,2,1, , ,3,6,10,5,3,3,1,1, ,1, ,2,1,5,1,1,1,1,1,1,4,2,4,1,1,2,7,2,2,3,3,3,3,98, , ,2, , , ,99,6,1,2,1,2,2, , ,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,7,6,2,3, , , , , , ,1,3,1,2,1,98,0.36434387,0.46853625,0.68232876
2018025868,40,1,1,2,4,10,1,6,5,4,3,1,5,3, , , ,1, ,3,2, ,1, , , ,6,8,7,3,3,1,2,2,1, ,2,2,5,3,2,2,1,4,2,3,2,4,1,1,2,6,1,1,3,3,3,3,1, ,1,2,1,2,2,2,3,1,2,1,2,1,2, ,3,1,2,2,2,2,2,2,1,2,0,0,1,0,0,0,0,0,2,1,2,2,1,1,1,1,1,2,4,1,2,2,2,7,7,6,2,3, , , , , , ,1,3,1,2,1,2,0.30288977,0.30829837,0.48823929
2018025869,4,7,3,1,4,4,1,7,1,2,1,5,8,2,4,2,3,1, ,2,1,1,1, , ,1,2,8,7,1,3,2,1, ,1, ,2,1,5,2,2,2,1,1,1,4,2,4,1,1,2,7,3,3,3,2,3,3,1,1,1,1,1,2,2,1,5,2,2,1,1,2,2,1,3,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,2,1,2,2,2,7,7,7,2,2,1,1,1,1,3,5,1,3,2,2,1,2,1.27145562,0.25202962,1.11536967
2018025870,20,1,1,1,5,5,1,6,1,2,1,5,8,3, , ,3,1, ,1,2,1,1, , ,3,6,8,3,3,3,1,1, ,2, ,2,1,5,1,1,1,1,1,1,5,5,4,1,1,2,7,3,1,3,3,3,3,99, , ,99, , , ,99,5,99,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,6,2,3,2,3, , , , , , ,98,98,98,98,1,2,0.36434387,0.45564838,0.88070671
2018025871,2,9,4,1,5,5,1,6,1,2,1,1,5,3, , ,3,1, ,2,2,2,1, , ,1,5,7,6,1,3,1,1,2,1, ,2,1,5,2,2,1,2,2,2,4,3,4,1,1,2,4,3,2,3,3,2,3,1,3,1,1,1,2,2,2,5,1,2,1,2,2, , ,3,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,6,6,2,1, , , , , , ,1,3,1,4,1,2,1.3694241,0.08380048,0.55899778
2018025872,25,6,3,1,4,4,1,4,1,2,1,5,8,2,4,2,3,1, ,2,1,1,1,2, ,1,5,8,7,1,3,1,1, ,1, ,2,1,5,6,5,1,1,1,3,5,2,4,1,1,2,7,99,99,3,3,3,2,1,1,1,1,1,2,2,1,5,1,2,1,1,2,2,1,3,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,1,2,1,1,2,1,2,7,7,6,2,2,1,1,1,2,2,4,1,3,2,2,1,2,0.84908277,0.6986122,1.15514743
2018025873,45,8,4,1,5,5,1,2,1,2,1,5,5,3, , ,3,1, ,2,1,6,1,2, ,1,2,2,5,3,2,1,2, ,1, ,2,4,4,4,4,4,3,3,3,1,4,3,1,1,1,7,2,2,3,3,3,3,1,1,98,1,1,2,2,2,6,2,2,1,2,1,2, ,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , ,1,1,1,1,1,2,7,1,1,2,2,3,3,5,2,3, , , , , , ,1,98,98,98,1,98,0.48597082,1.04693931,0.97454765
2018025874,8,5,3,2,4,10,1,7,1,2,1,1,8,3, , ,3,1, ,4,2,4,1, , ,2,6,9,5,1,3,1,1,2,1, ,2,1,5,2,6,6,2,1,4,5,2,3,1,1,2,4,2,3,3,2,3,3,1,2,1,1,1,2,2,1,6,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,5,1,2,2,2,7,6,4,2,3, , , , , , ,1,3,4,2,1,98,0.81511584,0.11713874,0.45418678
2018025875,1,6,3,1,4,4,1,4,1,2,1,1,7,3, , ,3,1, ,2,2,2,1,2, ,98,3,7,7,1,3,1,99,1,2, ,2,1,5,6,5,5,3,1,3,4,2,98,1,1,2,7,3,2,3,3,98,98,1,1,1,1,1,2,2,1,5,1,2,99, , , , ,1,1,1,2,2,2,2,1,1,2,0,0,1,0,0,0,0,0,2,1,1,2,1,1,1,1,1,2,2,1,2,2,2,7,7,4,2,3, , , , , , ,98,98,98,3,1,98,0.84908277,1.16210337,1.2168159
2018025876,17,4,2,1,5,5,1,6,1,2,1,5,5,3, , ,3,1, ,8,1,4,2, , ,1,2,7,7,3,2,1,1, , ,1,2,2,5,6,6,5,2,2,98,2,3,3,1,1,2,6,2,1,3,3,2,3,1,1,2,1,1,2,2,2,6,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,2,1,2,2,2,7,7,6,2,3, , , , , , ,1,3,2,2,1,2,0.42945076,0.87949416,0.82571524
2018025877,40,1,1,1,6,6,1,6,1,2,1,5,6,3, , ,3,1, ,3,2,2,1, , ,3,2,7,6,1,2,2,2, ,2, ,2,2,4,5,4,4,98,3,3,4,3,3,1,1,2,7,3,1,3,3,3,3,1,2,1,98,98,2,2,1,4,2,2,1,1,2,2,1,2,2,1,1,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,5,1,2,2,2,5,7,5,2,1, , , , , , ,1,3,4,2,1,98,0.36434387,0.36936816,0.67476737
2018025878,41,5,3,2,6,12,1,4,1,2,1,1,5,3, , ,2,1, ,8,2,8,2,2, ,1,2,5,3,3,3,1,2,2, ,2,2,2,3,7,5,5,2,3,4,2,5,2,1,1,1,2,3,2,3,1,2,3,1,3,2,2, , , ,2,6,1,2,1,1,2,2,1,3,2,1,1,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,1,2,2,7,1,5,2,3, , , , , , ,1,3,98,3,1,98,1.1924057,0.73027663,1.00098736
2018025879,19,7,3,2,5,11,1,3,5,1,3,5,2,3, , , ,1, ,7,1, ,1,2, , ,2,1,7,98,3,1,1, ,2, ,1,2,5,7,7,7,4,5,5,3,4,3,1,1,2,4,3,2,3,3,3,3,1, ,1,2,2,2,2,2,6,2,2,2, , , , ,2,1,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , ,1,1,1,1,1,2,3,2,2,2,2,6,6,5,2,98, , , , , , ,1,98,98,98,98,98,1.50688733,0.49561853,0.94715055
2018025880,49,5,3,1,4,4,1,6,2,1,3,6,6,3, , , ,1, ,2,2, ,1, , , ,5,7,7,2,3,1,1, ,1, ,2,2,5,5,6,3,3,2,3,5,2,3,1,1,2,6,3,98,3,3,3,3,1, ,1,1,1,2,2,1,2,2,2,1,2,2, , ,4,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,6,6,6,2,98, , , , , , ,1,3,2,2,1,2,1.00610768,0.2376103,0.79353806
2018025881,18,6,3,1,4,4,1,6,1,2,1,1,7,3, , ,3,1, ,2,2,2,1, , ,1,6,6,6,1,3,1,1,1,1, ,2,1,5,4,4,4,2,2,2,5,2,4,1,1,2,5,2,2,3,3,2,3,1,1,1,1,1,2,2,1,4,1,2,1,1,2,2,1,3,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,7,6,1,2,2,1,1, ,3,5,1,3,2,2,1,2,0.6742863,0.9470337,1.03691943
2018025882,20,1,1,1,2,2,1,4,2,2,2,6,1,3, , , ,1, ,6,2,6,1,2, ,3,3,2,7,2,2,1,1, ,2, ,98,4,3,7,4,6,5,5,5,2,4,3,1,1,1,4,2,2,3,3,2,2,98, , ,98, , , ,2,5,98,1,2, , , , ,7, , , , , , , ,2,2,1,0,0,0,0,0,0,0,2,98,1,1,1,1,1,2,2,1,6,2,1,2,1,5,7,5,1,2,1,1,2, ,2,5,1,3,2,2,1,2,0.53267594,0.72547747,2.39048554
2018025883,46,1,1,1,6,6,1,5,4,2,2,5,5,2,4,2, ,1, ,8,2,3,2,2, ,1,5,8,5,1,3,1,1, , ,1,2,1,5,5,2,2,2,1,2,4,2,4,1,1,2,7,3,1,3,3,3,3,1,1,1,1,2,2,2,1,6,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,6,6,2,98, , , , , , ,1,3,2,3,1,2,0.45879339,0.30158529,1.2414127
2018025884,30,1,1,1,5,5,1,6,1,2,1,5,5,3, , ,3,1, ,2,2,2,1, , ,1,6,7,5,1,3,2,1, ,1, ,2,1,5,5,3,3,3,1,3,4,2,3,1,1,2,7,3,3,3,3,3,3,1,3,1,1,1,2,2,1,6,2,2,1,1,1,2,1,3,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,5,1,2,2,2,7,7,6,2,1, , , , , , ,1,3,2,4,1,2,0.36434387,0.46853625,0.68232876
2018025885,17,4,2,2,3,9,1,6,1,2,1,4,7,3, , ,3,1, ,2,2,2,1, , ,3,2,2,4,3,2,1,2,1,1, ,2,4,5,7,7,7,3,5,5,3,5,2,1,1,2,6,3,3,3,2,1,3,1,2,98,2, , , ,2,4,1,2,1,1,1,98,1,2,2,1,1,2,2,2,98,1,2,1,1,0,0,0,0,0,0,1,2,2,2,1,1,1,1,1,98,7,1,1,2,1,5,7,5,2,3, , , , , , ,1,3,98,3,1,98,0.35701504,0.73155158,0.74435292
2018025886,18,6,3,2,4,10,1,6,1,2,1,5,7,3, , ,3,1, ,2,2,2,1, , ,3,4,7,7,3,3,1,2, ,1, ,2,2,5,5,5,5,3,3,3,4,3,3,1,1,2,7,3,3,1,1,1,2,1,3,1,1,1,2,2,2,4,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,5,1,2,2,2,6,6,5,2,3, , , , , , ,1,2,4,1,1,2,0.54628491,0.69408409,0.71009665
2018025887,41,5,3,1,6,6,1,4,1,2,1,5,6,2,4,2,3,1, ,8,1,8,2,2, ,3,3,9,7,3,3,1,1, , ,1,2,1,5,4,3,3,1,1,1,4,3,3,1,1,2,7,3,1,3,3,3,3,1,3,1,1,2,2,2,1,6,1,1,1,2,2, , ,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,7,7,2,1, , , , , , ,1,3,2,98,2,1,1.23467282,0.72948257,1.06772664
2018025888,46,1,1,1,5,5,1,6,1,2,1,6,7,3, , ,3,1, ,2,2,3,1, , ,3,5,5,6,1,2,1,1, ,1, ,2,1,5,6,4,3,2,2,2,3,2,3,1,1,2,3,3,3,2,2,3,3,1,1,1,2,1,2,2,2,2,1,2,1,1,2,2,1,3,2,1,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,2,1,2,2,2,6,7,6,2,3, , , , , , ,1,3,2,3,1,2,0.36434387,0.22334128,0.78168236
2018025889,41,5,3,1,6,6,1,4,1,2,1,5,6,2,4,2,3,1, ,3,2,8,1,2, ,3,2,9,6,1,3,1,1, ,1, ,2,1,5,3,1,1,4,1,2,5,1,4,1,1,2,7,3,2,3,3,3,3,1,1,1,1,2,2,2,1,5,1,2,1,2,2, , ,2,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,1,2,2,7,7,7,2,98, , , , , , ,1,3,98,98,1,2,1.23467282,0.72948257,1.06772664
2018025890,30,1,1,1,5,5,1,6,1,2,1,1,8,3, , ,3,1, ,8,2,8,2, , ,1,6,8,8,2,3,1,1,2, ,1,2,1,5,1,2,1,1,4,1,3,1,4,1,1,2,7,3,1,3,3,3,3,1,3,2,1,2,2,2,1,5,1,2,1,1,2,2,1,2,1,2,2,2,2,2,1,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,6,6,1,2,2,1,1, ,3,5,1,3,2,2,1,2,0.36434387,0.46853625,0.68232876
2018025891,47,5,3,1,4,4,1,7,1,2,1,6,8,2,4,1,3,1, ,2,2,1,1, , ,1,2,9,6,1,3,2,1, ,1, ,2,1,5,3,2,1,1,1,2,4,2,4,1,1,2,7,3,2,1,2,3,2,1,3,1,1,1,2,2,1,6,1,2,1,2,1,2, ,3,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,2,1,2,2,2,7,7,6,2,3, , , , , , ,1,3,2,3,1,2,1.00610768,1.04661401,0.9316264
2018025892,30,1,1,1,6,6,1,6,1,2,1,5,6,2,4,2,3,1, ,8,2,8,2, , ,3,5,9,1,3,3,1,1, , ,1,2,1,5,99,2,2,1,1,2,1,1,4,1,1,2,7,3,1,3,3,3,3,1,3,1,2,2,2,2,1,6,1,2,1,1,2,2,1,5,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,7,7,2,3, , , , , , ,1,3,98,3,1,2,0.36434387,0.46853625,0.68232876
2018025893,30,1,1,1,5,5,1,7,1,2,1,5,7,2,4,2,3,1, ,2,1,8,1, , ,1,5,8,5,1,3,1,1, ,1, ,2,1,5,7,6,3,3,3,3,3,4,3,1,1,2,6,3,3,3,3,3,3,1,3,1,1,1,2,2,1,6,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,0,0,1,0,0,0,0,0,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,6,6,6,2,3, , , , , , ,1,3,2,4,1,2,0.36434387,0.46853625,0.68232876
2018025894,20,1,1,2,5,11,1,6,1,2,1,5,8,3, , ,3,1, ,2,2,2,1, , ,3,5,9,9,3,3,1,1, ,1, ,2,1,5,2,1,2,1,1,1,5,2,4,1,1,2,7,2,1,3,3,3,3,1,1,2,2, , , ,2,6,1,2,1,1,2,2,1,3,2,1,1,2,2,2,2,2,2,0,0,1,0,0,0,0,0,1,2,2,2,1,1,1,1,1,2,2,1,2,2,2,7,7,5,2,3, , , , , , ,98,98,98,98,1,98,0.35187112,0.43923982,0.85726344
2018025895,20,1,1,2,4,10,1,6,4,1,3,1,6,3, , , ,1, ,2,1, ,1, , , ,3,9,6,1,3,2,1,1,1, ,2,1,5,3,3,3,1,1,2,5,2,4,1,1,2,7,3,2,3,3,2,3,1, ,1,1,1,2,2,1,6,1,2,1,1,2,2,1,3,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,2,1,2,2,2,6,6,6,2,98, , , , , , ,1,3,1,2,1,2,0.30288977,0.38031338,0.71680011
2018025896,25,6,3,2,3,9,1,1,1,1,1,1,6,1, , ,1,2,1,1,1,1,1, , ,1,1,10,10,1,1,1,1,1,1, ,1,1,1,7,7,7,98,98,98,98,98,1,1,1,1,7,98,98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1, ,5,5,5,5,5,1,7,1,1,1,1,7,7,7,1,2,1, ,1,1,1,7,1,1,1,1,1,1,0.68789934,0.51201517,0.75562165
2018025897,30,1,1,1,2,2,2,4,1,1,1,1,7,1, , ,1,2,1,2,1,2,1,2, ,1,3,10,10,99,1,1,1,2,2, ,2,1,5,7,7,7,5,5,5,5,4,4,2,2, ,7, , ,2,1,1,1,1,3,2,2, , , , ,2,2,2,2, , , , ,6,1,1,1,1,1,1,2,2,2,1,0,0,0,0,0,0,0,2,3,2,2,3,3,3,3,3,2,7,2,1,1,1,7,7,7,2,3, , , , , , ,98,98,98,98,98,1,0.60371846,0.73614805,1.39876933
2018025898,9,5,3,1,4,4,1,7,4,1,3,6,7,3, , , ,1, ,2,2, ,1, , , ,6,6,6,3,2,1,1, ,2, ,2,2,4,2,2,2,2,3,2,3,3,98,1,2,2,5,3,2,2,2,2,3,1, ,1,2,2,2,2,1,98,2,2,1,1,2,2,1,1,2,1,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,2,1,2,2,2,4,4,5,2,3, , , , , , ,98,98,98,98,98,98,1.00610768,0.09549618,0.84209417
2018025899,41,5,3,1,3,3,2,4,2,1,3,1,6,1, , , ,2,1,2,1, ,1,1,1, ,3,10,10,2,1,1,1,1,1, ,1,1,5,7,7,7,5,5,5,5,5,4,1,1,1,7,3,3,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,3,1,1,5,5,5,5,5,1,7,1,1,1,1,7,7,7,1,2,1,1,1,1,2,7,2,2,2,3,1,1,1.4358912,0.7178177,1.03004167
2018025900,16,4,2,2,4,10,1,4,4,1,3,6,1,3, , , ,1, ,6,2, ,1,2, , ,3,4,4,1,2,1,2, ,2, ,2,4,2,1,1,1,98,4,4,5,3,3,1,2,2,7,1,3,1,3,3,3,2, , ,2, , , ,2,5,2,1,2, , , , ,2,2,1,1,2,2,1,2,2,1,0,0,0,0,0,1,0,0, , , ,2,1,1,1,2,1,2,7,1,1,2,2,7,7,7,1,2,1,2,2, ,3,7,1,1,98,98,1,98,0.4495647,0.89706421,0.85650674
2018025901,20,1,1,2,4,10,1,4,1,2,1,5,4,3, , ,3,1, ,2,2,2,1,2, ,98,3,5,5,98,98,98,2, ,2, ,2,2,3,4,4,4,3,3,3,4,3,3,1,1,2,4,3,2,2,1,2,3,1,1,98,98, , , ,98,5,2,2,1,1,1,2,1,1,2,1,98,98,98,98,2,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,4,1,2,2,2,4,4,5,2,3, , , , , , ,98,98,98,98,98,98,0.38140843,0.51355002,0.82866282
2018025902,18,6,3,1,6,6,1,4,1,2,1,5,4,2,4,2,3,1, ,8,2,8,2,2, ,3,2,8,3,1,3,1,1, , ,1,2,1,5,2,2,2,1,1,1,4,2,4,1,1,2,6,3,1,3,3,2,3,1,1,1,2,2,2,2,2,6,1,2,1,2,2, , ,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,7,5,2,3, , , , , , ,1,3,98,2,1,2,0.82746905,0.97400826,1.01910745
2018025903,24,4,2,2,4,10,1,5,1,2,1,2,7,3, , ,3,1, ,2,1,2,1,2, ,1,2,1,3,3,2,1,2,2,2, ,2,4,3,6,7,7,4,4,4,4,4,3,1,1,2,5,3,3,3,3,1,3,1,3,1,2,1,2,2,2,5,1,2,1,1,1,2,1,4,2,1,1,2,2,2,1,1,1,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,1,7,1,2,1,1,7,7,7,2,1, , , , , , ,1,98,2,4,1,98,0.4495647,1.58345603,0.88537565
2018025904,19,7,3,1,2,2,2,4,2,2,2,3,6,1, , , ,2,1,2,1,2,1,1,1,1,3,10,10,2,1,1,1,1,1, ,1,1,5,7,7,7,4,4,4,5,5,4,1,1,1,7,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,4,1,1,4,3,4,5,2,1,7,1,1,1,1,7,7,7,1,2,1,1,1,1,1,7,1,1,1,1,1,1,2.05317481,0.60619889,1.59022676
2018025905,37,7,3,1,4,4,1,4,1,2,1,5,6,3, , ,3,1, ,2,2,6,1,2, ,1,3,9,6,1,3,1,1, ,1, ,2,1,5,3,1,1,1,1,2,4,1,4,1,1,1,7,1,1,3,3,3,3,1,2,1,1,1,2,2,1,5,2,2,1,2,2, , ,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,2,1,1,1,1,2,1,1,2,2,2,6,6,6,2,3, , , , , , ,1,3,1,2,1,2,1.60105737,0.45568219,1.06493523
2018025906,16,4,2,2,4,10,1,6,1,2,1,3,8,3, , ,3,1, ,2,2,2,1, , ,3,5,7,5,1,3,1,1,1,2, ,2,2,5,5,5,4,3,2,3,3,3,3,1,1,2,5,2,2,3,3,3,3,1,3,1,1,1,2,2,1,6,98,2,1,1,1,2,1,3,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,3,1,2,2,2,6,6,5,2,3, , , , , , ,1,98,98,2,1,98,0.35701504,0.79741494,0.8077304
2018025907,46,1,1,1,6,6,1,2,1,2,1,6,4,2,4,2,3,1, ,8,2,8,2,2, ,1,1,9,7,3,3,1,1, , ,2,2,1,5,4,4,4,1,1,2,5,1,3,1,1,2,4,1,1,3,3,3,3,2, , ,1,2,2,2,1,4,1,2,2, , , , ,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , ,1,1,1,1,1,2,1,1,2,2,2,7,7,7,2,98, , , , , , ,1,3,98,3,1,98,0.45879339,0.30158529,1.2414127
2018025908,4,7,3,2,5,11,1,4,1,2,1,5,5,3, , ,3,1, ,8,2,8,2,2, ,2,2,10,9,1,3,1,1, , ,1,2,1,5,2,2,2,1,1,2,5,2,4,1,1,2,7,2,1,3,3,3,3,1,3,1,2,2,2,2,1,6,1,2,1,2,2, , ,3,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,7,6,2,98, , , , , , ,1,3,2,2,1,2,1.50688733,0.33107075,0.91652765
2018025909,32,8,4,1,5,5,1,4,1,2,1,5,4,2,4,2,3,1, ,2,2,2,1,2, ,3,2,7,5,1,3,1,1, ,1, ,2,1,4,3,3,1,1,3,3,3,1,2,1,1,2,7,3,1,3,3,3,3,2, , ,1,2,2,2,1,5,2,2,2, , , , ,2,2,1,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,5,1,2,2,2,7,7,4,2,3, , , , , , ,1,3,2,2,1,2,0.48597082,0.75465515,0.90574993
2018025910,46,1,1,2,6,12,1,4,1,2,1,1,5,3, , ,3,1, ,8,2,8,2,2, ,3,1,10,8,1,3,1,1,2, ,1,2,2,5,4,5,1,1,2,2,3,1,4,1,1,2,7,2,3,3,2,2,3,99, , ,2, , , ,2,5,1,2,1,1,2,2,1,2,2,1,1,2,2,2,1,2,2,0,0,1,0,0,0,0,0,2,2,1,2,1,1,1,1,1,2,5,1,2,2,2,7,7,6,2,98, , , , , , ,1,3,1,3,1,98,0.44308731,0.29072476,1.10638162
2018025911,49,5,3,2,3,9,1,7,1,2,1,6,6,3, , ,3,1, ,2,2,2,1, , ,1,5,4,5,1,3,1,1, ,2, ,2,99,4,5,5,5,2,99,3,4,3,3,1,1,2,7,2,1,3,3,3,3,1,3,1,1,2,2,2,1,6,99,2,99, , , , ,2,1,2,2,2,2,2,98,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,2,1,2,2,2,7,5,4,2,3, , , , , , ,98,3,98,98,1,98,0.81511584,0.22326814,0.4176123
