NFCSID,STATEQ,CENSUSDIV,CENSUSREG,A3,A3Ar_w,A3B,A4A_new_w,A5_2015,A6,A7,A7A,A11,A8,AM21,AM30,AM31,AM22,X3,X4,A9,A40,A10,A10A,A21_2015,A22_2015,A14,A41,J1,J2,J3,J4,J40,J5,J6,J8,J9,J10,J20,J32,J33_1,J33_40,J33_41,J41_1,J41_2,J41_3,J42_1,J42_2,J43,B1,B2,B4,B40,B41_1,B41_2,B31,B42,B43,B44,C1_2012,C2_2012,C3_2012,C4_2012,C5_2012,C10_2012,C11_2012,B14,C40,C41,D40,EA_1,E7,E8,E20,E15_2015,F1,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F10,G1,G20,G30_1,G30_2,G30_3,G30_4,G30_5,G30_97,G30_98,G30_99,G33,G35,G22_2015,G40,G25_1,G25_2,G25_3,G25_4,G25_5,G38,G23,H1,H30_1,H30_2,H30_3,M1_1,M1_2,M4,M40,M20,M21_1,M21_2_2015,M21_3,M21_4,M41,M42,M6,M7,M8,M31,M9,M10,wgt_n2,wgt_d2,wgt_s3
2018025912,8,5,3,1,4,4,2,4,2,4,3,5,5,3, , , ,1, ,2,2, ,1,2, , ,3,1,5,3,1,1,2, ,2, ,2,3,2,7,5,3,3,2,3,3,4,2,1,1,2,5,3,1,3,2,3,3,98, , ,98, , , ,2,2,2,2,1,1,2,1,3,2,2,1,2,2,2,2,2,1,1,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,1,7,1,2,2,2,6,6,6,2,3, , , , , , ,1,2,98,3,1,98,1.4358912,0.14115041,1.44918943
2018025913,25,6,3,1,2,2,2,4,1,2,1,3,6,1, , ,1,2,1,2,1,2,1,1,1,1,3,10,10,2,1,1,1,1,1, ,1,1,5,7,7,7,4,4,4,5,5,4,1,1,1,7,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,3,1,1,5,3,98,4,2,1,7,1,1,1,1,7,7,7,1,2,1,1,1,1,1,7,1,1,1,2,1,1,1.08885251,0.85618334,1.51021227
2018025914,8,5,3,1,4,4,1,7,1,2,1,2,8,3, , ,3,1, ,2,2,4,1, , ,3,2,6,7,1,3,1,1,1,1, ,2,1,5,7,6,5,3,1,4,5,2,2,1,1,2,7,2,1,3,3,3,3,1,1,1,2,1,2,2,1,4,2,2,1,1,2,2,1,3,1,2,2,2,2,2,1,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,3,1,2,2,2,7,7,6,1,2,1,1,2, ,3,7,1,3,2,2,1,2,1.00610768,0.12466342,0.72300318
2018025915,37,7,3,2,4,10,2,4,1,2,1,5,6,3, , ,3,1, ,4,1,2,1,2, ,3,2,10,1,1,3,1,1, ,1, ,1,1,5,1,1,1,1,1,1,5,1,4,1,1,2,7,3,2,3,3,3,3,1,2,1,1,1,2,2,1,5,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,4,1,2,2,2,7,7,7,2,2,1,1,2, ,2,7,1,3,2,3,1,2,1.18860538,0.41420558,0.85675595
2018025916,13,8,4,1,5,5,1,6,1,2,1,5,7,3, , ,3,1, ,2,2,3,1, , ,3,2,8,3,1,3,1,1, ,1, ,2,1,5,6,1,1,1,1,3,5,2,4,1,1,2,7,3,1,3,3,3,3,1,1,1,1,1,2,2,2,6,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,7,6,2,3, , , , , , ,1,3,98,3,1,2,0.38592641,0.47942424,0.65826384
2018025917,19,7,3,1,5,5,1,4,1,2,1,5,5,3, , ,3,1, ,2,2,6,1,2, ,2,2,1,5,2,2,1,2, ,2, ,2,2,5,7,4,4,2,2,2,3,2,3,1,2,1,4,3,2,2,2,3,3,1,2,98,98, , , ,98,4,2,2,1,1,2,2,1,2,2,1,1,1,2,1,2,1,1,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,6,1,2,2,2,6,4,4,2,3, , , , , , ,98,98,98,98,1,98,1.56030186,0.52342466,1.05317531
2018025918,4,7,3,2,6,12,1,2,5,1,3,5,4,3, , , ,1, ,8,2, ,2,2, , ,2,7,3,1,2,1,1, , ,2,1,2,5,7,7,6,4,4,4,2,3,3,1,1,1,6,2,2,3,3,3,3,1, ,2,1,2,1,1,2,6,1,2,1,2,2, , ,4,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , ,1,1,1,1,1,2,3,1,2,2,2,6,6,6,2,3, , , , , , ,1,1,1,3,1,1,1.50688733,0.33107075,0.91652765
2018025919,42,4,2,2,5,11,1,5,1,2,1,5,6,3, , ,3,1, ,2,2,2,1,2, ,3,1,8,6,1,3,2,1, ,98, ,2,1,5,7,3,3,2,2,4,4,3,3,1,1,2,7,3,1,3,3,3,3,1,3,1,1,1,2,2,2,5,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,7,6,2,3, , , , , , ,3,3,1,3,1,2,0.52226536,0.29582476,0.99628371
2018025920,13,8,4,2,6,12,1,4,1,2,1,5,6,3, , ,3,1, ,8,2,8,2,2, ,3,6,9,6,1,3,1,2, , ,2,2,1,5,2,2,2,1,1,1,3,3,3,1,1,2,7,3,3,2,1,3,3,1,2,1,2,2,2,2,1,5,1,2,1,1,2,2,1,4,2,1,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,5,1,2,2,2,7,6,5,2,3, , , , , , ,1,3,98,98,1,98,0.46933436,0.56119331,0.94660536
2018025921,1,6,3,1,4,4,1,2,1,2,1,5,6,3, , ,3,1, ,2,2,3,1,2, ,1,1,8,5,1,3,2,1, ,2, ,2,1,1,5,5,4,2,1,3,4,1,4,1,1,2,7,1,3,3,3,2,3,1,3,1,1,1,2,2,2,6,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , , ,2,1,1,1,1,2,2,1,2,2,2,6,4,5,2,3, , , , , , ,1,1,1,98,1,98,0.84908277,1.16210337,1.2168159
2018025922,20,1,1,2,5,11,1,4,1,2,1,5,4,3, , ,3,1, ,8,1,8,2,2, ,3,2,10,8,1,3,1,1, , ,1,2,1,5,1,1,1,1,1,1,5,1,4,1,1,2,7,3,1,3,3,3,3,1,1,2,1,2,2,2,1,6,1,2,1,1,2,2,1,3,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,7,7,1,3, , , , , , ,1,3,2,3,1,2,0.44308731,0.59312039,0.99104664
2018025923,40,1,1,2,6,12,1,6,1,2,1,5,8,3, , ,2,1, ,4,2,2,1, , ,3,5,8,3,1,3,2,1, ,1, ,2,1,5,4,3,2,1,1,2,5,2,3,1,1,2,7,1,1,3,3,3,3,99, , ,1,99,2,2,1,6,1,2,1,2,2, , ,4,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,6,5,2,3, , , , , , ,1,3,2,2,1,2,0.35187112,0.35606668,0.58780755
2018025924,37,7,3,2,4,10,1,2,1,2,1,5,5,3, , ,2,1, ,4,2,2,1,2, ,2,1,3,5,3,2,2,2, ,2, ,2,3,5,7,7,7,5,5,5,2,5,2,1,1,2,4,3,2,3,3,3,3,1,2,2,2, , , ,2,6,2,2,2, , , , ,2,2,1,1,2,2,2,2,1,2,0,1,0,0,0,0,0,0,2,1,1, ,1,1,1,1,1,2,7,2,2,2,1,6,6,4,2,3, , , , , , ,1,3,98,98,1,98,1.2971248,0.38674583,0.88186996
2018025925,24,4,2,1,4,4,1,5,1,2,1,2,6,3, , ,3,1, ,2,1,2,1,2, ,1,2,6,5,1,2,3,1,1,1, ,1,1,4,7,5,5,4,3,3,5,4,3,1,1,2,7,1,1,3,3,3,3,1,1,1,1,1,2,2,1,5,1,2,1,2,2, , ,3,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,2,1,2,2,2,6,7,6,2,3, , , , , , ,1,3,4,2,1,2,0.55490334,1.95118324,1.01825182
2018025926,1,6,3,1,5,5,1,6,4,1,3,5,7,2,4,2, ,1, ,2,2, ,1, , , ,3,7,7,1,3,1,1, ,1, ,2,1,5,4,2,2,1,1,1,5,1,4,1,1,2,7,3,3,3,3,3,1,1, ,1,1,1,2,2,1,4,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,1,2,0,0,1,0,0,0,0,0,98,98,98,98,1,1,1,1,1,2,1,1,2,2,2,7,7,7,2,98, , , , , , ,98,98,98,98,1,2,0.65712209,0.92887854,0.94394717
2018025927,30,1,1,1,4,4,2,6,1,2,1,2,8,2,4,2,3,1, ,2,1,2,1, , ,1,5,9,9,3,3,1,1,2,1, ,2,1,5,1,1,1,1,1,1,5,1,4,1,1,2,7,1,2,2,2,2,3,1,3,1,1,1,2,2,1,4,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,1,2,1,1,2,2,2,7,7,6,2,1, , , , , , ,1,3,1,1,2,2,0.4237221,0.45378653,1.0241294
2018025928,25,6,3,2,5,11,1,4,2,1,3,5,3,3, , , ,1, ,8,2, ,2,2, , ,2,7,5,3,3,1,2, , ,2,2,2,3,5,5,6,3,3,3,3,3,3,1,2,2,5,2,3,1,3,3,3,2, , ,1,2,2,2,2,6,2,2,2, , , , ,1,2,1,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,2,1,2,2,1,7,7,4,2,3, , , , , , ,1,3,98,98,1,98,0.79914192,0.63385236,1.05713235
2018025929,30,1,1,2,4,10,1,4,1,2,1,3,5,3, , ,3,1, ,3,2,2,1,2, ,1,5,6,5,1,2,1,2,1,2, ,2,2,5,4,4,3,3,5,3,3,3,3,1,1,2,6,3,3,3,2,3,3,1,3,1,2,1,2,2,2,5,1,2,1,2,2, , ,4,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,4,1,2,1,1,6,6,5,2,3, , , , , , ,1,3,98,2,1,98,0.38140843,0.52807562,1.00390472
2018025930,45,8,4,1,2,2,2,6,2,1,3,6,4,1, , , ,2,1,2,2, ,1, , , ,5,10,9,1,3,1,1, ,1, ,2,1,5,6,4,5,2,1,2,4,2,4,1,1,2,7,2,2,2,2,2,2,1, ,1,2,2,2,2,2,6,2,2,2, , , , ,3,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,6,6,6,2,2,2,1,2,2,3,7,1,3,2,2,1,98,0.56284503,1.12405789,1.84765598
2018025931,17,4,2,2,6,12,1,4,1,2,1,5,6,3, , ,3,1, ,8,2,8,2,2, ,2,2,9,4,1,3,1,1, , ,1,2,1,5,3,2,2,1,1,2,5,1,4,1,1,2,7,3,1,3,3,3,3,1,1,1,1,2,2,2,1,5,1,2,1,1,2,2,1,3,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,6,6,5,2,3, , , , , , ,1,3,1,3,1,2,0.52226536,0.95289512,1.00909104
2018025932,2,9,4,1,6,6,1,7,4,1,3,5,5,2,4,1, ,1, ,8,1, ,2, , , ,6,7,6,3,3,1,1, , ,1,2,1,5,3,5,4,2,2,2,3,3,4,1,1,2,7,2,3,2,2,2,2,1, ,2,1,2,2,2,1,6,1,2,1,1,2,2,1,3,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,4,1,2,2,2,5,4,4,2,3, , , , , , ,1,3,1,3,1,2,1.3694241,0.08380048,0.55899778
2018025933,28,4,2,1,6,6,1,6,1,2,1,5,7,3, , ,3,1, ,8,2,8,2, , ,3,6,10,7,3,3,1,1, , ,1,1,1,5,6,5,2,1,1,2,3,2,4,1,1,2,7,3,3,3,3,3,3,2, , ,1,2,2,2,1,6,1,2,1,2,2, , ,3,1,2,2,2,2,2,2,1,2,0,0,1,0,0,0,0,0,1,1,2,2,1,1,1,1,1,2,1,1,2,2,2,7,7,5,2,1, , , , , , ,1,3,2,3,1,2,0.42945076,0.58711042,0.77554137
2018025934,30,1,1,2,6,12,1,2,5,4,3,5,3,3, , , ,1, ,8,2, ,2,2, , ,1,8,7,3,3,1,1, , ,1,1,1,5,4,1,1,2,1,3,3,3,4,1,1,2,7,3,2,3,3,3,3,1, ,1,1,2,2,2,1,5,1,2,2, , , , ,3,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , ,1,1,1,1,1,2,1,1,2,2,2,7,7,6,2,3, , , , , , ,1,1,98,2,1,98,0.44308731,0.60989662,1.03814332
2018025935,49,5,3,2,6,12,1,4,1,2,1,5,6,3, , ,2,1, ,4,2,8,3,2, ,3,2,9,4,1,3,1,1, , ,1,2,1,5,2,1,1,1,1,1,5,1,4,1,1,2,7,3,1,3,3,3,3,1,2,2,1,2,2,2,1,6,1,2,1,2,2, , ,99, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,7,5,2,98, , , , , , ,1,3,98,2,1,98,1.1924057,0.27370428,1.13103798
2018025936,27,8,4,1,6,6,1,6,1,2,1,5,5,3, , ,3,1, ,8,2,8,2, , ,1,5,8,8,3,3,1,1, , ,2,2,1,5,2,1,1,2,1,2,5,1,3,1,1,2,7,1,1,3,3,3,3,1,1,1,1,2,2,2,1,4,1,2,1,2,2, , ,2,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,7,6,2,3, , , , , , ,1,3,98,4,1,1,0.38592641,0.31279337,0.82416217
2018025937,37,7,3,2,4,10,1,5,1,2,1,6,7,3, , ,3,1, ,2,2,2,1,2, ,3,98,8,7,1,3,1,1, ,1, ,2,1,5,1,1,1,1,1,1,5,1,4,1,1,2,7,2,2,3,3,3,3,1,3,1,2,1,2,2,2,5,2,2,1,1,2,2,1,3,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,7,5,1,2,2,1,2, ,2,5,1,3,2,3,1,98,1.2971248,0.38674583,0.88186996
2018025938,8,5,3,2,4,10,1,7,1,2,1,1,7,3, , ,3,1, ,2,2,2,1, , ,3,6,6,2,1,2,1,1,1,1, ,2,1,4,5,6,6,3,2,2,4,3,3,1,1,2,7,3,1,3,3,3,3,1,3,1,2,1,2,2,2,5,1,2,1,1,2,2,1,7, , , , , , , ,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,5,1,2,2,2,7,7,5,2,1, , , , , , ,1,3,4,2,1,2,0.81511584,0.11713874,0.45418678
2018025939,1,6,3,1,6,6,1,4,1,2,1,5,5,2,4,2,3,1, ,8,2,8,2,2, ,1,2,7,6,3,3,1,1, , ,1,2,1,5,2,2,1,2,1,2,3,2,3,1,1,2,7,3,1,3,3,3,3,2, , ,1,2,2,2,1,6,2,2,1,2,2, , ,1,2,1,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,1,2,2,6,6,5,2,1, , , , , , ,1,3,4,2,1,2,0.82746905,1.05365989,1.05248431
2018025940,4,7,3,2,2,8,1,6,1,2,1,6,7,3, , ,3,1, ,2,2,2,1, , ,3,5,2,5,98,2,2,2, ,1, ,2,2,4,5,7,6,2,3,3,3,3,3,1,1,1,5,2,3,3,2,2,3,1,3,98,2, , , ,2,6,2,2,2, , , , ,2,2,1,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,6,1,2,1,2,6,7,4,2,1, , , , , , ,1,3,2,2,1,2,1.02155141,0.21369961,0.6321487
2018025941,40,1,1,2,3,9,1,6,2,1,3,6,5,3, , , ,1, ,2,2, ,1, , , ,5,4,3,3,2,1,2, ,2, ,2,2,5,4,6,5,2,2,2,2,2,4,1,1,2,5,2,3,2,2,3,3,1, ,1,2,1,2,2,98,5,2,2,2, , , , ,2,2,1,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,1,2,5,1,2,2,2,5,7,5,2,98, , , , , , ,1,3,98,2,1,98,0.30288977,0.30829837,0.48823929
2018025942,4,7,3,2,4,10,1,2,4,1,3,5,1,3, , , ,1, ,6,98, ,1,2, , ,2,9,3,3,3,1,1, ,1, ,2,99,5,4,4,4,99,99,99,99,99,3,2,1, ,4,99,99,99,99,99,99,98, , ,99, , , ,99,99,1,1,1,2,2, , ,2,1,2,2,2,2,2,99,2,2,0,0,0,0,0,0,0,1, , , , ,1,1,1,1,1,2,99,1,1,99,1,4,4,4,2,99, , , , , , ,99,99,99,99,98,99,1.2971248,0.30929075,0.8515367
2018025943,16,4,2,2,6,12,1,3,1,2,1,5,7,3, , ,3,1, ,8,2,8,2,2, ,3,2,7,1,1,3,1,1, , ,1,2,1,5,3,3,1,1,1,2,5,1,4,1,1,2,7,3,2,3,2,3,3,1,1,1,2,2,2,2,2,6,1,2,1,1,2,2,1,3,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , ,1,1,1,1,1,2,1,1,2,2,2,7,7,6,2,98, , , , , , ,98,3,98,98,1,2,0.52226536,1.03868658,0.95009997
2018025944,9,5,3,2,2,8,1,7,1,2,1,6,8,3, , ,3,1, ,2,2,2,1, , ,1,6,7,7,2,3,1,2, ,1, ,2,1,5,6,6,6,2,2,2,4,3,4,1,1,2,7,2,2,2,3,2,3,1,3,1,2,1,2,2,1,5,2,2,1,1,2,2,1,3,1,2,2,2,2,2,1,2,2,0,1,0,0,0,0,0,0,98,2,2,2,1,1,1,1,1,2,5,1,2,2,2,7,6,7,2,2,2,1,1, ,3,6,1,3,2,98,1,2,0.80835753,0.09034093,0.52137902
2018025945,28,4,2,2,5,11,1,6,1,2,1,5,6,3, , ,2,1, ,8,2,8,2, , ,1,2,9,8,3,3,1,1, , ,1,2,1,5,1,6,1,1,1,1,5,1,4,1,1,1,4,3,2,2,3,3,3,2, , ,1,2,2,2,2,5,1,2,1,2,2, , ,3,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,7,7,2,3, , , , , , ,1,1,1,2,1,2,0.41474918,0.56544813,0.74411612
2018025946,40,1,1,1,3,3,1,7,2,1,3,6,7,3, , , ,1, ,2,2, ,1, , , ,6,7,7,1,3,1,1, ,1, ,2,2,5,4,4,4,2,2,2,4,2,4,1,2,2,4,3,1,3,3,3,3,1, ,1,2,1,2,2,1,4,2,2,2, , , , ,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,98,1,1,1,1,1,2,1,1,2,2,2,4,4,5,2,3, , , , , , ,1,3,2,2,1,2,0.37386063,0.36252669,0.68823399
2018025947,19,7,3,2,4,10,1,4,2,2,2,2,5,99, , , ,1, ,2,2,6,1,2, ,1,4,6,4,98,2,3,2,1,2, ,1,4,4,1,1,1,4,4,1,2,5,3,2,2, ,1, , ,2,2,1,2,1,2,98,98, , , , ,98,98,2,1,2,1,2, ,2,1,1,1,1,1,1,98,2,2,0,0,0,0,0,0,1,0, , , ,2,1,1,3,1,1,2,1,2,2,1,1,1,1,1,98,99, , , , , , ,2,2,3,3,2,2,1.2971248,0.4630135,0.82376003
2018025948,4,7,3,2,5,11,1,6,1,2,1,5,7,3, , ,3,1, ,1,2,8,1, , ,1,5,10,8,3,3,1,1, ,1, ,2,1,5,2,2,2,1,1,1,3,2,4,1,1,2,6,3,3,3,3,1,3,1,3,1,1,2,2,2,1,5,1,2,1,1,2,2,1,4,1,2,2,2,2,2,1,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,2,1,1,2,2,7,7,6,2,3, , , , , , ,1,3,2,3,1,2,1.19667189,0.22896498,0.5798364
2018025949,1,6,3,2,2,8,1,4,2,1,3,1,3,3, , , ,1, ,2,2, ,1,2, , ,2,4,2,1,2,1,2,2,2, ,2,2,3,5,6,5,4,4,3,2,3,3,1,1,2,5,3,3,1,2,2,3,1, ,2,2, , , ,2,5,2,2,2, , , , ,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,98,1,1,1,1,1,2,2,1,2,1,1,5,5,4,2,3, , , , , , ,1,3,98,98,1,98,0.68219581,0.90603508,0.90621875
2018025950,25,6,3,2,5,11,1,2,1,2,1,5,5,3, , ,3,1, ,3,2,1,1,2, ,1,3,7,1,1,3,1,1, ,1, ,2,1,5,3,2,1,2,1,3,4,1,4,1,1,2,7,3,3,3,3,3,3,2, , ,1,2,2,2,2,4,1,2,1,2,1,2, ,2,1,2,2,2,2,2,2,1,2,1,0,1,0,0,0,0,0,2,2,2, ,1,1,1,1,1,2,2,1,2,2,2,7,6,6,2,3, , , , , , ,3,2,1,2,1,2,0.79914192,0.63385236,1.05713235
2018025951,20,1,1,2,3,9,1,6,1,2,1,2,6,3, , ,1,2,2,4,2,2,1, , ,2,4,7,3,3,2,1,1,2,1, ,2,1,4,6,7,7,3,3,4,2,4,3,1,2,2,7,2,2,2,3,3,3,98, , ,98, , , ,2,6,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,1,1,0,0,0,0,0,0,0,2,2,1,1,1,1,1,1,1,1,5,1,1,1,1,3,7,5,2,98, , , , , , ,1,1,98,4,1,98,0.30288977,0.38031338,0.71680011
2018025952,9,5,3,1,5,5,1,5,1,2,1,2,8,3, , ,3,1, ,2,1,2,1,2, ,1,3,10,10,1,3,1,1,2,1, ,2,1,5,1,1,1,1,1,1,5,1,4,1,1,2,7,3,3,2,2,2,2,1,1,1,1,1,2,2,1,6,1,2,1,2,2, , ,2,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,7,7,2,3, , , , , , ,1,3,2,2,1,2,1.23467282,0.10988283,1.29488413
2018025953,25,6,3,1,2,2,2,4,2,1,3,3,6,1, , , ,2,1,2,1, ,1,1,1, ,1,10,10,2,1,1,1,1,1, ,1,1,5,7,7,7,5,5,5,5,5,4,1,1,1,7,3,3,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,4,1,1,5,5,5,5,5,1,7,1,1,1,1,7,7,7,1,1, , , , , , ,1,1,1,1,1,1,1.08885251,0.85618334,1.51021227
2018025954,45,8,4,2,5,11,1,6,4,1,3,5,2,3, , , ,1, ,3,2, ,1, , , ,5,5,1,2,2,1,2, ,2, ,2,4,3,7,4,4,2,4,3,2,5,3,1,2,1,7,3,3,3,2,2,3,2, , ,2, , , ,2,6,1,2,2, , , , ,3,2,98,1,2,2,1,2,1,2,1,0,0,0,0,0,0,0,1,99,1,1,2,1,1,1,1,2,4,1,2,2,2,4,4,5,2,3, , , , , , ,1,3,1,2,1,1,0.37271482,0.71326623,0.76264756
2018025955,20,1,1,2,6,12,1,7,2,1,3,6,4,3, , , ,1, ,3,2, ,1, , , ,2,6,3,3,3,1,1, ,1, ,2,1,5,6,4,2,2,1,3,2,2,4,1,1,2,7,3,1,3,3,3,3,1, ,1,2,2,2,2,2,3,2,2,1,2,2, , ,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,6,6,6,2,3, , , , , , ,98,98,2,98,98,98,0.35187112,0.43923982,0.85726344
2018025956,17,4,2,2,6,12,1,4,1,2,1,5,5,3, , ,2,1, ,8,2,8,2,2, ,3,2,5,3,1,2,1,2, , ,2,2,2,5,7,5,4,2,2,5,3,3,3,1,1,2,7,2,1,3,3,3,3,1,3,98,2, , , ,1,5,2,2,1,1,2,2,1,3,2,1,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,6,1,2,2,2,7,6,6,2,3, , , , , , ,1,3,98,98,1,98,0.52226536,0.95289512,1.00909104
2018025957,29,8,4,2,6,12,1,4,1,2,1,5,7,3, , ,3,1, ,8,2,8,2,2, ,2,1,9,8,1,3,1,1, , ,1,2,1,5,1,1,1,1,1,1,5,1,4,1,1,2,7,3,2,3,2,3,3,1,2,1,1,2,2,2,1,5,2,2,1,1,2,2,1,6,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,7,6,2,3, , , , , , ,1,3,98,4,1,2,0.46933436,0.93992875,0.92031303
2018025958,13,8,4,1,5,5,1,6,1,2,1,5,6,3, , ,3,1, ,2,2,2,1, , ,1,4,6,6,2,3,1,1, ,1, ,2,1,4,4,6,6,2,2,3,5,3,2,1,1,2,7,3,3,1,2,3,3,1,3,1,1,1,2,1,1,6,1,2,1,1,2,2,1,3,2,1,2,2,2,2,1,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,5,1,2,2,2,6,7,6,1,2,2,1,2, ,3,4,1,3,2,2,1,2,0.38592641,0.47942424,0.65826384
2018025959,50,3,2,2,3,9,1,4,2,4,3,2,1,3, , , ,1, ,7,2, ,1,2, , ,3,10,1,3,1,1,2,2,1, ,2,4,2,7,7,7,5,5,5,1,5,3,2,1, ,7,1,1,3,3,3,3,2, , ,2, , , ,2,6,2,1,2, , , , ,1,2,1,1,1,2,1,2,2,2,1,0,0,0,0,0,0,0,2,4,1,1,1,1,1,1,1,1,7,1,2,2,2,7,7,5,1,2,1,1,2, ,3,7,1,3,3,3,1,98,1.31835347,0.57014499,0.88229609
2018025960,43,6,3,1,4,4,1,6,1,2,1,4,7,3, , ,3,1, ,2,2,4,1, , ,1,5,9,6,1,3,1,2,1,1, ,2,1,5,6,4,4,1,2,4,4,3,3,1,1,2,1,2,1,3,3,3,3,1,1,1,1,1,2,2,1,6,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,5,1,2,2,2,7,6,5,2,3, , , , , , ,1,3,98,2,1,2,0.6742863,1.40251242,0.99819204
2018025961,29,8,4,2,6,12,1,4,1,2,1,5,4,3, , ,2,1, ,8,2,8,2,2, ,1,2,8,6,1,3,1,1, , ,1,2,1,5,5,4,4,1,1,2,5,2,4,1,1,2,6,2,1,3,3,3,3,2, , ,2, , , ,2,6,2,2,2, , , , ,1,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,1,7,6,6,2,2,1,2,2, ,3,5,1,3,1,98,1,98,0.46933436,0.93992875,0.92031303
2018025962,16,4,2,2,1,7,1,6,2,3,3,6,1,3, , , ,1, ,5,1, ,1, , , ,6,3,5,3,3,3,2, ,2, ,2,2,98,6,7,7,4,3,3,4,3,3,1,1,2,4,3,3,3,2,3,3,1, ,2,2, , , ,2,6,2,2,2, , , , ,7, , , , , , , ,2,2,1,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,5,7,4,2,3, , , , , , ,1,3,4,3,1,2,0.35405495,0.79240808,0.77332382
