NFCSID,STATEQ,CENSUSDIV,CENSUSREG,A3,A3Ar_w,A3B,A4A_new_w,A5_2015,A6,A7,A7A,A11,A8,AM21,AM30,AM31,AM22,X3,X4,A9,A10,A10A,A21_2015,A22_2015,A14,J1,J2,J3,J4,J5,J6,J8,J9,J10,J20,J30,J31,J32,J33_1,J33_2,B1,B2,B4,B30,B31,C1_2012,C2_2012,C3_2012,C4_2012,C5_2012,C10_2012,C11_2012,B14,D20_1,D20_2,D20_3,D20_4,D20_5,D20_6,D20_7,EA_1,E4A_2015,E5_2015,E7,E8,E20,E15_2015,F1,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F10,G1,G20,G30_1,G30_2,G30_3,G30_4,G30_5,G30_97,G30_98,G30_99,G31,G32,G33,G34,G35,G22_2015,G36,G25_1,G25_2,G25_4,G25_5,G37_1,G37_2,G37_3,G37_98,G37_99,G38,G23,H1,H30_1,H30_2,H30_3,M1_1,M1_2,M4,M20,M21_1,M21_2_2015,M21_3,M21_4,M30,M6,M7,M8,M31,M9,M10,wgt_n2,wgt_d2,wgt_s3
2015021466,29,8,4,2,6,12,2,3,1,2,1,5,6,3, , ,2,1, ,8,8,2,2, ,3,10,7,1,3,1, , ,1,2,1,5,1,5,2,7,1,1,2,3,3,1,2,2,1,2,2,2,1,2,1,2,1,2,1,2,1,1, ,2,2, , ,3,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,6,3, , , , ,1,1,3,2,2,1,2,0.62873682,1.33175861,1.26648628
2015021467,37,7,3,2,2,8,2,6,2,4,3,6,1,3, , , ,1, ,1, ,1, , , ,2,9,3,2,2, ,2, ,1,98,2,2,3,4,3,2,2, ,2,3,2, , ,2, , , , ,1,2,2,2,2,1,1,1,14,11,2,2, , ,7, , , , , , , ,2,2,1,0,0,0,0,0,0,0,2,1,2,1,1,1,2,2,1,1,1, , , , , ,2,7,2,2,1,1,7,3,3,98, , , , ,2,1,98,98,98,1,98,0.59532494,0.26247451,0.55982905
2015021468,35,4,2,1,2,2,2,6,1,2,1,1,5,3, , ,3,1, ,2,2,1, , ,1,5,2,3,3,2,2,2, ,2,98,3,1,4,4,5,1,1,2,3,3,2, , ,2, , , ,2,1,2,2,2,2,2,2,1,97, ,2,2, , ,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,4,1,1,1,1,6,6,5,3, , , , ,2,1,98,98,2,98,98,0.28912297,0.22682134,2.52858408
2015021469,33,2,1,1,2,2,1,4,1,2,1,1,5,1, , ,1,2,1,2,2,1,1,3,1,8,7,2,2,1,1,1, ,1,3,3,1,3,7,5,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,2,2,2,1,1,1,10,70,2,1,1, ,2,1,2,1,2,2,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1, ,2,2,1,3,2,4,2,1,0,0,0,0,1,6,1,2,1,1,5,5,5,2,2,1,2,2,1,2,2,1,2,2,1,1.48010413,1.12264014,1.23425332
2015021470,33,2,1,1,3,3,2,4,2,3,3,6,1,3, , , ,1, ,3, ,1,2, , ,1,1,1,2,2, ,2, ,1,4,2,1,2,1,1,1,2,2,2,3,2, , ,2, , , ,2,1,2,2,2,2,2,1,2, , , , , , ,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,1,7,1,2,2,2,4,6,5,98, , , , ,2,98,2,4,2,98,1,1.54489916,1.03863475,1.09690311
2015021471,14,3,2,2,3,9,2,7,1,2,1,1,7,3, , ,3,1, ,2,2,1, , ,1,9,8,1,3,1,1,2, ,2,2,4,2,5,6,4,1,1,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,1,2,1,6,10,2,2, , ,3,2,2,1,2,1,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,5,5,3,2,0,0,0,1,0,2,4,1,1,1,2,3,6,7,1, , , , ,2,1,3,2,3,2,2,0.65924636,0.78842956,1.00036959
2015021472,46,1,1,1,1,1,1,2,2,3,3,6,1,3, , , ,1, ,7, ,1,2, , ,7,4,3,3,2, ,2, ,2,4,5,2,4,3,2,1,2,2,2,3,2, , ,2, , , ,2,1,2,2,2,2,2,2,2, , , , , , ,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,2,2,2,2,5,7,3,1, , , , ,2,1,3,98,2,98,98,0.57487475,0.35404158,3.35710568
2015021473,39,2,1,1,5,5,2,5,2,4,3,6,1,2,4,2, ,1, ,5, ,1, ,3, ,7,1,1,3,2, ,2, ,2,4,2,1,4,3,3,1,2,2,3,3,2, , ,2, , , ,2,2,2,2,2,2,2,2,2, , , , , , ,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,5,2,98,1,2,2,1,1,3,98,3,1,98,2.87497788,1.27394775,0.96449038
2015021474,1,6,3,2,2,8,1,7,1,2,1,6,5,3, , ,3,1, ,7,2,1, , ,3,7,6,1,3,1, ,1, ,2,2,3,1,5,3,6,1,1,2,2,2,1,2,1,2,1,2,98,1,1,2,2,98,2,2,1,2, , , , , , ,2,1,2,2,2,2,1,1,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,2,1,1, , , , , ,2,4,1,2,2,2,6,7,5,1, , , , ,1,1,3,4,98,1,2,0.49687341,0.54763309,0.46710646
2015021475,6,8,4,2,1,7,2,2,2,4,3,6,1,3, , , ,1, ,5, ,1, ,1, ,7,6,3,2,2, ,2, ,2,2,1,2,3,6,3,1,1,1,1,2,2, , ,2, , , ,2,1,2,2,2,2,2,1,2, , , , , , ,2,2,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,98,2,2,2,4,1,98,2,2,1,1, , , , , ,1,6,1,1,1,1,6,7,5,3, , , , ,1,3,98,1,3,98,2,0.28397855,1.64458005,0.77460737
2015021476,32,8,4,1,6,6,1,7,5,1,3,5,5,2,4,1, ,1, ,8, ,2, , , ,10,1,1,3,1, , ,1,2,1,4,1,5,1,7,1,1,2,3,3,1, ,1,1,1,2,2,1,2,1,2,1,1,2,2,1,1, ,2,2, , ,3,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,6,2,2,1,2,2,1,1,3,1,4,1,2,0.35559722,0.54486898,0.60404326
2015021477,7,1,1,2,2,8,2,7,1,2,1,6,7,3, , ,3,1, ,2,2,1, , ,98,7,8,2,3,98, ,1, ,1,1,4,1,5,6,5,1,2,1,3,2,98, , ,1,98,2,1,2,98,1,98,2,2,1,98,1,13,60,1,2,98,2,2,1,2,98,99,2,2,1,2,98,0,1,0,0,0,0,0,0,2,2,1, ,3,98,1,2,5,4,3,0,0,1,0,0,2,5,1,1,2,98,5,2,6,1, , , , ,98,2,2,2,1,1,2,0.47034913,1.23179408,1.01296517
2015021478,9,5,3,2,2,8,2,5,2,2,2,5,5,3, , , ,1, ,6,6,1,99, ,2,2,6,3,98,2, ,2, ,99,1,4,2,1,3,1,98,1, ,98,98,98, , ,98, , , ,2,1,2,2,2,2,98,2,1,2,-98,1,2,1,3,4,2,2,2,98,98,98,98,98,1,1,1,0,0,0,0,0,0,2,1,98,98,98,1,1,4,4,5,4,0,0,1,0,0,99,3,98,1,1,1,6,6,4,2,2,1,2, ,1,99,2,2,3,99,2,1.36496050,0.13719578,1.40825612
2015021479,39,2,1,2,4,10,2,3,2,2,2,3,3,3, , , ,1, ,2,2,1,2, ,1,1,3,3,2,2,2,2, ,2,2,1,1,3,7,4,1,2,1,2,3,2, , ,2, , , ,2,1,2,2,2,2,2,1,2, , , , , , ,1,2,1,1,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,3,2,2,2,1,7,7,5,3, , , , ,1,98,98,98,98,98,98,2.53261608,1.26025300,0.99300389
2015021480,26,4,2,2,2,8,2,6,4,1,3,4,3,3, , , ,1, ,2, ,1, , , ,1,1,2,1,2,2,2, ,1,4,1,1,1,7,7,1,1,1,3,3,1, ,1,2,1,2,2,2,1,2,2,2,2,2,2,2, , , , , , ,1,2,1,1,1,1,2,1,2,1,1,0,0,0,0,0,0,0,1,1,2,1,1,1,1,2,5,5,3,1,0,1,0,0,1,7,1,2,2,1,6,6,6,2,2,2,1, ,2,1,2,98,2,1,98,0.20902854,1.30691946,0.52484060
2015021481,46,1,1,2,1,7,1,6,2,2,2,6,5,3, , , ,1, ,2,2,1, , ,3,6,6,3,3,98, ,2, ,2,2,1,98,4,4,4,1,2,2,3,3,1,1,98,2, , , ,2,1,2,2,2,2,2,2,2, , , , , , ,1,2,1,2,2,2,2,1,1,2,1,1,0,0,0,0,0,0,1,2,2,1,2,2,98,1,1,1,1, , , , , ,2,4,1,2,2,2,5,5,5,3, , , , ,1,3,1,98,98,1,98,0.27536103,0.21053934,0.43570323
2015021482,22,1,1,2,2,8,1,4,1,2,1,1,3,3, , ,3,1, ,4,5,1,2, ,2,1,1,2,1,2,2,2, ,1,4,1,98,1,7,1,1,2,2,3,2,2, , ,2, , , ,2,1,2,2,2,2,2,2,2, , , , , , ,3,2,1,2,1,1,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,1,7,1,1,2,2,1,4,1,3, , , , ,2,1,3,98,4,1,98,0.41561979,2.68101890,1.04738735
2015021483,14,3,2,2,2,8,2,6,1,2,1,6,6,3, , ,3,1, ,1,2,1, , ,3,9,8,1,2,2, ,1, ,2,2,2,1,5,6,6,1,2,2,2,3,2, , ,2, , , ,2,1,2,2,2,2,2,2,2, , , , , , ,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,4,1,2,2,2,5,5,5,3, , , , ,1,3,2,2,2,98,2,0.60762015,0.79393675,0.98498471
2015021484,19,7,3,2,1,7,2,4,2,4,3,6,1,3, , , ,1, ,5, ,1, ,1, ,7,6,2,2,2, ,2, ,1,3,3,98,5,5,5,1,1,1,1,3,2, , ,2, , , ,2,1,2,2,2,1,1,1,2, , , , , , ,1,2,1,1,2,2,2,2,2,2,1,0,0,0,0,0,0,0,3,98,2,3,1,2,1,1,4,3,1,1,0,0,0,0,98,4,1,1,1,1,6,7,5,3, , , , ,1,1,3,4,3,2,98,1.57248318,0.70124161,1.06938700
2015021485,48,9,4,2,3,9,1,6,2,4,3,3,2,3, , , ,1, ,3, ,1, , , ,7,1,3,2,1,2,2, ,2,1,98,2,5,5,4,1,1,2,3,3,2, , ,2, , , ,2,1,2,2,2,2,2,2,2, , , , , , ,1,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,4,1,2,2,2,6,5,5,2,1,1,2, ,1,1,3,98,2,1,2,1.16326021,0.55848444,0.72956840
2015021486,22,1,1,2,6,12,1,2,5,4,3,5,1,3, , , ,1, ,8, ,2,2, , ,1,1,3,1,2, , ,1,1,4,98,1,2,7,1,1,1,1,3,3,2, , ,2, , , ,2,2,2,2,1,2,2,1,1,1, ,1,2,2,3,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,7,1,2,2,2,1,2,7,3, , , , ,1,1,2,2,3,1,2,0.48167297,2.99754010,1.07292348
2015021487,8,5,3,2,1,7,2,4,2,3,3,6,4,3, , , ,1, ,1, ,1,2, , ,4,3,1,3,2, ,2, ,2,3,3,2,2,98,2,2,2, ,3,3,2, , ,2, , , , ,1,2,2,2,2,2,2,2, , , , , , ,7, , , , , , , ,2,1,1,0,0,0,0,0,0,0,3,2,1,1,1,2,98,1,1,1,1, , , , , ,1,5,1,2,2,2,98,3,4,3, , , , ,2,3,98,98,98,98,98,1.87282194,0.14734357,1.43561829
2015021488,9,5,3,2,5,11,2,5,2,1,3,5,1,3, , , ,1, ,6, ,1,2, , ,1,1,1,2,2, ,2, ,98,4,1,2,3,6,4,2,2, ,3,3,2, , ,2, , , , ,2,2,2,2,1,2,2,2, , , , , , ,7, , , , , , , ,2,2,1,0,0,0,0,0,0,0,1,98,2,1,2,1,98,1,1,1,1, , , , , ,1,6,1,2,2,2,4,6,5,3, , , , ,2,1,3,2,3,2,2,1.44906218,0.12348272,1.44124888
2015021489,35,4,2,2,1,7,1,6,2,2,2,6,1,3, , , ,1, ,7,2,1, , ,1,1,8,3,2,1, ,2, ,2,2,1,2,98,7,5,1,1,2,3,3,1,1,2,2, , , ,2,1,2,2,2,2,2,2,2, , , , , , ,7, , , , , , , ,2,2,1,0,0,0,0,0,0,0,1,2,1,1,2,1,2,1,1,1,1, , , , , ,2,7,1,2,2,2,7,7,6,2,1,2,2, ,1,1,3,2,3,1,2,0.32076829,0.19234626,0.38314151
2015021490,42,4,2,2,5,11,1,4,1,2,1,5,5,3, , ,3,1, ,4,2,1,2, ,2,7,7,3,3,2, ,2, ,2,2,98,2,5,4,4,1,2,2,3,3,2, , ,2, , , ,2,1,2,2,2,2,2,2,1,1, ,2,2, , ,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,4,1,2,2,2,4,4,4,1, , , , ,2,1,3,2,3,98,98,0.56110124,0.30993574,1.18053688
2015021491,32,8,4,2,2,8,2,3,2,2,2,1,2,3, , , ,1, ,2,2,1,2, ,98,98,98,98,2,2,2,2, ,2,4,98,2,5,98,1,1,2,2,3,3,2, , ,2, , , ,2,1,2,2,2,2,2,2,1,11,-99,1,2,98,1,99, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,6,1,2,2,2,5,5,3,3, , , , ,1,98,98,98,98,1,98,0.28397855,0.64378661,0.86425683
2015021492,20,1,1,2,4,10,1,4,4,4,3,5,4,3, , , ,1, ,6, ,1,2, , ,3,1,1,3,1, ,2, ,2,1,98,2,5,7,4,1,1,2,3,3,1, ,2,2, , , ,2,2,2,2,2,1,2,2,1,1, ,1,2,2,1,1,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,4,1,2,2,2,7,7,5,3, , , , ,1,1,3,98,3,98,98,0.45093276,0.55874045,1.01953704
2015021493,3,8,4,1,1,1,2,4,2,1,3,6,2,3, , , ,1, ,2, ,1,2, , ,1,1,3,2,2, ,2, ,1,1,1,1,2,7,7,2,2, ,2,3,98, , ,2, , , , ,1,2,2,2,2,1,2,2, , , , , , ,7, , , , , , , ,2,2,1,0,0,0,0,0,0,0,3,1,1,2,3,1,1,1,1,5,4,0,1,0,0,0,2,1,2,2,2,1,4,7,5,3, , , , ,2,1,3,4,98,98,98,1.02959460,3.60485536,1.12860971
2015021494,27,8,4,2,2,8,1,4,1,2,1,1,2,3, , ,3,1, ,5,2,1, ,1,1,4,3,2,2,2,2,1, ,2,4,98,1,5,7,7,1,1,2,3,3,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2, , , , , , ,2,1,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,0,1,2,2,3,1,1,1,1,1,1,1, , , , , ,2,4,1,2,2,2,6,6,5,2,2,1,2, ,1,98,98,98,98,1,2,0.43578410,0.36352804,0.86554643
2015021495,30,1,1,2,2,8,1,2,5,1,3,6,3,3, , , ,1, ,1, ,1,2, , ,1,4,2,2,2, ,2, ,2,4,2,1,2,6,4,2,2, ,1,3,2, , ,2, , , , ,2,2,2,2,1,1,2,2, , , , , , ,7, , , , , , , ,2,1,0,0,0,0,0,1,0,0, , , , , , , ,2,1,2,1,0,1,0,0,0,1,5,1,1,2,2,4,3,3,3, , , , ,1,2,2,98,98,1,98,0.41561979,0.53977174,0.91466751
2015021496,50,3,2,2,2,8,1,4,1,2,1,2,6,3, , ,3,1, ,4,2,1,2, ,2,8,4,3,3,1,1,1, ,2,1,5,1,5,5,7,1,1,2,3,3,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,15,20,1,2,2,1,2,1,2,2,2,2,2,1,2,1,1,0,0,0,0,0,0,0,1,2,1,2,2,2,2,1,1,1,1, , , , , ,2,5,1,2,1,1,7,7,5,1, , , , ,1,1,3,98,2,1,2,1.43544750,0.77266027,0.92565656
2015021497,20,1,1,2,1,7,1,6,2,3,3,5,7,3, , , ,1, ,5, ,1, , , ,2,7,2,2,1, ,1, ,2,2,5,1,5,6,6,1,1,2,3,3,2, , ,1,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , ,2,1,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,2,2,98,3,1,1,98,1,1,1,1, , , , , ,2,5,1,2,2,2,5,7,5,3, , , , ,1,1,1,98,2,1,1,0.27536103,0.43183188,0.61973815
2015021498,35,4,2,2,5,11,1,5,2,1,3,6,3,3, , , ,1, ,8, ,2,2, , ,7,4,3,3,1, , ,1,2,1,3,2,5,4,7,1,1,2,3,3,2, , ,1,2,99,2,2,2,2,99,2,2,2,2,1,1, ,2,2, , ,2,1,2,2,2,2,2,98,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,5,6,3, , , , ,98,2,98,98,98,98,98,0.56110124,0.27999460,1.00941515
2015021499,18,6,3,2,3,9,2,5,2,4,3,1,3,3, , , ,1, ,1, ,1,2, , ,7,1,3,2,2,2,2, ,2,4,1,2,4,1,3,1,1,2,3,3,2, , ,2, , , ,2,2,2,2,2,2,1,2,1,17,-98,2,2, , ,2,2,1,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,3,1,2,1,3,2,2,1,4,1,1, , , , , ,2,4,2,2,2,2,7,7,7,3, , , , ,2,1,1,98,3,98,98,0.92791331,1.13183780,1.11688352
2015021500,48,9,4,1,3,3,1,7,1,2,1,3,7,3, , ,3,1, ,2,2,1, , ,1,7,8,1,3,1,2,1, ,2,1,5,1,5,5,6,1,1,2,3,3,1,3,1,1,1,2,2,1,1,2,2,2,2,2,2,1,16,20,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,1,1,1,1,2,2,2,1,1,4,1,1,0,0,0,0,2,6,1,2,2,2,7,7,5,3, , , , ,2,1,3,2,2,1,2,1.35735625,0.61471191,0.76955656
2015021501,23,3,2,2,1,7,1,2,1,2,1,6,4,3, , ,3,1, ,2,2,1,2, ,3,7,6,1,2,2, ,2, ,2,3,2,1,4,6,7,1,1,2,2,3,1,2,98,2, , , ,2,1,2,2,2,2,1,2,2, , , , , , ,3,2,2,1,2,2,2,2,2,2,0,1,0,0,0,0,0,0,98,98,98, ,98,2,98,1,1,1,1, , , , , ,2,5,1,2,2,2,7,7,6,3, , , , ,2,98,98,98,98,98,98,1.43544750,1.35053294,1.13215524
2015021502,13,8,4,2,4,10,1,6,1,2,1,6,2,3, , ,3,1, ,7,7,1, , ,2,6,5,2,2,2, ,2, ,1,3,1,2,4,7,2,1,1,2,3,3,2, , ,1,1,1,1,2,2,2,2,2,1,2,2,1,2,10,1,2,2,3,2,2,1,2,1,2,2,2,2,1,0,0,0,0,0,1,0,0, , , , , , , ,1,1,2,1,1,0,0,0,0,2,4,2,1,1,1,4,4,5,3, , , , ,1,1,2,2,98,2,98,0.31325154,0.35079329,0.59046188
2015021503,46,1,1,2,5,11,1,6,1,2,1,6,3,3, , ,2,1, ,7,8,3, , ,1,1,5,2,1,2, , ,1,1,4,2,1,5,7,4,1,1,2,3,3,1,2,2,2, , , ,2,2,2,1,1,1,2,2,1,3,100,2,2, , ,2,2,1,2,2,2,2,1,2,1,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,1,4,1,1,1,1,7,7,6,3, , , , ,1,1,3,2,2,1,2,0.31912332,0.23539563,0.64308958
2015021504,32,8,4,2,6,12,1,7,1,2,1,5,7,3, , ,3,1, ,8,8,2, , ,1,9,6,1,3,1, , ,1,2,1,4,1,5,2,7,1,1,2,3,3,1,3,2,1,2,2,2,2,2,1,1,1,2,2,2,1,7,75,1,2,2,1,3,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,7,1,2,2,2,7,7,6,3, , , , ,1,1,3,2,2,1,2,0.33460598,0.48510202,0.47111755
2015021505,8,5,3,1,4,4,1,6,1,2,1,5,6,3, , ,3,1, ,2,2,1, , ,1,4,8,3,2,1, ,2, ,2,1,5,1,3,5,6,1,1,2,3,3,1,1,1,2,1,2,2,2,1,2,2,2,2,1,2,1,6,-98,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,3,98,2,1,1,1,98,1,1,2,1,0,1,0,0,0,2,5,1,2,2,2,6,5,5,3, , , , ,1,1,3,98,3,1,2,0.91963910,0.11633973,0.57598982
2015021506,38,9,4,2,2,8,1,4,2,1,3,1,4,3, , , ,1, ,3, ,1,2, , ,7,3,3,3,1,2,2, ,2,1,5,2,4,5,5,1,1,2,3,3,1, ,2,2, , , ,2,1,2,2,2,2,2,2,1,14,100,2,2, , ,1,2,1,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,3,1,1,1, , , , , ,2,1,1,2,2,2,7,7,5,3, , , , ,1,1,3,4,3,1,98,1.61828514,0.52192966,0.81263634
2015021507,18,6,3,2,1,7,1,2,2,3,3,6,4,3, , , ,1, ,7, ,1,2, , ,7,1,3,2,1, ,2, ,2,3,1,1,98,4,5,1,2,2,3,3,2, , ,2, , , ,2,2,2,2,2,1,2,2,2, , , , , , ,1,1,2,2,2,2,2,2,2,1,0,0,0,0,0,1,0,0, , , , , , , ,1,1,2,1,0,1,1,0,0,2,1,1,2,2,2,4,4,4,2,1, ,2, ,1,98,98,98,98,98,2,0.74996241,0.93210438,1.03871036
2015021508,37,7,3,1,6,6,1,4,5,1,3,5,2,2,4,2, ,1, ,8, ,2,2, , ,7,1,3,2,2, , ,1,2,1,1,1,4,7,3,1,1,2,3,3,2, , ,2, , , ,1,2,1,2,1,2,2,2,2, , , , , , ,2,1,2,2,2,2,1,1,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,5,1,2,2,2,7,7,6,2,2,1,2,2,2,1,3,4,2,1,98,1.69829990,0.61003666,1.07533317
2015021509,21,5,3,2,2,8,2,4,2,1,3,6,3,3, , , ,1, ,1, ,1,2, , ,1,10,2,1,2, ,2, ,1,4,1,2,98,4,7,1,1,2,2,3,2, , ,2, , , ,2,1,2,2,2,2,2,1,2, , , , , , ,1,2,1,1,1,1,1,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,2,2,2,2,7,7,5,3, , , , ,2,1,98,1,3,2,2,1.25034818,0.94143380,1.05366371
2015021510,9,5,3,2,2,8,1,6,2,1,3,6,5,3, , , ,1, ,2, ,1, , , ,3,10,2,2,2, ,2, ,1,1,4,2,5,7,7,1,1,1,3,1,1, ,1,1,1,2,2,2,1,2,2,2,2,1,1,2, , , , , , ,4,2,1,1,1,2,1,1,2,1,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,1,4,1,2,1,1,6,6,6,2,2,1,2, ,1,1,3,2,3,1,2,0.72641514,0.08991809,0.61497458
2015021511,31,2,1,2,1,7,1,6,2,3,3,6,1,3, , , ,1, ,3, ,1, , , ,2,6,3,2,2, ,2, ,2,3,4,98,4,5,5,1,1,2,3,2,2, , ,2, , , ,2,1,2,2,2,2,2,1,2, , , , , , ,1,1,2,98,2,2,98,1,2,2,1,0,0,0,0,0,0,0,1,2,2,3,1,2,1,1,1,1,1, , , , , ,2,6,1,1,2,1,6,7,5,98, , , , ,2,1,3,1,3,1,2,1.35614994,0.72478794,0.82878010
2015021512,31,2,1,2,2,8,2,7,1,2,1,1,8,3, , ,3,1, ,2,2,1, , ,1,7,7,1,2,1,1,1, ,1,1,1,1,5,4,4,1,1,1,1,1,1,3,1,2,2,1,2,1,1,2,98,2,2,1,2,1,7,-98,1,1,2,1,2,2,1,2,98,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , , , , ,3,3,2,2,0,1,0,0,0,1,4,1,98,2,2,4,4,4,1, , , , ,1,98,2,2,2,1,1,2.31646409,0.63512290,0.79465426
2015021513,13,8,4,2,5,11,1,5,1,2,1,5,4,3, , ,3,1, ,3,1,1,2, ,3,4,3,3,2,2, ,2, ,98,2,4,2,5,7,5,1,98,2,3,3,2, , ,1,98,2,2,98,1,98,98,2,2,98,2,1,1, ,98,2, , ,1,1,2,2,2,2,2,2,1,1,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,4,1,2,2,2,7,3,3,3, , , , ,1,1,98,98,98,1,98,0.50504193,0.59098438,1.13012489
2015021514,46,1,1,1,1,1,1,2,2,4,3,6,1,3, , , ,1, ,5, ,1, ,1, ,5,8,1,3,2, ,2, ,2,1,2,2,5,7,7,1,1,2,2,3,2, , ,2, , , ,2,1,2,2,2,2,2,1,2, , , , , , ,7, , , , , , , ,2,2,1,0,0,0,0,0,0,0,1,98,1,1,1,1,1,1,1,1,1, , , , , ,2,3,1,2,2,2,6,7,4,2,1, ,2, ,1,1,98,98,98,1,1,0.57487475,0.35404158,3.35710568
2015021515,11,5,3,2,6,12,2,7,1,2,1,5,6,3, , ,3,1, ,8,2,2, , ,3,6,5,1,3,1, , ,1,2,2,1,1,4,4,4,1,1,2,3,3,1,3,1,2,1,2,2,1,1,2,2,1,2,2,2,2, , , , , , ,2,2,1,1,2,2,2,2,1,2,1,0,1,0,0,0,0,0,1,1,2,1,2,2,2,1,1,1,1, , , , , ,2,4,1,2,2,2,6,7,6,2,2,1,2, ,2,1,3,98,2,98,2,0.96004874,1.07029569,0.69618677
2015021516,32,8,4,2,2,8,1,1,1,2,1,6,1,3, , ,3,1, ,3,6,1, , ,3,1,3,1,1,1, ,2, ,1,4,1,2,2,7,3,1,1,1,3,1,2, , ,2, , , ,2,2,2,1,2,2,2,1,2, , , , , , ,1,2,1,1,1,1,2,1,2,1,0,1,0,0,0,0,0,0,1,2,1, ,4,1,2,1,1,1,1, , , , , ,1,7,1,1,1,1,1,2,3,3, , , , ,2,98,98,2,98,1,98,0.43578410,0.71944510,0.62643871
2015021517,20,1,1,1,3,3,1,3,2,2,2,6,5,3, , , ,1, ,2,2,1,2, ,3,7,7,1,3,1, ,1, ,2,1,1,1,5,2,6,1,1,2,3,3,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,4,-98,1,1,2,1,2,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,5,1,2,2,2,7,6,5,1, , , , ,1,1,3,98,2,1,2,0.52617324,0.60255473,1.21138862
2015021518,20,1,1,2,6,12,1,6,4,1,3,6,2,3, , , ,1, ,8, ,2, , , ,7,7,1,3,1, , ,2,2,1,3,1,5,7,5,1,1,2,3,3,2, , ,1,2,2,2,2,2,2,2,1,2,2,2,1,1, ,2,2, , ,2,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,1,2,1,7,5,4,3, , , , ,2,1,3,2,2,1,2,0.31912332,0.48281397,0.66911231
