NFCSID,STATEQ,CENSUSDIV,CENSUSREG,A3,A3Ar_w,A3B,A4A_new_w,A5_2015,A6,A7,A7A,A11,A8,AM21,AM30,AM31,AM22,X3,X4,A9,A10,A10A,A21_2015,A22_2015,A14,J1,J2,J3,J4,J5,J6,J8,J9,J10,J20,J30,J31,J32,J33_1,J33_2,B1,B2,B4,B30,B31,C1_2012,C2_2012,C3_2012,C4_2012,C5_2012,C10_2012,C11_2012,B14,D20_1,D20_2,D20_3,D20_4,D20_5,D20_6,D20_7,EA_1,E4A_2015,E5_2015,E7,E8,E20,E15_2015,F1,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F10,G1,G20,G30_1,G30_2,G30_3,G30_4,G30_5,G30_97,G30_98,G30_99,G31,G32,G33,G34,G35,G22_2015,G36,G25_1,G25_2,G25_4,G25_5,G37_1,G37_2,G37_3,G37_98,G37_99,G38,G23,H1,H30_1,H30_2,H30_3,M1_1,M1_2,M4,M20,M21_1,M21_2_2015,M21_3,M21_4,M30,M6,M7,M8,M31,M9,M10,wgt_n2,wgt_d2,wgt_s3
2015021412,30,1,1,2,1,7,1,2,2,2,2,6,1,3, , , ,1, ,5,2,1, ,2,1,3,4,1,2,1, ,2, ,1,4,3,2,4,4,7,1,1,1,3,3,2, , ,2, , , ,2,1,2,2,2,2,2,2,2, , , , , , ,7, , , , , , , ,1,1,1,1,0,0,0,0,0,0,3,1,1,3,1,1,98,1,1,1,1, , , , , ,2,7,2,2,2,1,4,7,5,3, , , , ,2,1,3,98,2,1,98,0.41561979,0.53977174,0.91466751
2015021413,33,2,1,2,2,8,1,5,1,2,1,5,7,3, , ,3,1, ,2,1,1,2, ,3,7,6,1,3,1, ,1, ,1,1,5,2,5,5,7,1,1,2,3,3,1,3,1,1,1,2,2,2,1,2,2,2,2,1,2,1,11,10,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,1,2,2,1,1,2,2,1,1,1,1, , , , , ,2,2,1,2,2,2,7,6,6,3, , , , ,2,1,3,98,2,1,2,1.07007756,1.12260103,1.21284842
2015021414,49,5,3,2,6,12,1,1,5,1,3,5,1,3, , , ,1, ,8, ,2, , , ,5,5,3,2,2, , ,2,2,4,98,1,4,4,6,1,2,1,3,3,2, , ,2, , , ,2,2,2,2,1,2,2,2,1,1, ,1,2,2,1,2,2,1,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,7,1,2,1,1,6,2,4,3, , , , ,2,2,98,4,98,98,98,1.27067558,0.29595537,1.13933090
2015021415,23,3,2,2,1,7,1,2,2,2,2,6,4,3, , , ,1, ,3,2,1,2, ,2,9,8,3,2,2, ,2, ,2,4,1,2,98,5,5,1,2,2,1,2,98, , ,2, , , ,2,1,2,2,2,2,98,1,2, , , , , , ,7, , , , , , , ,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,1,4,5,4,2,1, ,2, ,2,98,2,98,98,1,98,1.43544750,1.35053294,1.13215524
2015021416,26,4,2,2,4,10,2,4,2,1,3,5,2,3, , , ,1, ,6, ,1,2, , ,7,3,1,3,2, ,2, ,2,4,3,1,3,4,4,2,2, ,2,3,2, , ,2, , , , ,2,2,2,2,1,2,2,2, , , , , , ,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,2, , , , , ,2,1,1,2,2,2,7,7,6,3, , , , ,2,1,2,98,3,1,98,0.59903622,2.04708772,0.96568931
2015021417,11,5,3,2,3,9,1,3,2,2,2,6,3,3, , , ,1, ,6,2,1,2, ,3,1,1,2,1,2, ,2, ,1,4,1,2,1,7,7,2,2, ,1,3,2, , ,2, , , , ,1,2,2,1,2,2,1,2, , , , , , ,7, , , , , , , ,2,1,0,0,0,0,0,1,0,0, , , , , , , ,2,1,5,1,1,1,1,0,0,2,7,1,1,1,1,7,5,7,3, , , , ,2,2,2,3,1,2,2,1.18958148,1.49846050,1.16561167
2015021418,22,1,1,2,2,8,1,7,1,2,1,1,6,3, , ,3,1, ,2,2,1, , ,2,2,5,3,2,2,2,2, ,2,3,3,1,2,7,4,1,1,2,3,2,1,3,98,2, , , ,2,1,2,2,2,1,2,2,1,15,3,1,2,2,1,4,2,1,1,1,2,2,2,1,2,1,0,0,0,0,0,0,0,3,1,2,1,2,1,2,1,1,1,1, , , , , ,2,7,1,2,2,2,3,1,2,3, , , , ,2,1,98,98,3,98,98,0.27536103,2.11722307,0.90083117
2015021419,44,7,3,2,6,12,1,2,1,2,1,5,3,3, , ,2,1, ,8,8,2,2, ,3,8,7,1,2,1, , ,2,2,1,1,1,4,6,7,1,1,2,3,3,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,4,20,2,2, , ,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,3,1,2,2,2,7,7,6,2,1, ,1, ,1,98,98,98,98,1,98,0.79248814,2.04660427,1.25229104
2015021420,4,7,3,2,5,11,1,6,5,4,3,1,5,3, , , ,1, ,8, ,2, , , ,3,7,3,2,1,2, ,1,2,1,4,2,5,5,7,1,1,1,3,2,1, ,1,1,2,1,2,1,1,2,2,1,2,2,2,1,9,100,2,2, , ,2,2,1,2,2,2,2,1,1,2,0,0,1,0,0,0,0,0,98,2,98, ,1,2,1,1,1,1,1, , , , , ,2,5,1,2,2,1,6,6,6,2,2,2,1, ,2,1,3,2,2,1,2,1.05875624,0.26016983,0.69295724
2015021421,37,7,3,2,1,7,1,2,2,2,2,6,1,3, , , ,1, ,5,5,1, ,2,1,8,5,2,1,2, ,2, ,98,4,1,2,4,7,5,1,1,1,99,1,2, , ,98, , , ,2,1,2,2,2,2,1,1,2, , , , , , ,7, , , , , , , ,2,2,1,1,0,0,0,0,0,0,1,2,2,3,1,2,1,1,1,1,1, , , , , ,2,3,2,2,2,2,5,7,4,2,1, ,1, ,1,1,98,2,98,98,98,1.37890285,0.58669791,0.94838671
2015021422,43,6,3,2,4,10,1,2,1,2,1,5,4,3, , ,2,1, ,2,6,1,2, ,3,4,3,1,2,1, ,1, ,2,1,5,1,3,7,4,1,1,2,3,3,2, , ,2, , , ,2,1,2,2,1,1,2,2,1,13,-98,2,2, , ,7, , , , , , , ,2,1,0,0,0,0,0,1,0,0, , , , , , , ,2,1,1,1, , , , , ,1,6,1,2,2,2,7,4,5,3, , , , ,2,1,2,98,98,1,98,0.81368267,1.36725140,0.97467877
2015021423,41,5,3,2,1,7,2,2,2,3,3,6,1,3, , , ,1, ,2, ,1,2, , ,10,5,3,3,2, ,1, ,2,2,1,1,4,5,7,1,2,2,3,3,2, , ,2, , , ,2,1,2,2,2,1,2,2,2, , , , , , ,1,1,2,2,2,2,2,98,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,3,1,1,1,0,0,0,2,1,1,2,2,2,5,1,4,2,1, ,2, ,1,1,3,1,2,2,98,1.87282194,0.72190209,0.82669904
2015021424,33,2,1,2,5,11,1,4,1,2,1,5,4,3, , ,2,1, ,4,1,1,2, ,3,6,3,98,98,2, ,99, ,2,2,5,1,4,7,7,1,1,2,3,3,2, , ,1,1,2,2,2,1,2,2,1,2,1,2,1,1, ,1,2,98,1,2,2,1,2,2,2,2,1,2,98,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,3,1,2,2,2,6,6,4,3, , , , ,1,98,98,98,98,1,98,1.24014170,1.08169301,1.12159994
2015021425,29,8,4,2,6,12,1,4,1,2,1,5,5,3, , ,2,1, ,8,8,2,2, ,1,4,2,3,3,1, , ,1,2,1,98,1,5,4,5,1,1,2,3,3,1,1,2,2, , , ,2,1,1,2,1,2,2,2,2, , , , , , ,2,1,2,2,2,2,2,2,1,98,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,2,1,2,2,2,6,4,98,98, , , , ,2,1,3,98,2,1,98,0.50504193,1.02082840,1.02155528
2015021426,38,9,4,2,1,7,1,2,2,2,2,2,3,3, , , ,1, ,4,2,1,2, ,3,4,3,3,2,2,2,2, ,2,3,1,2,4,7,2,1,2,2,3,2,2, , ,98, , , ,2,1,2,2,2,2,2,2,2, , , , , , ,1,2,1,1,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,2, , , , , ,2,5,1,2,1,1,5,5,2,3, , , , ,2,1,1,2,1,1,98,1.61828514,0.52192966,0.81263634
2015021427,22,1,1,2,2,8,1,6,1,2,1,2,6,3, , ,3,1, ,3,2,1, , ,1,4,5,2,2,2,2,2, ,2,2,1,1,4,3,5,1,1,2,3,3,1,2,98,2, , , ,2,1,2,2,2,2,2,2,1,11,10,1,2,2,1,3,2,1,1,2,2,2,2,1,1,1,0,0,0,0,0,0,0,3,1,2,1,2,2,1,1,1,1,1, , , , , ,2,7,1,2,2,1,7,7,5,3, , , , ,1,1,3,98,3,1,98,0.27536103,2.11722307,0.90083117
2015021428,44,7,3,2,6,12,1,4,1,2,1,1,4,2,4,2,3,1, ,8,8,2,2, ,1,7,5,1,3,1,1, ,1,2,1,3,2,5,4,6,1,1,2,3,3,1,2,2,1,1,2,2,1,2,1,1,1,2,2,2,1,1, ,2,2, , ,3,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,6,5,6,3, , , , ,1,1,3,2,3,1,2,0.79248814,2.04660427,1.25229104
2015021429,1,6,3,2,4,10,1,2,1,2,1,1,4,3, , ,3,1, ,4,2,1,2, ,1,4,1,3,2,2,2,2, ,2,4,1,1,4,7,1,1,1,2,3,3,1,2,98,2, , , ,2,1,2,2,2,2,2,2,1,1, ,1,2,98,1,1,2,1,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,5,1,2,2,2,6,6,4,3, , , , ,1,1,98,4,98,1,98,0.81368267,1.05295250,1.14757185
2015021430,28,4,2,2,6,12,1,2,1,2,1,5,6,3, , ,3,1, ,8,2,2,2, ,2,8,6,1,2,2, , ,2,2,2,1,1,5,4,4,1,1,2,3,3,1,2,98,2, , , ,2,1,1,2,1,2,2,2,1,9,-98,1,2,2,1,3,2,1,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,4,1,2,2,2,6,5,4,3, , , , ,2,1,3,98,98,1,98,0.56110124,0.65608705,1.06246128
2015021431,37,7,3,2,1,7,1,6,1,2,1,6,3,3, , ,3,1, ,7,2,1, , ,1,4,4,3,3,2, ,1, ,1,1,3,1,4,5,6,1,1,2,3,3,2, , ,2, , , ,2,1,2,2,2,2,2,2,2, , , , , , ,7, , , , , , , ,2,1,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,3,2,2,2,2,7,5,6,2,2,1,2, ,1,1,3,98,3,1,2,0.91356600,0.35977349,0.70822887
2015021432,15,3,2,1,5,5,1,6,4,4,3,1,7,3, , , ,1, ,1, ,1, , , ,6,8,1,2,1,2,1, ,2,1,4,1,3,4,4,1,1,1,3,3,2, , ,1,2,2,2,1,2,2,2,2,2,1,2,1,1, ,2,2, , ,1,2,1,2,2,2,2,1,2,1,1,0,1,0,0,0,0,0,3,2,1,1,3,2,2,1,1,1,1, , , , , ,2,4,2,1,1,2,7,7,6,3, , , , ,1,1,3,1,2,1,2,1.17131658,0.73287323,0.82445723
2015021433,26,4,2,2,5,11,1,4,4,4,3,3,5,3, , , ,1, ,6, ,1,2, , ,8,1,3,2,2,2,2, ,2,3,2,1,2,4,4,1,1,1,3,3,2, , ,2, , , ,2,2,2,2,1,1,2,2,1,1, ,1,2,98,3,3,2,1,1,1,1,2,2,2,1,0,0,1,0,0,0,0,0,1,1,2, ,2,2,2,5,5,3,4,0,0,1,0,0,1,6,1,2,2,2,6,7,5,98, , , , ,2,1,3,98,3,1,98,0.56110124,2.16440624,1.16849654
2015021434,43,6,3,2,3,9,1,4,1,2,1,3,4,3, , ,3,1, ,4,2,1,2, ,3,1,1,2,1,2,2,2, ,1,4,1,2,2,7,2,1,2,1,3,3,2, , ,2, , , ,2,1,2,1,2,2,2,2,1,13,0,1,2,2,3,7, , , , , , , ,2,1,0,0,0,0,0,1,0,0, , , , , , , ,5,5,1,1, , , , , ,1,7,2,2,1,1,5,7,5,3, , , , ,2,1,98,98,2,1,98,0.81368267,1.36725140,0.97467877
2015021435,27,8,4,2,5,11,1,2,1,2,1,5,1,3, , ,2,1, ,1,1,1,2, ,2,5,2,3,2,1, ,2, ,2,1,1,2,5,4,1,1,1,98,2,3,2, , ,2, , , ,2,2,2,2,1,2,1,2,1,1, ,2,2, , ,2,2,1,2,2,2,2,98,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,3,1,2,2,2,4,3,2,3, , , , ,2,1,1,98,98,1,98,0.50504193,0.40828320,1.08587031
2015021436,41,5,3,2,1,7,1,4,1,2,1,6,3,3, , ,3,1, ,5,2,1, ,1,2,8,7,1,3,1, ,1, ,2,1,2,1,4,1,7,1,1,1,3,2,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2, , , , , , ,1,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,1,2,1,3,1,2,1,1,1,1,1, , , , , ,2,5,1,2,2,2,7,7,6,2,1,1,98, ,1,1,2,2,3,1,2,1.09642423,0.75771474,0.94351341
2015021437,6,8,4,1,3,3,1,2,2,2,2,2,5,3, , , ,1, ,3,3,1,2, ,1,4,6,2,2,2,1,2, ,2,3,1,2,1,7,1,1,1,1,1,3,1,3,2,2, , , ,2,1,2,2,2,2,2,1,2, , , , , , ,2,2,1,1,1,1,2,2,2,1,0,1,0,0,0,0,0,0,1,2,2, ,4,1,2,1,5,5,1,1,1,1,0,0,1,7,1,2,1,1,3,5,3,3, , , , ,2,1,1,4,3,2,98,0.55170119,2.48258612,1.12161106
2015021438,18,6,3,1,5,5,1,4,4,1,3,5,4,2,4,2, ,1, ,8, ,2,2, , ,10,6,1,3,1, , ,1,2,1,98,1,5,1,4,1,1,2,3,3,1, ,1,1,2,2,2,2,2,1,2,2,2,1,2,2, , , , , , ,2,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,6,3, , , , ,1,1,3,4,2,1,2,0.92367717,1.17357266,1.23456023
2015021439,44,7,3,2,5,11,1,2,5,1,3,5,2,3, , , ,1, ,6, ,1,2, , ,5,1,1,2,2, ,2, ,2,3,1,1,2,4,1,1,1,2,3,3,1, ,98,2, , , ,2,2,2,2,1,1,2,1,2, , , , , , ,2,2,1,1,1,2,2,2,2,1,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,1,7,1,1,1,1,4,1,4,3, , , , ,1,98,3,98,98,1,98,0.79248814,2.04660427,1.25229104
2015021440,38,9,4,2,1,7,1,3,2,3,3,5,1,3, , , ,1, ,7, ,1,2, , ,8,1,3,2,2, ,2, ,2,4,1,2,98,1,4,1,2,2,3,3,2, , ,2, , , ,2,2,2,2,2,1,2,1,2, , , , , , ,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,1,2,1,2,2,2,7,6,4,3, , , , ,2,1,98,98,3,98,98,1.61828514,0.52192966,0.81263634
2015021441,38,9,4,2,1,7,1,3,2,1,3,6,1,3, , , ,1, ,3, ,1,2, , ,4,6,3,2,2, ,2, ,2,4,2,1,3,7,2,1,2,1,3,3,2, , ,2, , , ,2,1,2,2,2,2,2,2,2, , , , , , ,2,2,1,1,1,2,2,1,2,1,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,4,1,1,1,1,4,5,4,3, , , , ,2,1,98,98,1,98,98,1.61828514,0.52192966,0.81263634
2015021442,11,5,3,2,2,8,1,4,1,2,1,4,5,3, , ,3,1, ,3,2,1,2, ,3,5,6,3,2,2,2,1, ,2,2,4,2,4,6,6,1,2,2,3,3,1,2,98,2, , , ,2,1,2,2,2,2,2,2,1,14,5,1,2,1,1,2,1,2,2,2,2,2,2,2,1,0,0,0,0,0,1,0,0, , , , , , , ,2,3,3,1,1,1,1,0,0,1,5,1,1,1,1,4,7,4,3, , , , ,1,98,98,98,98,1,98,1.09642423,1.53496170,1.17723107
2015021443,15,3,2,2,4,10,2,3,2,1,3,1,5,3, , , ,1, ,4, ,1,2, , ,10,9,3,2,1,1,2, ,2,2,3,2,4,6,6,1,1,2,1,1,2, , ,2, , , ,2,2,2,2,1,1,2,2,2, , , , , , ,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,7,1,2,2,2,5,7,5,3, , , , ,1,1,98,4,98,98,1,1.77605015,0.81365315,0.92456863
2015021444,14,3,2,2,1,7,1,2,2,3,3,6,1,3, , , ,1, ,5, ,1, ,1, ,4,3,2,2,2, ,2, ,98,3,3,98,3,4,6,1,1,2,3,3,2, , ,2, , , ,2,1,2,2,2,2,2,1,2, , , , , , ,1,1,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,1,98,2,3,1,1,2,1,1,1,1, , , , , ,2,5,1,2,1,1,5,5,3,98, , , , ,1,1,2,1,2,1,2,0.73668945,0.87247550,1.06385687
2015021445,32,8,4,1,6,6,1,5,1,2,1,5,5,2,4,2,3,1, ,8,8,2,2, ,2,9,3,1,3,1, , ,1,2,1,3,2,5,1,4,1,2,2,3,3,1,2,2,1,2,2,2,1,2,1,1,1,2,2,2,1,5,65,1,2,2,1,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,6,3, , , , ,2,1,3,4,3,1,2,0.53672534,0.90757027,1.52128051
2015021446,23,3,2,1,1,1,1,2,2,4,3,6,2,3, , , ,1, ,3, ,1,2, , ,7,3,1,99,2, ,2, ,2,2,1,98,98,5,5,1,1,2,1,3,98, , ,2, , , ,2,1,2,2,2,2,2,2,99, , , , , , ,7, , , , , , , ,2,98,1,0,0,0,0,0,0,0,98,98,2,3,98,1,98,1,1,1,1, , , , , ,2,1,1,2,2,2,5,4,3,3, , , , ,2,1,3,98,3,98,98,1.98547456,1.53150683,1.13775604
2015021447,25,6,3,2,2,8,2,7,1,2,1,1,4,3, , ,3,1, ,4,2,1, , ,3,7,2,1,3,1,1,1, ,2,2,3,1,4,3,7,1,1,2,2,3,2, , ,2, , , ,1,1,2,2,2,2,2,2,2, , , , , , ,1,1,2,2,2,2,2,1,2,1,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,5,7,6,3, , , , ,1,1,1,2,3,2,1,0.61856766,0.40099544,0.20328647
2015021448,18,6,3,2,4,10,2,2,1,2,1,1,4,3, , ,3,1, ,3,2,1,2, ,3,1,1,3,2,2,2,2, ,2,4,98,2,98,98,98,2,2, ,3,3,2, , ,2, , , , ,1,2,2,2,2,2,2,1,4,-98,1,98,1,98,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,4,2,2,2,2,5,6,5,3, , , , ,2,98,98,98,98,2,98,0.92791331,1.13183780,1.11688352
2015021449,38,9,4,1,6,6,1,6,1,2,1,1,3,2,4,1,3,1, ,8,4,2, , ,2,6,1,2,3,1,1, ,1,2,1,5,1,5,4,6,1,1,1,3,3,2, , ,1,2,2,2,1,2,2,1,1,2,2,2,1,1, ,2,2, , ,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,6,7,6,3, , , , ,1,1,3,2,2,1,98,1.32051100,0.34512584,0.79643923
2015021450,38,9,4,1,6,6,1,4,1,2,1,5,4,3, , ,3,1, ,8,8,2,2, ,1,8,7,1,3,1, , ,2,2,1,4,1,4,3,6,1,1,2,3,3,1,3,2,2, , , ,2,2,1,1,1,2,2,2,2, , , , , , ,3,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,3,1,2,2,2,5,5,5,3, , , , ,2,2,98,98,98,1,98,1.99313062,0.57366695,1.10085638
2015021451,33,2,1,1,6,6,2,7,1,2,1,5,8,3, , ,3,1, ,8,8,2, , ,3,10,7,3,3,1, , ,1,2,1,2,1,5,2,2,1,1,2,3,3,1,2,2,1,2,2,2,1,2,1,1,1,2,2,2,1,1, ,2,2, , ,3,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,6,5,3, , , , ,2,1,3,2,98,2,2,1.49148914,0.71515113,0.71248344
2015021452,1,6,3,2,1,7,1,2,1,2,1,2,2,3, , ,3,1, ,4,2,1,2, ,1,5,6,1,3,2,1,2, ,2,2,4,1,3,98,5,1,2,2,3,3,1,2,98,2, , , ,2,1,2,2,2,2,2,2,2, , , , , , ,7, , , , , , , ,2,1,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,3, , , , , ,1,3,2,2,2,2,7,6,5,3, , , , ,1,1,3,98,2,2,98,0.74996241,1.03125725,1.14184406
2015021453,15,3,2,2,6,12,1,2,1,2,1,1,7,3, , ,3,1, ,2,2,1,2, ,3,7,4,1,3,1,1,1, ,2,1,4,1,3,5,5,1,1,2,3,3,1,3,1,1,1,2,2,1,1,1,2,1,2,1,2,1,1, ,1,2,2,1,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,1,1,6,3, , , , ,1,1,3,98,2,1,98,1.66357877,0.88694005,1.05161845
2015021454,51,8,4,2,6,12,1,4,1,2,1,5,4,3, , ,2,1, ,8,8,2,2, ,1,3,3,1,3,2, , ,2,1,3,1,2,4,3,3,1,1,2,3,3,1,1,1,2,1,1,2,2,1,2,1,1,2,2,2,1,1, ,2,2, , ,3,2,1,1,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,5,1,2,2,2,5,6,4,3, , , , ,2,1,3,4,98,1,98,0.50504193,0.23211670,1.18324232
2015021455,20,1,1,2,3,9,1,4,1,2,1,2,6,3, , ,3,1, ,4,2,1,2, ,3,1,3,3,2,2,2,1, ,1,4,3,1,4,1,6,1,1,2,3,3,1,2,98,1,1,2,2,2,1,2,2,2,2,2,2,1,16,30,1,2,98,1,1,1,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,1,2,2,2,2,2,1,1,1,1,1, , , , , ,2,1,1,2,2,2,5,5,4,3, , , , ,2,1,1,98,3,1,2,0.45093276,0.55874045,1.01953704
2015021456,43,6,3,2,1,7,2,3,1,2,1,2,3,3, , ,3,1, ,3,3,1,1,3,1,10,10,1,3,1,1,2, ,2,1,2,1,5,1,7,1,1,2,2,2,1,1,1,98,1,2,2,1,99,99,99,99,99,99,99,2, , , , , , ,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,7,1, , , , ,1,1,1,1,1,98,1,0.85524754,1.59251852,1.10542434
2015021457,14,3,2,1,1,1,1,1,2,2,2,6,1,3, , , ,1, ,7,7,1, , ,98,7,7,98,98,98, ,1, ,98,98,98,98,98,7,98,2,2, ,98,98,2, , ,98, , , , ,98,98,98,98,98,98,98,2, , , , , , ,7, , , , , , , ,2,98,0,1,0,0,0,0,0,0,98,98,98, ,98,98,1,3,1,4,4,1,0,0,0,0,1,98,1,98,98,98,98,98,98,98, , , , ,1,1,1,98,98,98,1,1.01897015,0.98938882,1.19471771
2015021458,19,7,3,2,1,7,2,4,2,3,3,6,6,3, , , ,1, ,5, ,1, ,2, ,8,7,2,3,1, ,2, ,2,4,3,1,98,4,6,1,1,2,2,2,2, , ,2, , , ,2,2,2,98,2,1,1,2,1,1, ,2,2, , ,1,1,2,98,2,1,1,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,4,1,1,2, , , , , ,2,5,1,98,1,2,4,1,4,1, , , , ,1,98,98,2,98,2,98,1.57248318,0.70124161,1.06938700
2015021459,44,7,3,2,5,11,2,4,1,2,1,5,5,3, , ,3,1, ,2,8,1,1,4,1,7,1,1,3,2, ,2, ,2,1,3,2,3,4,4,1,2,2,2,3,1,3,2,2, , , ,2,1,1,1,1,2,2,2,1,11,100,2,2, , ,2,2,1,1,2,2,2,2,2,2,1,0,0,0,0,0,0,0,1,1,2,3,3,1,2,2,2,1,1, , , , , ,2,1,1,2,2,1,7,7,7,3, , , , ,2,1,2,98,98,1,98,1.35366323,1.69770269,0.99037272
2015021460,37,7,3,2,3,9,2,6,2,4,3,1,3,3, , , ,1, ,2, ,1, , , ,5,5,3,2,1,1,2, ,2,3,4,1,2,7,2,1,1,1,2,3,1, ,2,2, , , ,2,1,2,2,2,2,2,2,2, , , , , , ,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,3,1,1,1,1,1,2,1,4,1,1, , , , , ,1,7,2,2,2,2,5,7,5,1, , , , ,1,1,3,98,98,1,98,0.64590649,0.25945826,0.58547696
2015021461,48,9,4,2,2,8,2,3,2,1,3,6,2,3, , , ,1, ,1, ,1,2, , ,5,3,1,2,1, ,2, ,1,4,1,1,2,7,4,1,1,1,1,3,2, , ,2, , , ,2,2,2,2,2,2,2,2,2, , , , , , ,1,2,1,1,1,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,3,5,5,1,1,0,0,0,1,7,1,2,2,1,6,3,2,3, , , , ,1,1,98,98,3,1,98,2.76422192,0.78427995,1.20405215
2015021462,2,9,4,2,2,8,1,6,3,1,3,6,5,3, , , ,1, ,2, ,1, , , ,98,7,98,98,98, ,98, ,2,2,98,98,5,5,4,1,1,2,3,3,1, ,98,1,1,2,2,2,1,2,2,2,2,2,2,1,15,-99,1,2,2,1,1,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,4,1,2,2,2,5,6,98,98, , , , ,98,1,3,98,2,1,98,1.07216421,0.05807535,0.35630815
2015021463,41,5,3,2,2,8,2,5,2,3,3,6,4,3, , , ,1, ,7, ,1,2, , ,5,4,1,3,2, ,1, ,1,2,3,1,3,3,7,1,1,2,1,3,1, ,99,2, , , ,2,1,2,2,2,2,1,2,1,1, ,1,2,1,1,1,2,1,1,1,2,2,1,2,1,1,0,0,0,0,0,0,0,3,1,1,1,1,2,2,1,1,1,1, , , , , ,1,4,1,2,2,1,7,7,5,2,2,1,2, ,2,1,1,1,98,1,2,1.25034818,0.73464666,1.03145691
2015021464,21,5,3,2,1,7,2,4,2,3,3,6,1,3, , , ,1, ,3, ,1,2, , ,1,3,2,1,2, ,1, ,2,4,2,2,3,4,7,2,1, ,2,2,2, , ,2, , , ,2,1,2,2,2,1,1,2,2, , , , , , ,7, , , , , , , ,2,2,1,0,0,0,0,0,0,0,1,2,1,2,98,1,2,1,1,1,1, , , , , ,1,7,98,2,2,2,3,7,2,2,2,1,2, ,2,1,3,1,2,98,98,1.25034818,0.94143380,1.05366371
2015021465,13,8,4,2,1,7,1,6,1,2,1,6,3,3, , ,3,1, ,3,2,1, , ,1,4,4,2,2,1, ,1, ,2,1,3,1,3,7,6,1,1,2,2,2,1,2,98,2, , , ,2,1,2,2,2,2,2,1,2, , , , , , ,2,1,1,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,1,2,1,1,2,1,1,1,1,1,1, , , , , ,2,6,1,2,2,2,6,5,6,2,2,1,2, ,1,1,3,98,3,1,98,0.28872051,0.31591061,0.54893252
